IF_sens_r,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
4.0,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.37717062699045,157.23237669036718,-0.284
4.340878170264604,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.37610254391936,157.23237669036718,-0.284
4.710805822269944,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.37471256639301,157.23237669036718,-0.284
5.11225853956175,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.37283017601638,157.23237669036718,-0.284
5.547922873783102,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.37015340296796,157.23237669036718,-0.284
6.020714323279183,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.36610909458204,157.23237669036718,-0.284
6.533796843830508,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.35950639744615,157.23237669036718,-0.284
7.090604022081906,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.34754252292944,157.23237669036718,-0.284
7.694862053361437,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.32227523804457,157.23237669036718,-0.284
8.350614677658532,0.9998410912355191,0.9966384850493438,0.36398828981494047,234.25291814762073,157.23237669036718,-0.284
9.062250240634778,0.9998410912355191,0.9966384850493438,0.36398828981494047,233.90057727525573,157.23237669036718,-0.284
9.834531060761668,0.9998410912355191,0.9966384850493438,0.36398828981494047,237.57157534852263,157.23237669036718,-0.284
10.672625299112381,0.9998410912355191,0.9966384850493438,0.36398828981494047,244.6439120393407,157.23237669036718,-0.284
11.582141545082669,0.9998410912355191,0.9966384850493438,0.36398828981494047,247.57054796195774,157.23237669036718,-0.284
12.569166349491027,0.9998410912355191,0.9966384850493438,0.36398828981494047,249.41383710198312,157.23237669036718,-0.284
13.640304956232512,0.9998410912355191,0.9966384850493438,0.36398828981494047,250.68743533459275,157.23237669036718,-0.284
14.80272550506545,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.59327262259012,157.23237669036718,-0.284
16.064207001339426,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.23205301520352,157.23237669036718,-0.284
17.43319137368153,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.65485777723734,157.23237669036718,-0.284
18.918839968014844,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.89320249660923,157.23237669036718,-0.284
20.531094855971272,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.91376573397633,157.23237669036718,-0.284
22.280745367979403,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.51947950448832,157.23237669036718,-0.284
24.179500296271495,0.9998410912355191,0.9966384850493438,0.36398828981494047,247.3721359110774,157.23237669036718,-0.284
26.240066250997867,0.9998410912355191,0.9966384850493438,0.36398828981494047,250.6423291225078,157.23237669036718,-0.284
28.476232693813404,0.9998410912355191,0.9966384850493438,0.36398828981494047,253.1360131115129,157.23237669036718,-0.284
30.902964217987456,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.06867633311487,157.23237669036718,-0.284
33.53650069258248,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.6511104498095,157.23237669036718,-0.284
36.394465940873765,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.09044863177232,157.23237669036718,-0.284
39.495985680294396,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.44118801387444,157.23237669036718,-0.284
42.86181551316834,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.72679843525265,157.23237669036718,-0.284
46.5144798247553,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.961576155546,157.23237669036718,-0.284
50.47842251812341,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.1556541837294,157.23237669036718,-0.284
54.780170594578784,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.31666253498753,157.23237669036718,-0.284
59.44851167434448,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.4505244993604,157.23237669036718,-0.284
