Impl_Time,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
1.0,0.9999473233434287,0.9973134905148644,0.35979749530070104,236.85501820693128,158.8946028960499,-0.284
2.0,0.9999070032933751,0.9973134905148644,0.3608569251520293,235.57384394777517,158.39803639820047,-0.284
3.0,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.92435693837007,157.23237669036718,-0.284
4.0,0.9997468404074991,0.9951906516705694,0.3640479111030508,252.16636074044334,157.236303056705,-0.284
5.0,0.9996668840467007,0.9952023420375375,0.36410717886263183,252.72201671640954,157.23948610198525,-0.284
