FixedPropRates,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
0.63,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.96159038815674,157.23237669036718,-0.284
0.64,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.79166878240866,157.23237669036718,-0.284
0.65,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.61997942773195,157.23237669036718,-0.284
0.66,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.44647476341092,157.23237669036718,-0.284
0.67,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.2711054685477,157.23237669036718,-0.284
0.68,0.9998410912355191,0.9966384850493438,0.36398828981494047,251.09382000802276,157.23237669036718,-0.284
0.69,0.9998410912355191,0.9966384850493438,0.36398828981494047,250.91456409427897,157.23237669036718,-0.284
0.7,0.9998410912355191,0.9966384850493438,0.36398828981494047,250.73328006168734,157.23237669036718,-0.284
0.71,0.9998410912355191,0.9966384850493438,0.36398828981494047,250.54990615279337,157.23237669036718,-0.284
0.72,0.9998410912355191,0.9966384850493438,0.36398828981494047,250.36437571897287,157.23237669036718,-0.284
0.73,0.9998410912355191,0.9966384850493438,0.36398828981494047,250.17661634197412,157.23237669036718,-0.284
0.74,0.9998410912355191,0.9966384850493438,0.36398828981494047,249.98654888749644,157.23237669036718,-0.284
0.75,0.9998410912355191,0.9966384850493438,0.36398828981494047,249.79408650727325,157.23237669036718,-0.284
0.76,0.9998410912355191,0.9966384850493438,0.36398828981494047,249.599133612018,157.23237669036718,-0.284
0.77,0.9998410912355191,0.9966384850493438,0.36398828981494047,249.40158484378938,157.23237669036718,-0.284
0.78,0.9998410912355191,0.9966384850493438,0.36398828981494047,249.20132408266593,157.23237669036718,-0.284
0.79,0.9998410912355191,0.9966384850493438,0.36398828981494047,248.99822352868733,157.23237669036718,-0.284
0.8,0.9998410912355191,0.9966384850493438,0.36398828981494047,248.79214290538715,157.23237669036718,-0.284
0.81,0.9998410912355191,0.9966384850493438,0.36398828981494047,248.58292883550186,157.23237669036718,-0.284
0.82,0.9998410912355191,0.9966384850493438,0.36398828981494047,248.37041444197956,157.23237669036718,-0.284
0.83,0.9998410912355191,0.9966384850493438,0.36398828981494047,248.15441922778925,157.23237669036718,-0.284
0.84,0.9998410912355191,0.9966384850493438,0.36398828981494047,247.93474928578019,157.23237669036718,-0.284
0.85,0.9998410912355191,0.9966384850493438,0.36398828981494047,247.7111978845981,157.23237669036718,-0.284
0.86,0.9998410912355191,0.9966384850493438,0.36398828981494047,247.48354646839866,157.23237669036718,-0.284
0.87,0.9998410912355191,0.9966384850493438,0.36398828981494047,247.25156609693013,157.23237669036718,-0.284
0.88,0.9998410912355191,0.9966384850493438,0.36398828981494047,247.01501933930834,157.23237669036718,-0.284
0.89,0.9998410912355191,0.9966384850493438,0.36398828981494047,246.7736626205109,157.23237669036718,-0.284
0.9,0.9998410912355191,0.9966384850493438,0.36398828981494047,246.5272490065016,157.23237669036718,-0.284
0.91,0.9998410912355191,0.9966384850493438,0.36398828981494047,246.27553140493714,157.23237669036718,-0.284
0.92,0.9998410912355191,0.9966384850493438,0.36398828981494047,246.01826615773425,157.23237669036718,-0.284
0.93,0.9998410912355191,0.9966384850493438,0.36398828981494047,245.75521701574678,157.23237669036718,-0.284
0.94,0.9998410912355191,0.9966384850493438,0.36398828981494047,245.4861595221569,157.23237669036718,-0.284
0.95,0.9998410912355191,0.9966384850493438,0.36398828981494047,245.21088590158027,157.23237669036718,-0.284
0.96,0.9998410912355191,0.9966384850493438,0.36398828981494047,244.92921067105956,157.23237669036718,-0.284
0.97,0.9998410912355191,0.9966384850493438,0.36398828981494047,244.64097737810476,157.23237669036718,-0.284
0.98,0.9998410912355191,0.9966384850493438,0.36398828981494047,244.34606715820686,157.23237669036718,-0.284
0.99,0.9998410912355191,0.9966384850493438,0.36398828981494047,244.0444102291308,157.23237669036718,-0.284
1.0,0.9998410912355191,0.9966384850493438,0.36398828981494047,243.73600205794975,157.23237669036718,-0.284
