FixedPropRates,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
0.0,0.9998410912355191,0.9966384850493438,0.36398828981494047,260.6856723040148,157.23237669036718,-0.284
0.01,0.9998410912355191,0.9966384850493438,0.36398828981494047,260.5611152043114,157.23237669036718,-0.284
0.02,0.9998410912355191,0.9966384850493438,0.36398828981494047,260.43642753423416,157.23237669036718,-0.284
0.03,0.9998410912355191,0.9966384850493438,0.36398828981494047,260.31160083742907,157.23237669036718,-0.284
0.04,0.9998410912355191,0.9966384850493438,0.36398828981494047,260.1866263289129,157.23237669036718,-0.284
0.05,0.9998410912355191,0.9966384850493438,0.36398828981494047,260.06149488517127,157.23237669036718,-0.284
0.06,0.9998410912355191,0.9966384850493438,0.36398828981494047,259.93619703395416,157.23237669036718,-0.284
0.07,0.9998410912355191,0.9966384850493438,0.36398828981494047,259.8107229437463,157.23237669036718,-0.284
0.08,0.9998410912355191,0.9966384850493438,0.36398828981494047,259.68506241290754,157.23237669036718,-0.284
0.09,0.9998410912355191,0.9966384850493438,0.36398828981494047,259.55920485846,157.23237669036718,-0.284
0.1,0.9998410912355191,0.9966384850493438,0.36398828981494047,259.43313930450705,157.23237669036718,-0.284
0.11,0.9998410912355191,0.9966384850493438,0.36398828981494047,259.3068543702708,157.23237669036718,-0.284
0.12,0.9998410912355191,0.9966384850493438,0.36398828981494047,259.1803382577274,157.23237669036718,-0.284
0.13,0.9998410912355191,0.9966384850493438,0.36398828981494047,259.0535787388313,157.23237669036718,-0.284
0.14,0.9998410912355191,0.9966384850493438,0.36398828981494047,258.92656314230356,157.23237669036718,-0.284
0.15,0.9998410912355191,0.9966384850493438,0.36398828981494047,258.7992783399787,157.23237669036718,-0.284
0.16,0.9998410912355191,0.9966384850493438,0.36398828981494047,258.67171073269265,157.23237669036718,-0.284
0.17,0.9998410912355191,0.9966384850493438,0.36398828981494047,258.54384623570553,157.23237669036718,-0.284
0.18,0.9998410912355191,0.9966384850493438,0.36398828981494047,258.4156702636455,157.23237669036718,-0.284
0.19,0.9998410912355191,0.9966384850493438,0.36398828981494047,258.2871677149779,157.23237669036718,-0.284
0.2,0.9998410912355191,0.9966384850493438,0.36398828981494047,258.15832295599296,157.23237669036718,-0.284
0.21,0.9998410912355191,0.9966384850493438,0.36398828981494047,258.0291198043248,157.23237669036718,-0.284
0.22,0.9998410912355191,0.9966384850493438,0.36398828981494047,257.89954151200914,157.23237669036718,-0.284
0.23,0.9998410912355191,0.9966384850493438,0.36398828981494047,257.769570748106,157.23237669036718,-0.284
0.24,0.9998410912355191,0.9966384850493438,0.36398828981494047,257.63918958091557,157.23237669036718,-0.284
0.25,0.9998410912355191,0.9966384850493438,0.36398828981494047,257.50837945982784,157.23237669036718,-0.284
0.26,0.9998410912355191,0.9966384850493438,0.36398828981494047,257.3771211968663,157.23237669036718,-0.284
0.27,0.9998410912355191,0.9966384850493438,0.36398828981494047,257.245394947989,157.23237669036718,-0.284
0.28,0.9998410912355191,0.9966384850493438,0.36398828981494047,257.1131801942359,157.23237669036718,-0.284
0.29,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.98045572282916,157.23237669036718,-0.284
0.3,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.84719960835145,157.23237669036718,-0.284
0.31,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.71338919414694,157.23237669036718,-0.284
0.32,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.57900107412377,157.23237669036718,-0.284
0.33,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.444011075155,157.23237669036718,-0.284
0.34,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.3083942403038,157.23237669036718,-0.284
0.35,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.1721248131305,157.23237669036718,-0.284
0.36,0.9998410912355191,0.9966384850493438,0.36398828981494047,256.03517622336466,157.23237669036718,-0.284
0.37,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.89752107425534,157.23237669036718,-0.284
0.38,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.75913113193593,157.23237669036718,-0.284
0.39,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.6199773171687,157.23237669036718,-0.284
0.4,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.4800296998398,157.23237669036718,-0.284
0.41,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.33925749660747,157.23237669036718,-0.284
0.42,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.1976290720804,157.23237669036718,-0.284
0.43,0.9998410912355191,0.9966384850493438,0.36398828981494047,255.05511194391784,157.23237669036718,-0.284
0.44,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.91167279219678,157.23237669036718,-0.284
0.45,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.76727747335792,157.23237669036718,-0.284
0.46,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.6218910389611,157.23237669036718,-0.284
0.47,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.47547775939634,157.23237669036718,-0.284
0.48,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.32800115254918,157.23237669036718,-0.284
0.49,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.17942401726418,157.23237669036718,-0.284
0.5,0.9998410912355191,0.9966384850493438,0.36398828981494047,254.0297084712247,157.23237669036718,-0.284
0.51,0.9998410912355191,0.9966384850493438,0.36398828981494047,253.87881599261908,157.23237669036718,-0.284
0.52,0.9998410912355191,0.9966384850493438,0.36398828981494047,253.72670746464377,157.23237669036718,-0.284
0.53,0.9998410912355191,0.9966384850493438,0.36398828981494047,253.5733432215157,157.23237669036718,-0.284
0.54,0.9998410912355191,0.9966384850493438,0.36398828981494047,253.41868309427045,157.23237669036718,-0.284
0.55,0.9998410912355191,0.9966384850493438,0.36398828981494047,253.26268645409002,157.23237669036718,-0.284
0.56,0.9998410912355191,0.9966384850493438,0.36398828981494047,253.10531225040893,157.23237669036718,-0.284
0.57,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.94651904041777,157.23237669036718,-0.284
0.58,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.78626500596778,157.23237669036718,-0.284
0.59,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.6245079531929,157.23237669036718,-0.284
0.6,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.46120528951576,157.23237669036718,-0.284
0.61,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.2963139720053,157.23237669036718,-0.284
0.62,0.9998410912355191,0.9966384850493438,0.36398828981494047,252.1297904204752,157.23237669036718,-0.284
