Choice_r,IF_sens_r,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.15
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.14
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.13
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.12
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.11
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.1
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.09
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.08
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.07
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.06
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.05
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.04
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.03
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.02
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.01
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,0.0
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-1.0
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.99
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.98
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.97
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.96
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.95
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.94
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.93
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.92
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.91
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.9
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.89
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.88
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.87
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.86
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.85
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.84
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.83
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.82
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.81
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.8
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.79
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.78
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.77
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.76
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.75
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.74
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.73
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.72
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.71
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.7
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.69
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.68
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.67
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.66
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.65
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.64
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.63
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.62
