Goal_l,IF_thresh_l,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
1.0,0.0,1.0,1.0,0.35490584700020283,248.6633370100104,160.6338057707832,-0.03
1.0,0.0,1.0,1.0,0.35485649107883094,248.6633370100104,160.6338057707832,-0.02
1.0,0.0,1.0,1.0,0.35483508995489244,248.6633370100104,160.6338057707832,-0.01
1.0,0.0,1.0,1.0,0.3548350899548925,248.6633370100104,160.63380577078317,0.0
1.01,0.0,0.972751248628638,0.5772345462625026,0.528805124911799,290.36074534841305,142.06158880438616,-1.0
1.01,0.0,0.9732060973657494,0.583101570623569,0.5048947288216418,289.4648307567435,146.8991880240521,-0.99
1.01,0.0,0.9736599343269197,0.5889685949846356,0.47395858004563546,288.6203627892034,152.87145105691107,-0.98
1.01,0.0,0.9741127851453251,0.5948356193457021,0.45614589592886157,287.84191015993093,153.04112289596407,-0.97
1.01,0.0,0.9745646889915569,0.6007026437067687,0.4428638425158427,287.14287028578576,153.21238027162156,-0.96
1.01,0.0,0.9750157005102785,0.6065696680678352,0.43260654549012356,286.53694770739145,153.3911224133046,-0.95
1.01,0.0,0.9754658917946482,0.6124366924289016,0.42439774263516233,286.02441102045964,153.57040601783598,-0.94
1.01,0.0,0.9759153543306688,0.6183037167899682,0.41766039438083086,285.61765379136784,153.75023788389132,-0.93
1.01,0.0,0.9763642008239435,0.6241707411510347,0.41203434838967845,285.3190386305045,153.93050764910467,-0.92
1.01,0.0,0.9768125668006958,0.6300377655121011,0.40726000483163194,285.1212028256962,154.09591752501552,-0.91
1.01,0.0,0.9772606118546995,0.6359047898731677,0.4031050050408356,285.01171585853245,154.27740973044047,-0.9
1.01,0.0,0.9777085203939643,0.6417718142342341,0.39946917199035,284.97487604602657,154.45948440983702,-0.89
1.01,0.0,0.9781565017280908,0.6476388385953008,0.39625415345997994,284.99377680420974,154.6421520106735,-0.88
1.01,0.0,0.9786047893321299,0.653505862956367,0.39338525276965913,285.05215382099493,154.82542351508664,-0.87
1.01,0.0,0.9790536391287388,0.6593728873174337,0.3908645219529345,285.1356981810921,154.99378365654243,-0.86
1.01,0.0,0.9795033266505923,0.6652399116785,0.3885269326626313,285.23274851192684,155.17817131291622,-0.85
