MagCAPShock,IntRate,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.48,0.01,51.0,1.0,1.0,159.10502564196182,236.87243865022583,-0.48
-0.47,0.01,51.0,1.0,1.0,159.19476029660453,236.9373646791659,-0.47
-0.46,0.01,51.0,1.0,1.0,159.28461343529221,236.99230879223776,-0.46
-0.45,0.01,51.0,1.0,1.0,159.3745821938963,237.03812334985412,-0.45
-0.44,0.01,51.0,1.0,1.0,159.46466383094395,237.07586773528746,-0.44
-0.43,0.01,51.0,1.0,1.0,159.55482191238917,237.10665918327766,-0.43
-0.42,0.01,51.0,1.0,1.0,159.64232065068379,237.1315755328307,-0.42
-0.41,0.01,51.0,1.0,1.0,159.73139308471562,237.1516083343223,-0.41
-0.4,0.01,51.0,1.0,1.0,159.82041430813396,237.16763013663675,-0.4
-0.39,0.01,51.0,1.0,1.0,159.90940370148698,237.1803854998659,-0.39
-0.38,0.01,51.0,1.0,1.0,159.99841099542607,237.1904962593548,-0.38
-0.37,0.01,51.0,1.0,1.0,160.0875439778292,237.1984708041834,-0.37
-0.36,0.01,51.0,1.0,1.0,160.17704640284134,237.20471346111634,-0.36
-0.35,0.01,51.0,1.0,1.0,160.26770295148387,237.20951141447588,-0.35
-0.34,0.01,51.0,1.0,1.0,160.3465259770447,237.20961309875184,-0.34
-0.33,0.01,51.0,1.0,1.0,160.41813336819206,237.2086390551189,-0.33
-0.32,0.01,51.0,1.0,1.0,160.50332350940892,237.20760047033673,-0.32
-0.31,0.01,51.0,1.0,1.0,160.58938681991935,237.20649133177656,-0.31
-0.3,0.01,51.0,1.0,1.0,160.63380577078317,237.20529089054554,-0.3
-0.29,0.01,51.0,1.0,1.0,160.6338057707831,237.20396419226884,-0.29
-0.28,0.01,51.0,1.0,1.0,160.63380577078317,237.20245862437656,-0.28
-0.27,0.01,51.0,1.0,1.0,160.63380577078314,237.20069482248385,-0.27
-0.26,0.01,51.0,1.0,1.0,160.6338057707832,237.19855234360773,-0.26
-0.25,0.01,51.0,1.0,1.0,160.63380577078317,237.1958469999744,-0.25
-0.24,0.01,51.0,1.0,1.0,160.6338057707832,237.19247193475104,-0.24
-0.23,0.01,51.0,1.0,1.0,160.63380577078314,237.1878140654259,-0.23
-0.22,0.01,51.0,1.0,1.0,160.6338057707832,237.18033723760072,-0.22
-0.21,0.01,51.0,1.0,1.0,160.6338057707832,237.1695640294528,-0.21
-0.2,0.01,51.0,1.0,1.0,160.63380577078317,237.15363862749834,-0.2
-0.19,0.01,51.0,1.0,1.0,160.63380577078323,237.12937257841767,-0.19
-0.18,0.01,51.0,1.0,1.0,160.63380577078317,237.0909755642341,-0.18
-0.17,0.01,51.0,1.0,1.0,160.63380577078317,237.0269850252421,-0.17
-0.16,0.01,51.0,1.0,1.0,160.6338057707832,236.91138789190845,-0.16
-0.15,0.01,51.0,1.0,1.0,160.6338057707832,236.57728802174276,-0.15
-0.14,0.01,51.0,1.0,1.0,160.63380577078308,234.49041932007992,-0.14
-0.13,0.01,51.0,1.0,1.0,160.63380577078314,235.76837730037565,-0.13
-0.12,0.01,51.0,1.0,1.0,160.63380577078325,237.36556045476698,-0.12
-0.11,0.01,51.0,1.0,1.0,160.6338057707832,238.24734653125057,-0.11
-0.1,0.01,51.0,1.0,1.0,160.6338057707831,239.03956644675395,-0.1
-0.09,0.01,51.0,1.0,1.0,160.6338057707831,239.8080277139254,-0.09
-0.08,0.01,51.0,1.0,1.0,160.63380577078317,240.5675926933293,-0.08
-0.07,0.01,51.0,1.0,1.0,160.63380577078323,241.3230959168035,-0.07
-0.06,0.01,51.0,1.0,1.0,160.63380577078317,242.07649657123622,-0.06
-0.05,0.01,51.0,1.0,1.0,160.63380577078314,242.1314694701075,-0.05
-0.04,0.01,51.0,1.0,1.0,160.6338057707831,242.13146947010745,-0.04
-0.03,0.01,51.0,1.0,1.0,160.6338057707832,242.13146947010762,-0.03
-0.02,0.01,51.0,1.0,1.0,160.6338057707832,242.1314694701076,-0.02
-0.01,0.01,51.0,1.0,1.0,160.6338057707832,242.13146947010753,-0.01
0.0,0.01,51.0,1.0,1.0,160.63380577078317,242.13146947010756,0.0
-1.0,0.02,50.51499396984891,0.9904900778401747,0.8322193363904891,154.62569236205874,278.88133202613534,-1.0
-0.99,0.02,50.53244571417654,0.9908322689054223,0.8380061695711624,154.70966267576355,278.9838703971632,-0.99
-0.98,0.02,50.549891013161755,0.9911743335914069,0.8437930027518356,154.79925838115162,279.06050834162124,-0.98
-0.97,0.02,50.56733038916637,0.9915162821405171,0.8495798359325089,154.88926341472006,279.12132688371287,-0.97
-0.96,0.02,50.584764418965776,0.991858125862074,0.8553666691131823,154.97969415442296,279.1718964816168,-0.96
-0.95,0.02,50.60219372619798,0.9921998769842741,0.8611535022938555,155.07057043251734,279.2150516616799,-0.95
-0.94,0.02,50.6196189707119,0.9925415484453314,0.8669403354745288,155.15605355152812,279.25233958160277,-0.94
-0.93,0.02,50.63695332683167,0.9928814377810132,0.8727271686552021,155.24345922537054,279.02054263678895,-0.93
-0.92,0.02,50.65420395943951,0.9932196854792061,0.8785140018358751,155.32738586357544,278.31764422254986,-0.92
-0.91,0.02,50.67144239321428,0.9935576939845937,0.8843008350165485,155.41147205668162,277.6145135449758,-0.91
-0.9,0.02,50.688668628440475,0.9938954633027544,0.8900876681972218,155.49571709977954,276.91110941208336,-0.9
-0.89,0.02,50.70588266364918,0.9942329934048858,0.895874501377895,155.58008768804763,276.20727475272514,-0.89
-0.88,0.02,50.72308449538315,0.9945702842231989,0.9016613345585685,155.65821777523556,275.5030393137557,-0.88
-0.87,0.02,50.74028042699917,0.9949074593529249,0.9074481677392415,155.7430424574043,274.79676520412585,-0.87
-0.86,0.02,50.75746605189812,0.9952444323901593,0.9132350009199148,155.82804430016793,274.08939406155724,-0.86
-0.85,0.02,50.774638985454914,0.9955811565775473,0.919021834100588,155.913193590116,273.38137188227586,-0.85
-0.84,0.02,50.79179921527229,0.9959176316720058,0.9248086672812615,155.99848816719577,272.6725041822499,-0.84
-0.83,0.02,50.808946722960826,0.9962538573129573,0.9305955004619346,156.07675032316197,271.9624908651122,-0.83
-0.82,0.02,50.82608148129713,0.9965898329666104,0.936382333642608,156.1623157505885,271.2508407880955,-0.82
-0.81,0.02,50.843203449442996,0.9969255578322156,0.9421691668232811,156.24802212986197,270.53671208158556,-0.81
-0.8,0.02,50.860312564709396,0.9972610306805764,0.9479560000039545,156.3338692648336,269.81861482274934,-0.8
-0.79,0.02,50.87740872834448,0.997596249575382,0.953742833184628,156.41985019926355,269.0938625356367,-0.79
-0.78,0.02,50.89449178148165,0.9979312114016009,0.9595296663653011,156.5059618718129,268.3575798780855,-0.78
-0.77,0.02,50.91156146650667,0.9982659111079739,0.9653164995459741,156.58436671971506,267.6009760333879,-0.77
-0.76,0.02,50.92861737220489,0.9986003406314684,0.9711033327266476,156.6707113667229,266.8085768295836,-0.76
-0.75,0.02,50.9456588789833,0.998934487823202,0.9768901659073207,156.7571728115957,265.95456206474887,-0.75
-0.74,0.02,50.962685176024365,0.9992683367847914,0.9826769990879943,156.84374385145813,265.00032380257693,-0.74
-0.73,0.02,50.9796955242296,0.9996018730241097,0.9884638322686674,156.93041893001603,263.90023137559194,-0.73
-0.72,0.02,50.99425066544934,0.9998872679499872,0.9942506654493406,157.01719977608641,262.62721883547516,-0.72
-0.71,0.02,51.0,1.0,1.0,157.09577981539158,261.21587876646754,-0.71
-0.7,0.02,51.0,1.0,1.0,157.18281793118064,259.7760576445989,-0.7
-0.69,0.02,51.0,1.0,1.0,157.27000575570796,258.42968309488896,-0.69
-0.68,0.02,51.0,1.0,1.0,157.35734351249053,257.2360024973662,-0.68
-0.67,0.02,51.0,1.0,1.0,157.44480910200622,256.1924556327205,-0.67
-0.66,0.02,51.0,1.0,1.0,157.5323876394251,255.2624228914192,-0.66
-0.65,0.02,51.0,1.0,1.0,157.62003426694844,254.40034887788116,-0.65
-0.64,0.02,51.0,1.0,1.0,157.69933667534684,253.57136957600795,-0.64
-0.63,0.02,51.0,1.0,1.0,157.78723477528627,252.7548839939368,-0.63
-0.62,0.02,51.0,1.0,1.0,157.87524899059244,251.9402046825689,-0.62
-0.61,0.02,51.0,1.0,1.0,157.9633788155369,251.1223226863563,-0.61
-0.6,0.02,51.0,1.0,1.0,158.0516242021337,250.29953758379165,-0.6
-0.59,0.02,51.0,1.0,1.0,158.13998551230296,249.4724352668518,-0.59
-0.58,0.02,51.0,1.0,1.0,158.2283998073247,248.64360472648247,-0.58
-0.57,0.02,51.0,1.0,1.0,158.3088384219583,247.81773195589963,-0.57
-0.56,0.02,51.0,1.0,1.0,158.3975115571826,247.00185310264976,-0.56
-0.55,0.02,51.0,1.0,1.0,158.48630819538147,246.20558928720575,-0.55
-0.54,0.02,51.0,1.0,1.0,158.5752300704683,245.4411669518001,-0.54
-0.53,0.02,51.0,1.0,1.0,158.66427920246088,244.7230219255527,-0.53
-0.52,0.02,51.0,1.0,1.0,158.7534579056446,244.066408650738,-0.52
-0.51,0.02,51.0,1.0,1.0,158.84276879318438,243.48583993820057,-0.51
-0.5,0.02,51.0,1.0,1.0,158.92592191866405,242.9960448826614,-0.5
-0.49,0.02,51.0,1.0,1.0,159.0154121056732,242.60554297647428,-0.49
-0.48,0.02,51.0,1.0,1.0,159.10502564196182,242.31635866169572,-0.48
-0.47,0.02,51.0,1.0,1.0,159.19476029660453,242.12333032523838,-0.47
-0.46,0.02,51.0,1.0,1.0,159.28461343529221,242.01487289403028,-0.46
-0.45,0.02,51.0,1.0,1.0,159.3745821938963,241.9750764466391,-0.45
-0.44,0.02,51.0,1.0,1.0,159.46466383094392,241.98641279890938,-0.44
-0.43,0.02,51.0,1.0,1.0,159.55482191238917,242.0321867398705,-0.43
-0.42,0.02,51.0,1.0,1.0,159.64232065068373,242.09821520810073,-0.42
-0.41,0.02,51.0,1.0,1.0,159.73139308471562,242.17354558653713,-0.41
-0.4,0.02,51.0,1.0,1.0,159.82041430813396,242.25045897642434,-0.4
-0.39,0.02,51.0,1.0,1.0,159.90940370148698,242.32388500402294,-0.39
-0.38,0.02,51.0,1.0,1.0,159.99841099542607,242.3908423039406,-0.38
-0.37,0.02,51.0,1.0,1.0,160.08754397782923,242.44982528838955,-0.37
-0.36,0.02,51.0,1.0,1.0,160.17704640284134,242.50026127818853,-0.36
-0.35,0.02,51.0,1.0,1.0,160.26770295148393,242.5418825046319,-0.35
-0.34,0.02,51.0,1.0,1.0,160.3465259770447,242.54329850945973,-0.34
-0.33,0.02,51.0,1.0,1.0,160.4181333681921,242.5341121690513,-0.33
-0.32,0.02,51.0,1.0,1.0,160.50332350940892,242.5240437333495,-0.32
-0.31,0.02,51.0,1.0,1.0,160.58938681991935,242.5131951248693,-0.31
-0.3,0.02,51.0,1.0,1.0,160.63380577078317,242.50132992371223,-0.3
-0.29,0.02,51.0,1.0,1.0,160.6338057707831,242.48808960653372,-0.29
-0.28,0.02,51.0,1.0,1.0,160.63380577078317,242.4729748814955,-0.28
-0.27,0.02,51.0,1.0,1.0,160.63380577078314,242.4552915760033,-0.27
-0.26,0.02,51.0,1.0,1.0,160.6338057707832,242.43407415713378,-0.26
-0.25,0.02,51.0,1.0,1.0,160.63380577078317,242.407976852239,-0.25
-0.24,0.02,51.0,1.0,1.0,160.6338057707832,242.37672570450687,-0.24
-0.23,0.02,51.0,1.0,1.0,160.63380577078314,242.32937303307844,-0.23
-0.22,0.02,51.0,1.0,1.0,160.6338057707832,242.25662032171257,-0.22
-0.21,0.02,51.0,1.0,1.0,160.6338057707832,242.15919309911155,-0.21
-0.2,0.02,51.0,1.0,1.0,160.63380577078317,242.02701245540646,-0.2
-0.19,0.02,51.0,1.0,1.0,160.63380577078323,241.84408319867146,-0.19
-0.18,0.02,51.0,1.0,1.0,160.63380577078317,241.58331919810442,-0.18
-0.17,0.02,51.0,1.0,1.0,160.63380577078317,241.19332123431914,-0.17
-0.16,0.02,51.0,1.0,1.0,160.6338057707832,240.55501758568533,-0.16
-0.15,0.02,51.0,1.0,1.0,160.6338057707832,238.66330495739805,-0.15
-0.14,0.02,51.0,1.0,1.0,160.63380577078308,236.14752369421487,-0.14
-0.13,0.02,51.0,1.0,1.0,160.63380577078314,236.84437825488465,-0.13
-0.12,0.02,51.0,1.0,1.0,160.63380577078325,237.60106969049784,-0.12
-0.11,0.02,51.0,1.0,1.0,160.6338057707832,238.35207987263237,-0.11
-0.1,0.02,51.0,1.0,1.0,160.6338057707831,239.1018830654003,-0.1
-0.09,0.02,51.0,1.0,1.0,160.6338057707831,239.85133466709644,-0.09
-0.08,0.02,51.0,1.0,1.0,160.63380577078317,240.600691201575,-0.08
-0.07,0.02,51.0,1.0,1.0,160.63380577078323,241.3500507030599,-0.07
-0.06,0.02,51.0,1.0,1.0,160.63380577078317,242.09945679199453,-0.06
-0.05,0.02,51.0,1.0,1.0,160.63380577078314,242.15419432583485,-0.05
-0.04,0.02,51.0,1.0,1.0,160.6338057707831,242.15419432583482,-0.04
-0.03,0.02,51.0,1.0,1.0,160.6338057707832,242.1541943258349,-0.03
-0.02,0.02,51.0,1.0,1.0,160.6338057707832,242.15419432583494,-0.02
