MagCAPShock,Decay_hard,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.8,0.025,50.85703379514102,0.9971967410811965,0.9479560000039545,156.32064962362546,291.74551864199367,-0.8
-0.79,0.025,50.87428891754083,0.9975350768145261,0.953742833184628,156.40969489919823,290.0458511162338,-0.79
-0.78,0.025,50.89153722540877,0.9978732789295837,0.9595296663653011,156.4990606182276,288.33403840078716,-0.78
-0.77,0.025,50.90878018293276,0.9982113761359365,0.9653164995459741,156.58590343840604,286.6231941895311,-0.77
-0.76,0.025,50.92602036627079,0.9985494189464861,0.9711033327266476,156.676098317138,284.94008207206736,-0.76
-0.75,0.025,50.943262102944296,0.998887492214594,0.9768901659073207,156.76689397842446,283.34445993476464,-0.75
-0.74,0.025,50.960512004484336,0.9992257255781243,0.9826769990879943,156.85520059812092,281.9707298054356,-0.74
-0.73,0.025,50.97777835623809,0.9995642814948645,0.9884638322686674,156.94789500926979,281.0561793873695,-0.73
-0.72,0.025,50.99425066544934,0.9998872679499872,0.9942506654493406,157.0418860902326,280.7937254411046,-0.72
-0.71,0.025,51.0,1.0,1.0,157.13335331180707,281.026686261646,-0.71
-0.7,0.025,51.0,1.0,1.0,157.22936605615493,281.3686760312554,-0.7
-0.69,0.025,51.0,1.0,1.0,157.32560699661687,281.6106582828552,-0.69
-0.68,0.025,51.0,1.0,1.0,157.42174745915474,281.7315126753595,-0.68
-0.67,0.025,51.0,1.0,1.0,157.5116809133102,281.44367969951435,-0.67
-0.66,0.025,51.0,1.0,1.0,157.59914566227374,279.6139798662732,-0.66
-0.65,0.025,51.0,1.0,1.0,157.68672116150825,277.867416062029,-0.65
-0.64,0.025,51.0,1.0,1.0,157.7696015216183,276.1662854672559,-0.64
-0.63,0.025,51.0,1.0,1.0,157.85740329853635,274.4874043606476,-0.63
-0.62,0.025,51.0,1.0,1.0,157.94531864237064,272.8173777485819,-0.62
-0.61,0.025,51.0,1.0,1.0,158.02793999366844,271.1486342948118,-0.61
-0.6,0.025,51.0,1.0,1.0,158.11607140780262,269.47683989613296,-0.6
-0.59,0.025,51.0,1.0,1.0,158.20431232511044,267.79935634677867,-0.59
-0.58,0.025,51.0,1.0,1.0,158.2926627075293,266.1134858342966,-0.58
-0.57,0.025,51.0,1.0,1.0,158.3750724962656,264.40100869129753,-0.57
-0.56,0.025,51.0,1.0,1.0,158.4636374959116,262.67605787011934,-0.56
-0.55,0.025,51.0,1.0,1.0,158.55231464989134,260.9364260993109,-0.55
-0.54,0.025,51.0,1.0,1.0,158.6384731571122,259.1794167406629,-0.54
-0.53,0.025,51.0,1.0,1.0,158.72327883844747,257.40209080116796,-0.53
-0.52,0.025,51.0,1.0,1.0,158.8122972070122,255.60226961318622,-0.52
-0.51,0.025,51.0,1.0,1.0,158.90143696046417,253.781119671127,-0.51
-0.5,0.025,51.0,1.0,1.0,158.98326906811818,251.94859900370344,-0.5
-0.49,0.025,51.0,1.0,1.0,159.07265311816514,250.13294530164904,-0.49
-0.48,0.025,51.0,1.0,1.0,159.1621698660343,248.39305306058725,-0.48
-0.47,0.025,51.0,1.0,1.0,159.25182432706092,246.82603562703852,-0.47
-0.46,0.025,51.0,1.0,1.0,159.33347908254737,245.5544859578,-0.46
-0.45,0.025,51.0,1.0,1.0,159.42340887285292,244.68180176085028,-0.45
-0.44,0.025,51.0,1.0,1.0,159.51349479846965,244.2321175494537,-0.44
-0.43,0.025,51.0,1.0,1.0,159.60374696655137,244.12357078149086,-0.43
-0.42,0.025,51.0,1.0,1.0,159.6852982178389,244.21745388681197,-0.42
-0.41,0.025,51.0,1.0,1.0,159.77586578372575,244.39141112434837,-0.41
-0.4,0.025,51.0,1.0,1.0,159.86664434476003,244.57239202403807,-0.4
-0.39,0.025,51.0,1.0,1.0,159.95767103632357,244.72883774892478,-0.39
-0.38,0.025,51.0,1.0,1.0,160.0390551775101,244.85269370046336,-0.38
-0.37,0.025,51.0,1.0,1.0,160.13055799078458,244.94526165870968,-0.37
-0.36,0.025,51.0,1.0,1.0,160.22266292244274,245.01196038444724,-0.36
-0.35,0.025,51.0,1.0,1.0,160.31615312088942,245.04904225588837,-0.35
-0.34,0.025,51.0,1.0,1.0,160.39514147498122,245.04901782858815,-0.34
-0.33,0.025,51.0,1.0,1.0,160.47739187466897,245.0490178286053,-0.33
-0.32,0.025,51.0,1.0,1.0,160.56141089322483,245.0490178286068,-0.32
-0.31,0.025,51.0,1.0,1.0,160.63380577078323,245.04901782860418,-0.31
-0.3,0.025,51.0,1.0,1.0,160.63380577078317,245.0478147548377,-0.3
-0.29,0.025,51.0,1.0,1.0,160.6338057707831,245.04344904061676,-0.29
-0.28,0.025,51.0,1.0,1.0,160.63380577078317,245.03901401826118,-0.28
-0.27,0.025,51.0,1.0,1.0,160.63380577078314,245.03450908152072,-0.27
-0.26,0.025,51.0,1.0,1.0,160.6338057707832,245.02993351587892,-0.26
-0.25,0.025,51.0,1.0,1.0,160.63380577078317,245.02528654973153,-0.25
-0.24,0.025,51.0,1.0,1.0,160.6338057707832,245.0205676718476,-0.24
-0.23,0.025,51.0,1.0,1.0,160.63380577078314,245.01577716791743,-0.23
-0.22,0.025,51.0,1.0,1.0,160.6338057707832,245.01091000270102,-0.22
-0.21,0.025,51.0,1.0,1.0,160.6338057707832,245.0059529793564,-0.21
-0.2,0.025,51.0,1.0,1.0,160.63380577078317,245.00089708590636,-0.2
