MagCAPShock,IF_sens_s,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.22,4.710805822269944,51.0,1.0,1.0,207.32227373165506,592.9352427155894,-0.22
-0.21,4.710805822269944,51.0,1.0,1.0,207.1725991105185,596.5489012391143,-0.21
-0.2,4.710805822269944,51.0,1.0,1.0,207.05571447865827,599.8724580599013,-0.2
-0.19,4.710805822269944,51.0,1.0,1.0,207.01934557374355,602.6561082008935,-0.19
-0.18,4.710805822269944,51.0,1.0,1.0,207.09637201114367,604.9010392425616,-0.18
-0.17,4.710805822269944,51.0,1.0,1.0,207.00850789786548,602.9536656544716,-0.17
-0.16,4.710805822269944,51.0,1.0,1.0,206.9353451479023,600.942795652659,-0.16
-0.15,4.710805822269944,51.0,1.0,1.0,210.28512190237052,594.8802084540398,-0.15
-0.14,4.710805822269944,51.0,1.0,1.0,210.9292203837465,578.5401445359668,-0.14
-0.13,4.710805822269944,51.0,1.0,1.0,212.30693991138284,562.4172581992852,-0.13
-0.12,4.710805822269944,51.0,1.0,1.0,213.46274962128192,573.4697433236925,-0.12
-0.11,4.710805822269944,51.0,1.0,1.0,212.8248304966117,566.6610629555311,-0.11
-0.1,4.710805822269944,51.0,1.0,1.0,217.70337353454943,561.8399006226239,-0.1
-0.09,4.710805822269944,51.0,1.0,1.0,214.60836914962178,569.2039125605461,-0.09
-0.08,4.710805822269944,51.0,1.0,1.0,217.77820023679533,586.8585791293731,-0.08
-0.07,4.710805822269944,51.0,1.0,1.0,216.37972719380898,583.2114633637049,-0.07
-0.06,4.710805822269944,51.0,1.0,1.0,222.972254700391,592.0679837645558,-0.06
-0.05,4.710805822269944,51.0,1.0,1.0,213.11252924789423,631.0651542617509,-0.05
-0.04,4.710805822269944,51.0,1.0,1.0,219.0464889209831,579.6771213767886,-0.04
-0.03,4.710805822269944,51.0,1.0,1.0,213.42210380431894,619.1394714925049,-0.03
-0.02,4.710805822269944,51.0,1.0,1.0,213.36015621295218,613.9008501767623,-0.02
-0.01,4.710805822269944,51.0,1.0,1.0,214.10028098645913,611.8798252327102,-0.01
0.0,4.710805822269944,51.0,1.0,1.0,215.23284222756843,611.3399963096672,0.0
-1.0,5.11225853956175,51.0,1.0,1.0,204.70407725044225,587.514269751633,-1.0
-0.99,5.11225853956175,51.0,1.0,1.0,204.68231302044373,586.3765626244765,-0.99
-0.98,5.11225853956175,51.0,1.0,1.0,204.65822820114678,585.3147231244141,-0.98
-0.97,5.11225853956175,51.0,1.0,1.0,204.67000688763173,584.3772932129291,-0.97
-0.96,5.11225853956175,51.0,1.0,1.0,204.70404491789284,583.5640835802659,-0.96
