MagCAPShock,Conserv_Sens,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.8,0.02,50.86025853643428,0.997259971302633,0.9479560000039545,156.33333500055454,259.348382709704,-0.8
-0.79,0.02,50.877349914248136,0.9975950963578066,0.953742833184628,156.41927368655644,258.4697885992767,-0.79
-0.78,0.02,50.894428880708325,0.9979299780531045,0.9595296663653011,156.50535209981425,257.5899957481665,-0.78
-0.77,0.02,50.91149539041263,0.9982646154982869,0.9653164995459741,156.58380399250137,256.7132938392326,-0.77
-0.76,0.02,50.92854939215876,0.9985990076893874,0.9711033327266476,156.67014245348076,255.84579741229552,-0.76
-0.75,0.02,50.945590828693625,0.9989331535037965,0.9768901659073207,156.75661470379768,254.99574988016533,-0.75
-0.74,0.02,50.962619636531315,0.9992670516966925,0.9826769990879943,156.84321889325386,254.17378660247215,-0.74
-0.73,0.02,50.97963574586555,0.9996007008993245,0.9884638322686674,156.92995319616765,253.39328156326835,-0.73
-0.72,0.02,50.99425066544934,0.9998872679499872,0.9942506654493406,157.0168167768459,252.67093843676403,-0.72
-0.71,0.02,51.0,1.0,1.0,157.0955829727225,252.02703075677024,-0.71
-0.7,0.02,51.0,1.0,1.0,157.18269708755832,251.48290149668628,-0.7
-0.69,0.02,51.0,1.0,1.0,157.2699316665348,251.05428627458159,-0.69
-0.68,0.02,51.0,1.0,1.0,157.35728600662014,250.74507603934083,-0.68
-0.67,0.02,51.0,1.0,1.0,157.44475916008773,250.54729604378778,-0.67
-0.66,0.02,51.0,1.0,1.0,157.5323499438623,250.44538868165256,-0.66
-0.65,0.02,51.0,1.0,1.0,157.62001059392657,250.42029597867176,-0.65
-0.64,0.02,51.0,1.0,1.0,157.69934050247713,250.4522225354836,-0.64
-0.63,0.02,51.0,1.0,1.0,157.78723993325784,250.52259083301664,-0.63
-0.62,0.02,51.0,1.0,1.0,157.8752546748011,250.6153980995986,-0.62
-0.61,0.02,51.0,1.0,1.0,157.9633846427514,250.71793488438547,-0.61
-0.6,0.02,51.0,1.0,1.0,158.05163001087627,250.82090580792965,-0.6
-0.59,0.02,51.0,1.0,1.0,158.13999123930043,250.91811480030353,-0.59
-0.58,0.02,51.0,1.0,1.0,158.2284055715258,251.0059148921518,-0.58
-0.57,0.02,51.0,1.0,1.0,158.30884961744857,251.0825902517123,-0.57
-0.56,0.02,51.0,1.0,1.0,158.397522117383,251.14777957362134,-0.56
-0.55,0.02,51.0,1.0,1.0,158.48631818039044,251.2019951925098,-0.55
-0.54,0.02,51.0,1.0,1.0,158.5752395140929,251.2462533401293,-0.54
-0.53,0.02,51.0,1.0,1.0,158.66428812479424,251.28180840938487,-0.53
-0.52,0.02,51.0,1.0,1.0,158.75346631945155,251.30997392519416,-0.52
-0.51,0.02,51.0,1.0,1.0,158.8427767071713,251.332010471857,-0.51
-0.5,0.02,51.0,1.0,1.0,158.92593214256445,251.3490623863575,-0.5
-0.49,0.02,51.0,1.0,1.0,159.01542144652683,251.36212819181424,-0.49
-0.48,0.02,51.0,1.0,1.0,159.1050341284251,251.37205317733475,-0.48
