MagCAPShock,DSCR,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.86,1.52,51.0,1.0,1.0,195.2113124407631,564.0621228137703,-0.86
-0.85,1.52,51.0,1.0,1.0,195.29014662340776,563.1135846706865,-0.85
-0.84,1.52,51.0,1.0,1.0,195.4450773991013,562.1636487736935,-0.84
-0.83,1.52,51.0,1.0,1.0,196.25147523555427,561.2125712037705,-0.83
-0.82,1.52,51.0,1.0,1.0,196.08451977269465,560.260555251659,-0.82
-0.81,1.52,51.0,1.0,1.0,195.9602794048284,559.2558124619785,-0.81
-0.8,1.52,51.0,1.0,1.0,195.8703574594668,558.2072316501758,-0.8
-0.79,1.52,51.0,1.0,1.0,195.89114009241,557.1246033028712,-0.79
-0.78,1.52,51.0,1.0,1.0,196.0450473922253,556.0000049021509,-0.78
-0.77,1.52,51.0,1.0,1.0,196.20416379088073,554.8257711484027,-0.77
-0.76,1.52,51.0,1.0,1.0,196.36614066292827,553.5982695390652,-0.76
-0.75,1.52,51.0,1.0,1.0,196.4773878900649,552.3209029208324,-0.75
-0.74,1.52,51.0,1.0,1.0,196.54962587932923,551.015914310555,-0.74
-0.73,1.52,51.0,1.0,1.0,196.6341392072095,549.7300926058506,-0.73
-0.72,1.52,51.0,1.0,1.0,196.72180536758864,548.5408557729662,-0.72
-0.71,1.52,51.0,1.0,1.0,196.8011896496139,547.5567547693668,-0.71
-0.7,1.52,51.0,1.0,1.0,196.8612901758887,546.9041553786712,-0.7
-0.69,1.52,51.0,1.0,1.0,196.892828974294,546.6981751918278,-0.69
-0.68,1.52,51.0,1.0,1.0,196.89502543157192,547.0078601117896,-0.68
-0.67,1.52,51.0,1.0,1.0,196.9221906550482,547.294139161643,-0.67
-0.66,1.52,51.0,1.0,1.0,197.24103247674714,543.005708318564,-0.66
-0.65,1.52,51.0,1.0,1.0,197.37727723998688,538.6091312176704,-0.65
-0.64,1.52,51.0,1.0,1.0,197.4358813176614,534.0224370257159,-0.64
-0.63,1.52,51.0,1.0,1.0,197.3978787537391,529.1590824588229,-0.63
-0.62,1.52,51.0,1.0,1.0,197.3381789214459,523.5671715083405,-0.62
-0.61,1.52,51.0,1.0,1.0,197.29233216883793,517.099054829269,-0.61
-0.6,1.52,51.0,1.0,1.0,197.4446877559856,509.80726411047783,-0.6
-0.59,1.52,51.0,1.0,1.0,197.60978016712454,501.9058856599695,-0.59
-0.58,1.52,51.0,1.0,1.0,197.77076312452613,496.7475857076749,-0.58
-0.57,1.52,51.0,1.0,1.0,197.81238679550663,496.10405457317273,-0.57
-0.56,1.52,51.0,1.0,1.0,197.84553860804368,499.31423020602466,-0.56
-0.55,1.52,51.0,1.0,1.0,197.8583014107336,506.2497155372004,-0.55
-0.54,1.52,51.0,1.0,1.0,197.89679599029398,513.6227055462012,-0.54
-0.53,1.52,51.0,1.0,1.0,198.10498946435632,519.2828431751221,-0.53
-0.52,1.52,51.0,1.0,1.0,198.03171621470207,523.6793661518802,-0.52
-0.51,1.52,51.0,1.0,1.0,198.16535303200627,527.1629751600362,-0.51
-0.5,1.52,51.0,1.0,1.0,198.2098944498924,530.1286464011373,-0.5
-0.49,1.52,51.0,1.0,1.0,198.32928958912342,532.688534703579,-0.49
-0.48,1.52,51.0,1.0,1.0,198.38336551156863,534.9084298218414,-0.48
-0.47,1.52,51.0,1.0,1.0,198.4889087581708,536.8237480057488,-0.47
-0.46,1.52,51.0,1.0,1.0,198.59213326381303,538.4555239769999,-0.46
-0.45,1.52,51.0,1.0,1.0,198.6724375730213,540.2162347886729,-0.45
-0.44,1.52,51.0,1.0,1.0,198.727147189441,540.08834202804,-0.44
-0.43,1.52,51.0,1.0,1.0,198.80632539593776,538.3830593196398,-0.43
-0.42,1.52,51.0,1.0,1.0,198.85573256073198,536.6468953307708,-0.42
-0.41,1.52,51.0,1.0,1.0,198.91842078211354,534.878260043477,-0.41
-0.4,1.52,51.0,1.0,1.0,199.0003928831331,533.0731426312791,-0.4
-0.39,1.52,51.0,1.0,1.0,199.07640190530051,531.2241582536633,-0.39
-0.38,1.52,51.0,1.0,1.0,199.13413835242025,529.3187523738092,-0.38
-0.37,1.52,51.0,1.0,1.0,199.19100740099836,527.342662410443,-0.37
-0.36,1.52,51.0,1.0,1.0,199.2558475647756,525.2836693623465,-0.36
-0.35,1.52,51.0,1.0,1.0,199.32035410203434,523.1039046769841,-0.35
-0.34,1.52,51.0,1.0,1.0,199.3883714897951,520.7180394644575,-0.34
-0.33,1.52,51.0,1.0,1.0,199.46197276053334,518.0828603989751,-0.33
-0.32,1.52,51.0,1.0,1.0,199.5504966504846,515.2066571802023,-0.32
-0.31,1.52,51.0,1.0,1.0,199.63994024678877,511.99452662572577,-0.31
-0.3,1.52,51.0,1.0,1.0,199.7385675065913,508.37993406144335,-0.3
-0.29,1.52,51.0,1.0,1.0,199.82545673050745,504.54493098590945,-0.29
-0.28,1.52,51.0,1.0,1.0,199.88880095691957,500.8286499083855,-0.28
-0.27,1.52,51.0,1.0,1.0,199.98443615022464,497.6085047424506,-0.27
-0.26,1.52,51.0,1.0,1.0,200.07414643582806,495.2543967187854,-0.26
-0.25,1.52,51.0,1.0,1.0,200.16957857442247,493.7895880573121,-0.25
-0.24,1.52,51.0,1.0,1.0,200.26908899055144,493.0489350759486,-0.24
-0.23,1.52,51.0,1.0,1.0,200.38103332908847,492.91226275553896,-0.23
-0.22,1.52,51.0,1.0,1.0,200.42121227839598,493.4004359016783,-0.22
-0.21,1.52,51.0,1.0,1.0,200.46145693857193,494.6126362936394,-0.21
-0.2,1.52,51.0,1.0,1.0,200.50189647678036,496.56751911067283,-0.2
-0.19,1.52,51.0,1.0,1.0,200.54269023819995,499.0837709506196,-0.19
-0.18,1.52,51.0,1.0,1.0,200.58402897024848,501.84419790136405,-0.18
-0.17,1.52,51.0,1.0,1.0,200.62614019536773,504.56941970155157,-0.17
-0.16,1.52,51.0,1.0,1.0,200.66930416465175,507.1119919096557,-0.16
-0.15,1.52,51.0,1.0,1.0,201.61399990934103,531.1942936615704,-0.15
-0.14,1.52,51.0,1.0,1.0,203.18489110326664,530.8318900893386,-0.14
-0.13,1.52,51.0,1.0,1.0,204.80782134037094,515.5423837377629,-0.13
-0.12,1.52,51.0,1.0,1.0,206.3163214502535,544.3971511651639,-0.12
-0.11,1.52,51.0,1.0,1.0,207.81798212464238,513.6246602109015,-0.11
-0.1,1.52,51.0,1.0,1.0,209.4899354909962,533.3453493656083,-0.1
-0.09,1.52,51.0,1.0,1.0,210.6644745691808,513.7268444943194,-0.09
-0.08,1.52,51.0,1.0,1.0,211.70770485618428,552.504470607984,-0.08
-0.07,1.52,51.0,1.0,1.0,213.56542582683218,531.3422133259195,-0.07
-0.06,1.52,51.0,1.0,1.0,215.37465834589054,497.60583207098944,-0.06
-0.05,1.52,51.0,1.0,1.0,215.36787872638547,552.1029211252546,-0.05
-0.04,1.52,51.0,1.0,1.0,217.79596156259143,522.8950071936576,-0.04
-0.03,1.52,51.0,1.0,1.0,218.69207323535545,529.4698255505148,-0.03
-0.02,1.52,51.0,1.0,1.0,219.83629199679396,560.66022277144,-0.02
-0.01,1.52,51.0,1.0,1.0,221.07846419777752,546.1984436048422,-0.01
0.0,1.52,51.0,1.0,1.0,222.43814016530615,533.1146633467587,0.0
-1.0,1.53,51.0,1.0,1.0,194.6724010330816,522.1403397842778,-1.0
-0.99,1.53,51.0,1.0,1.0,194.56743357743346,537.8235484342475,-0.99
-0.98,1.53,51.0,1.0,1.0,194.78985448165736,548.9824627552397,-0.98
-0.97,1.53,51.0,1.0,1.0,195.05715086373357,550.9239693050341,-0.97
-0.96,1.53,51.0,1.0,1.0,195.25820295018727,550.6945270342376,-0.96
-0.95,1.53,51.0,1.0,1.0,195.23504026952233,552.7708810449534,-0.95
-0.94,1.53,51.0,1.0,1.0,195.1969170694417,555.5548779985528,-0.94
-0.93,1.53,51.0,1.0,1.0,195.31051851175914,558.1887112588632,-0.93
-0.92,1.53,51.0,1.0,1.0,195.57947672463183,560.5163997561092,-0.92
-0.91,1.53,51.0,1.0,1.0,195.69054828752812,562.5683740127129,-0.91
-0.9,1.53,51.0,1.0,1.0,194.84493538307458,564.506995779231,-0.9
-0.89,1.53,51.0,1.0,1.0,194.85163324516998,566.4369954524187,-0.89
-0.88,1.53,51.0,1.0,1.0,195.10655768244598,566.0233005522296,-0.88
-0.87,1.53,51.0,1.0,1.0,195.0304574404776,565.0743865480501,-0.87
-0.86,1.53,51.0,1.0,1.0,195.09757857956947,564.122557495058,-0.86
-0.85,1.53,51.0,1.0,1.0,195.20489937326352,563.1686629640591,-0.85
-0.84,1.53,51.0,1.0,1.0,195.9235683348557,562.2133749196191,-0.84
-0.83,1.53,51.0,1.0,1.0,196.11481465497315,561.2568886219834,-0.83
-0.82,1.53,51.0,1.0,1.0,195.97196076145423,560.2852970259796,-0.82
-0.81,1.53,51.0,1.0,1.0,195.8867375666357,559.2483354195003,-0.81
-0.8,1.53,51.0,1.0,1.0,195.82312989542928,558.1813751153628,-0.8
-0.79,1.53,51.0,1.0,1.0,195.87885225188296,557.0768228308924,-0.79
-0.78,1.53,51.0,1.0,1.0,196.03829059084396,555.9266739371451,-0.78
-0.77,1.53,51.0,1.0,1.0,196.20152727087012,554.7244732154613,-0.77
-0.76,1.53,51.0,1.0,1.0,196.35111439033025,553.4674282666083,-0.76
-0.75,1.53,51.0,1.0,1.0,196.45941689983053,552.1655964522243,-0.75
