IF_sens_l,IF_thresh_l,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
158.61792242254668,0.0,51.0,1.0,1.0,200.54657465410926,566.3192948528725,-0.284
172.13526921418944,0.0,51.0,1.0,1.0,200.54368139111577,566.4618857599779,-0.284
186.80455811612384,0.0,51.0,1.0,1.0,200.54104544898007,566.5951699660378,-0.284
202.723957108052,0.0,51.0,1.0,1.0,200.5386741668265,566.7194163974141,-0.284
220.0,0.0,51.0,1.0,1.0,200.53657239039288,566.8348989821279,-0.284
4.0,0.01,51.0,1.0,1.0,200.9529190269392,529.1663613992063,-0.284
4.340878170264604,0.01,51.0,1.0,1.0,200.92872168038048,527.7976695987098,-0.284
4.710805822269944,0.01,51.0,1.0,1.0,200.90559888713827,526.4951329235191,-0.284
5.11225853956175,0.01,51.0,1.0,1.0,200.88407531459117,525.5112706159941,-0.284
5.547922873783102,0.01,51.0,1.0,1.0,200.86468156176366,525.2942089385687,-0.284
6.020714323279183,0.01,51.0,1.0,1.0,200.8479090887831,526.547214391253,-0.284
6.533796843830508,0.01,51.0,1.0,1.0,200.83416087964935,529.723462821417,-0.284
7.090604022081906,0.01,51.0,1.0,1.0,200.8237171083819,534.2257550783165,-0.284
7.694862053361437,0.01,51.0,1.0,1.0,200.8166583012407,539.0282710695233,-0.284
8.350614677658532,0.01,51.0,1.0,1.0,200.81238793443424,543.6157238302046,-0.284
9.062250240634778,0.01,51.0,1.0,1.0,200.8120287568355,547.7171524334815,-0.284
9.834531060761668,0.01,51.0,1.0,1.0,200.8128716238003,551.5796040724263,-0.284
10.672625299112381,0.01,51.0,1.0,1.0,200.80525858366468,555.0657510028506,-0.284
11.582141545082669,0.01,51.0,1.0,1.0,200.78723732509422,558.0713558423425,-0.284
12.569166349491027,0.01,51.0,1.0,1.0,200.76637546647768,560.538972867365,-0.284
13.640304956232512,0.01,51.0,1.0,1.0,200.74694656941227,562.4444809174515,-0.284
14.80272550506545,0.01,51.0,1.0,1.0,200.72124141662127,563.8040939175545,-0.284
16.064207001339426,0.01,51.0,1.0,1.0,200.70343951819095,564.6649283230906,-0.284
17.43319137368153,0.01,51.0,1.0,1.0,200.6917057815353,565.0931774894531,-0.284
18.918839968014844,0.01,51.0,1.0,1.0,200.68488254261538,565.165057829194,-0.284
20.531094855971272,0.01,51.0,1.0,1.0,200.68162867686874,564.9609295849817,-0.284
22.280745367979403,0.01,51.0,1.0,1.0,200.68065872228328,564.5609091170958,-0.284
24.179500296271495,0.01,51.0,1.0,1.0,200.68093480119208,564.040745867888,-0.284
26.240066250997867,0.01,51.0,1.0,1.0,200.68184541145547,563.4677121680851,-0.284
28.476232693813404,0.01,51.0,1.0,1.0,200.68283247078878,562.8971005931049,-0.284
30.902964217987456,0.01,51.0,1.0,1.0,200.68346068097952,562.3700967164935,-0.284
33.53650069258248,0.01,51.0,1.0,1.0,200.68419435830177,561.9134757654401,-0.284
36.394465940873765,0.01,51.0,1.0,1.0,200.684821680789,561.5410167998326,-0.284
39.495985680294396,0.01,51.0,1.0,1.0,200.68509427896402,561.2560857513647,-0.284
42.86181551316834,0.01,51.0,1.0,1.0,200.6848246637025,561.0546650497187,-0.284
46.5144798247553,0.01,51.0,1.0,1.0,200.68392845714158,560.928205529393,-0.284
50.47842251812341,0.01,51.0,1.0,1.0,200.68242152531593,560.8659160252777,-0.284
54.780170594578784,0.01,51.0,1.0,1.0,200.6803965981027,560.8563600289078,-0.284
59.44851167434448,0.01,51.0,1.0,1.0,200.67799668249805,560.8884176473891,-0.284
64.51468664547063,0.01,51.0,1.0,1.0,200.6753926314621,560.9517705612722,-0.284
70.01259873019619,0.01,51.0,1.0,1.0,200.67276600014708,561.0370891586078,-0.284
75.97904036785103,0.01,51.0,1.0,1.0,200.67029629648582,561.1360716460529,-0.284
82.45393943261438,0.01,51.0,1.0,1.0,200.6681538103117,561.241433650987,-0.284
89.48062643383894,0.01,51.0,1.0,1.0,200.66650776292562,561.3468963213369,-0.284
97.1061244870633,0.01,51.0,1.0,1.0,200.66530501083616,561.4471839979406,-0.284
105.38146399622259,0.01,51.0,1.0,1.0,200.6645929583519,561.5380224754834,-0.284
114.36202415293195,0.01,51.0,1.0,1.0,200.66475944983247,561.6161227068303,-0.284
124.10790353818399,0.01,51.0,1.0,1.0,200.66576141344055,561.6791373454113,-0.284
134.68432230655196,0.01,51.0,1.0,1.0,200.66755717859488,561.7255841308738,-0.284
146.16205864434843,0.01,51.0,1.0,1.0,200.66963225197233,561.7547376911978,-0.284
158.61792242254668,0.01,51.0,1.0,1.0,200.6720828961669,561.7664979605735,-0.284
172.13526921418944,0.01,51.0,1.0,1.0,200.67531155698504,561.7612478811343,-0.284
186.80455811612384,0.01,51.0,1.0,1.0,200.67924477863556,561.7397146025107,-0.284
202.723957108052,0.01,51.0,1.0,1.0,200.68375458904524,561.7028468715715,-0.284
220.0,0.01,51.0,1.0,1.0,200.68874323939426,561.6517173546598,-0.284
4.0,0.02,51.0,1.0,1.0,200.97385157656072,530.6465411862196,-0.284
4.340878170264604,0.02,51.0,1.0,1.0,200.94971219407427,529.2355193494544,-0.284
4.710805822269944,0.02,51.0,1.0,1.0,200.926418394505,527.7490079735037,-0.284
5.11225853956175,0.02,51.0,1.0,1.0,200.90448771758568,526.3224221823344,-0.284
5.547922873783102,0.02,51.0,1.0,1.0,200.88446503659068,525.2134074084183,-0.284
6.020714323279183,0.02,51.0,1.0,1.0,200.86688094882314,524.8928433472641,-0.284
6.533796843830508,0.02,51.0,1.0,1.0,200.85219590639792,526.117337802675,-0.284
7.090604022081906,0.02,51.0,1.0,1.0,200.8407422039847,529.3679756303414,-0.284
7.694862053361437,0.02,51.0,1.0,1.0,200.83268866270006,533.9622322195833,-0.284
8.350614677658532,0.02,51.0,1.0,1.0,200.8280554919279,538.797525388219,-0.284
9.062250240634778,0.02,51.0,1.0,1.0,200.8267780467559,543.3365615641599,-0.284
9.834531060761668,0.02,51.0,1.0,1.0,200.82838187288323,547.3606817881661,-0.284
10.672625299112381,0.02,51.0,1.0,1.0,200.83065480479135,551.0815230473028,-0.284
11.582141545082669,0.02,51.0,1.0,1.0,200.82407410331808,554.371207531249,-0.284
12.569166349491027,0.02,51.0,1.0,1.0,200.8116621400344,557.138877146862,-0.284
13.640304956232512,0.02,51.0,1.0,1.0,200.7923549145784,559.3450522600117,-0.284
14.80272550506545,0.02,51.0,1.0,1.0,200.77902774686515,560.9794628484867,-0.284
16.064207001339426,0.02,51.0,1.0,1.0,200.7652812246256,562.0681750935446,-0.284
17.43319137368153,0.02,51.0,1.0,1.0,200.7520496920171,562.6639528190595,-0.284
18.918839968014844,0.02,51.0,1.0,1.0,200.74539041588383,562.8365522539468,-0.284
20.531094855971272,0.02,51.0,1.0,1.0,200.74296454699362,562.6649894504914,-0.284
22.280745367979403,0.02,51.0,1.0,1.0,200.7438011228415,562.2318449814799,-0.284
24.179500296271495,0.02,51.0,1.0,1.0,200.74713614510767,561.6183680219817,-0.284
26.240066250997867,0.02,51.0,1.0,1.0,200.7527384756417,560.8996220994105,-0.284
28.476232693813404,0.02,51.0,1.0,1.0,200.75658749890545,560.1400246608831,-0.284
30.902964217987456,0.02,51.0,1.0,1.0,200.75929099082114,559.3899672142525,-0.284
33.53650069258248,0.02,51.0,1.0,1.0,200.76246448510926,558.6842813439472,-0.284
36.394465940873765,0.02,51.0,1.0,1.0,200.76537620396158,558.0430633508731,-0.284
39.495985680294396,0.02,51.0,1.0,1.0,200.76764633148784,557.47406578985,-0.284
42.86181551316834,0.02,51.0,1.0,1.0,200.7691710182906,556.9760016097515,-0.284
46.5144798247553,0.02,51.0,1.0,1.0,200.77005781461904,556.5417607665956,-0.284
50.47842251812341,0.02,51.0,1.0,1.0,200.77055093376794,556.1618399695611,-0.284
54.780170594578784,0.02,51.0,1.0,1.0,200.7709535505091,555.8256596000821,-0.284
59.44851167434448,0.02,51.0,1.0,1.0,200.77155878006374,555.5229059324939,-0.284
64.51468664547063,0.02,51.0,1.0,1.0,200.77261858294338,555.2440046025982,-0.284
70.01259873019619,0.02,51.0,1.0,1.0,200.77435831721343,554.9801736947046,-0.284
75.97904036785103,0.02,51.0,1.0,1.0,200.77699773844117,554.7232812217608,-0.284
82.45393943261438,0.02,51.0,1.0,1.0,200.7807503707102,554.4656729762814,-0.284
89.48062643383894,0.02,51.0,1.0,1.0,200.7858211856975,554.2000656385969,-0.284
97.1061244870633,0.02,51.0,1.0,1.0,200.79154468722237,553.9195399568711,-0.284
105.38146399622259,0.02,51.0,1.0,1.0,200.79828523559962,553.6176309444467,-0.284
114.36202415293195,0.02,51.0,1.0,1.0,200.8067893450856,553.2884952971505,-0.284
124.10790353818399,0.02,51.0,1.0,1.0,200.8170593092365,552.9271314545127,-0.284
134.68432230655196,0.02,51.0,1.0,1.0,200.8295736323164,552.5296326339135,-0.284
146.16205864434843,0.02,51.0,1.0,1.0,200.84365489064206,552.0935874489289,-0.284
158.61792242254668,0.02,51.0,1.0,1.0,200.86134869664994,551.6179534831251,-0.284
172.13526921418944,0.02,51.0,1.0,1.0,200.87546656934376,551.1035768683195,-0.284
186.80455811612384,0.02,51.0,1.0,1.0,200.88676091523453,550.5533429943478,-0.284
202.723957108052,0.02,51.0,1.0,1.0,200.90821545718111,549.972413976638,-0.284
220.0,0.02,51.0,1.0,1.0,200.77753597145232,549.3669786698965,-0.284
4.0,0.03,51.0,1.0,1.0,200.99647960493988,532.3886379700158,-0.284
4.340878170264604,0.03,51.0,1.0,1.0,200.9725908913629,531.0508269032456,-0.284
4.710805822269944,0.03,51.0,1.0,1.0,200.94931040839364,529.5473239459461,-0.284
5.11225853956175,0.03,51.0,1.0,1.0,200.92713375387007,527.9448457067795,-0.284
5.547922873783102,0.03,51.0,1.0,1.0,200.90660371968607,526.3654845064394,-0.284
6.020714323279183,0.03,51.0,1.0,1.0,200.88827835382529,525.0463460899929,-0.284
6.533796843830508,0.03,51.0,1.0,1.0,200.87268004173768,524.429776504904,-0.284
7.090604022081906,0.03,51.0,1.0,1.0,200.8602281563619,525.282518494647,-0.284
7.694862053361437,0.03,51.0,1.0,1.0,200.85117121376905,528.2353592052394,-0.284
8.350614677658532,0.03,51.0,1.0,1.0,200.84554860074255,532.7212700349514,-0.284
9.062250240634778,0.03,51.0,1.0,1.0,200.84320924739436,537.5330523932533,-0.284
9.834531060761668,0.03,51.0,1.0,1.0,200.84388567005587,542.039023719194,-0.284
10.672625299112381,0.03,51.0,1.0,1.0,200.84733410013942,545.9302035388707,-0.284
11.582141545082669,0.03,51.0,1.0,1.0,200.85466767088073,549.4441459371612,-0.284
12.569166349491027,0.03,51.0,1.0,1.0,200.84881614170794,552.4897163894474,-0.284
13.640304956232512,0.03,51.0,1.0,1.0,200.84588082027446,554.9687329249055,-0.284
14.80272550506545,0.03,51.0,1.0,1.0,200.8329203988875,556.8646278176886,-0.284
16.064207001339426,0.03,51.0,1.0,1.0,200.82141526863842,558.1778869850899,-0.284
17.43319137368153,0.03,51.0,1.0,1.0,200.81463158575914,558.941236780197,-0.284
18.918839968014844,0.03,51.0,1.0,1.0,200.81186580304885,559.2112418590293,-0.284
20.531094855971272,0.03,51.0,1.0,1.0,200.81253663941544,559.0602612386366,-0.284
22.280745367979403,0.03,51.0,1.0,1.0,200.8161494001,558.5696862718187,-0.284
24.179500296271495,0.03,51.0,1.0,1.0,200.8217406506493,557.8237979249789,-0.284
26.240066250997867,0.03,51.0,1.0,1.0,200.82836141895524,556.9036535376518,-0.284
28.476232693813404,0.03,51.0,1.0,1.0,200.83522918953065,555.8806832123811,-0.284
30.902964217987456,0.03,51.0,1.0,1.0,200.8412715373511,554.8127605387474,-0.284
33.53650069258248,0.03,51.0,1.0,1.0,200.84608884030277,553.740517911083,-0.284
36.394465940873765,0.03,51.0,1.0,1.0,200.84843327872557,552.6879256292656,-0.284
39.495985680294396,0.03,51.0,1.0,1.0,200.8495373281803,551.6652370691555,-0.284
42.86181551316834,0.03,51.0,1.0,1.0,200.8516502366163,550.6720731837977,-0.284
46.5144798247553,0.03,51.0,1.0,1.0,200.85460685369094,549.7025277608417,-0.284
50.47842251812341,0.03,51.0,1.0,1.0,200.85819096858245,548.7424710955,-0.284
54.780170594578784,0.03,51.0,1.0,1.0,200.86223054002244,547.787665426476,-0.284
59.44851167434448,0.03,51.0,1.0,1.0,200.86672233411971,546.8312769702527,-0.284
64.51468664547063,0.03,51.0,1.0,1.0,200.8720025937713,545.8674982960315,-0.284
70.01259873019619,0.03,51.0,1.0,1.0,200.87886342799365,544.8909082797962,-0.284
75.97904036785103,0.03,51.0,1.0,1.0,200.8872097221693,543.8966542624811,-0.284
82.45393943261438,0.03,51.0,1.0,1.0,200.89817397629344,542.8841960098872,-0.284
89.48062643383894,0.03,51.0,1.0,1.0,200.91240093017944,541.8579236001792,-0.284
97.1061244870633,0.03,51.0,1.0,1.0,200.9294803050676,540.8195249011776,-0.284
105.38146399622259,0.03,51.0,1.0,1.0,200.94717978427784,539.7747374210101,-0.284
114.36202415293195,0.03,51.0,1.0,1.0,200.9666516535316,538.7316067692816,-0.284
124.10790353818399,0.03,51.0,1.0,1.0,200.9911914218366,537.702766099519,-0.284
134.68432230655196,0.03,51.0,1.0,1.0,201.01568640612794,536.7071435849095,-0.284
146.16205864434843,0.03,51.0,1.0,1.0,201.02095252733966,535.7643583551784,-0.284
158.61792242254668,0.03,51.0,1.0,1.0,201.03529446113143,534.8731679786047,-0.284
172.13526921418944,0.03,51.0,1.0,1.0,201.04838118753193,533.7282496016127,-0.284
186.80455811612384,0.03,51.0,1.0,1.0,201.08712072063136,532.5098988809888,-0.284
202.723957108052,0.03,51.0,1.0,1.0,201.04204243375096,531.2436414436823,-0.284
220.0,0.03,51.0,1.0,1.0,201.11939554984812,529.9665521236965,-0.284
4.0,0.04,51.0,1.0,1.0,201.02092883874792,534.331251069081,-0.284
4.340878170264604,0.04,51.0,1.0,1.0,200.99752456093358,533.1618493024561,-0.284
4.710805822269944,0.04,51.0,1.0,1.0,200.97449353881225,531.7846636880307,-0.284
5.11225853956175,0.04,51.0,1.0,1.0,200.95229359166927,530.2261678598524,-0.284
5.547922873783102,0.04,51.0,1.0,1.0,200.93144343057637,528.5382189442316,-0.284
6.020714323279183,0.04,51.0,1.0,1.0,200.91250325967133,526.8073395110366,-0.284
6.533796843830508,0.04,51.0,1.0,1.0,200.89603828207328,525.2174341837875,-0.284
7.090604022081906,0.04,51.0,1.0,1.0,200.88256042858018,524.110835119317,-0.284
7.694862053361437,0.04,51.0,1.0,1.0,200.87245101189924,524.1437665349438,-0.284
8.350614677658532,0.04,51.0,1.0,1.0,200.86588254672571,526.1343575933604,-0.284
9.062250240634778,0.04,51.0,1.0,1.0,200.86277406609707,530.0401256031436,-0.284
9.834531060761668,0.04,51.0,1.0,1.0,200.86281027781394,534.6640677218883,-0.284
10.672625299112381,0.04,51.0,1.0,1.0,200.86551626209467,539.0687863154778,-0.284
11.582141545082669,0.04,51.0,1.0,1.0,200.87034200330066,542.8653062106388,-0.284
12.569166349491027,0.04,51.0,1.0,1.0,200.8767847586826,546.0888777174732,-0.284
13.640304956232512,0.04,51.0,1.0,1.0,200.88375008663982,548.7927878595481,-0.284
14.80272550506545,0.04,51.0,1.0,1.0,200.88186523857624,550.9129765721738,-0.284
16.064207001339426,0.04,51.0,1.0,1.0,200.88171120728884,552.4127556146256,-0.284
17.43319137368153,0.04,51.0,1.0,1.0,200.8830376384247,553.3090403904619,-0.284
18.918839968014844,0.04,51.0,1.0,1.0,200.88564818280227,553.6446347935146,-0.284
20.531094855971272,0.04,51.0,1.0,1.0,200.88925150009138,553.4798718121954,-0.284
22.280745367979403,0.04,51.0,1.0,1.0,200.89368933112817,552.8903576996662,-0.284
24.179500296271495,0.04,51.0,1.0,1.0,200.89887724631987,551.9594336395409,-0.284
26.240066250997867,0.04,51.0,1.0,1.0,200.90458681319083,550.770182898173,-0.284
28.476232693813404,0.04,51.0,1.0,1.0,200.9106302018563,549.3941470890628,-0.284
30.902964217987456,0.04,51.0,1.0,1.0,200.91685119460033,547.8870824251767,-0.284
33.53650069258248,0.04,51.0,1.0,1.0,200.92304168714927,546.2883356405605,-0.284
36.394465940873765,0.04,51.0,1.0,1.0,200.9291222608552,544.6142876826383,-0.284
39.495985680294396,0.04,51.0,1.0,1.0,200.93324302475156,542.8681431313212,-0.284
42.86181551316834,0.04,51.0,1.0,1.0,200.9377118762704,541.0420518694878,-0.284
46.5144798247553,0.04,51.0,1.0,1.0,200.94393579491606,539.1216107052376,-0.284
50.47842251812341,0.04,51.0,1.0,1.0,200.95194577216338,537.121425689635,-0.284
54.780170594578784,0.04,51.0,1.0,1.0,200.9613215909039,535.0999278333829,-0.284
59.44851167434448,0.04,51.0,1.0,1.0,200.97157373169247,532.9941910945194,-0.284
64.51468664547063,0.04,51.0,1.0,1.0,200.98077756889163,530.6889525263831,-0.284
70.01259873019619,0.04,51.0,1.0,1.0,200.99152824178842,528.3557575564208,-0.284
75.97904036785103,0.04,51.0,1.0,1.0,201.00905946437973,526.0215147510615,-0.284
82.45393943261438,0.04,51.0,1.0,1.0,201.0319497112993,523.9692087419375,-0.284
89.48062643383894,0.04,51.0,1.0,1.0,201.05300397966633,522.5698518289955,-0.284
97.1061244870633,0.04,51.0,1.0,1.0,201.07340060066966,521.8353688269789,-0.284
105.38146399622259,0.04,51.0,1.0,1.0,201.09509543229916,521.5895855052985,-0.284
114.36202415293195,0.04,51.0,1.0,1.0,201.11613191747958,521.6450769068942,-0.284
124.10790353818399,0.04,51.0,1.0,1.0,201.14994348520742,521.8506568746706,-0.284
134.68432230655196,0.04,51.0,1.0,1.0,201.216036041819,522.098876293753,-0.284
146.16205864434843,0.04,51.0,1.0,1.0,201.20118244617308,522.322355705158,-0.284
158.61792242254668,0.04,51.0,1.0,1.0,201.30961170000572,522.489183681497,-0.284
172.13526921418944,0.04,51.0,1.0,1.0,199.74860263704394,522.5960243440439,-0.284
186.80455811612384,0.04,51.0,1.0,1.0,199.21688466615075,522.6560861750197,-0.284
202.723957108052,0.04,51.0,1.0,1.0,201.02732303779246,522.6824741827119,-0.284
220.0,0.04,51.0,1.0,1.0,199.16732522996324,522.6663725111754,-0.284
4.0,0.05,51.0,1.0,1.0,201.04731063567868,536.4105045180384,-0.284
4.340878170264604,0.05,51.0,1.0,1.0,201.0246648231253,535.4712511650418,-0.284
4.710805822269944,0.05,51.0,1.0,1.0,201.00217343771516,534.3213811515149,-0.284
5.11225853956175,0.05,51.0,1.0,1.0,200.98024270337174,532.9684739377966,-0.284
5.547922873783102,0.05,51.0,1.0,1.0,200.9593440422539,531.4299639720133,-0.284
6.020714323279183,0.05,51.0,1.0,1.0,200.9400053473292,529.7382072218601,-0.284
6.533796843830508,0.05,51.0,1.0,1.0,200.92279123316197,527.9424546778588,-0.284
7.090604022081906,0.05,51.0,1.0,1.0,200.90826620849307,526.1378545646586,-0.284
7.694862053361437,0.05,51.0,1.0,1.0,200.89693533495438,524.5139302054145,-0.284
8.350614677658532,0.05,51.0,1.0,1.0,200.8891636888184,523.4410033727914,-0.284
9.062250240634778,0.05,51.0,1.0,1.0,200.88509139180042,523.608834443702,-0.284
9.834531060761668,0.05,51.0,1.0,1.0,200.8845788403369,525.6814584922089,-0.284
10.672625299112381,0.05,51.0,1.0,1.0,200.88721806372564,529.3134887373288,-0.284
11.582141545082669,0.05,51.0,1.0,1.0,200.8924140380353,533.3397974222372,-0.284
12.569166349491027,0.05,51.0,1.0,1.0,200.89949227798843,536.9834016235191,-0.284
13.640304956232512,0.05,51.0,1.0,1.0,200.90778224094413,539.965418946342,-0.284
14.80272550506545,0.05,51.0,1.0,1.0,200.9166768513027,542.1755555154627,-0.284
16.064207001339426,0.05,51.0,1.0,1.0,200.92569595882665,543.770589160963,-0.284
17.43319137368153,0.05,51.0,1.0,1.0,200.93453182954286,544.7244121853115,-0.284
18.918839968014844,0.05,51.0,1.0,1.0,200.94302304788627,545.0507501101974,-0.284
20.531094855971272,0.05,51.0,1.0,1.0,200.95110006227537,544.7925540340609,-0.284
22.280745367979403,0.05,51.0,1.0,1.0,200.9588421604381,544.0125158600888,-0.284
24.179500296271495,0.05,51.0,1.0,1.0,200.96642578675835,542.783251276636,-0.284
26.240066250997867,0.05,51.0,1.0,1.0,200.97393001258675,541.1771856034495,-0.284
28.476232693813404,0.05,51.0,1.0,1.0,200.98141361526135,539.2583410888626,-0.284
30.902964217987456,0.05,51.0,1.0,1.0,200.9890642035923,537.08216566435,-0.284
33.53650069258248,0.05,51.0,1.0,1.0,200.9971709305157,534.7128193296586,-0.284
36.394465940873765,0.05,51.0,1.0,1.0,201.00575189962677,532.0140766125139,-0.284
39.495985680294396,0.05,51.0,1.0,1.0,201.01364295248518,529.0501138456292,-0.284
42.86181551316834,0.05,51.0,1.0,1.0,201.02273777306922,526.0543553687851,-0.284
46.5144798247553,0.05,51.0,1.0,1.0,201.03432116047466,523.392461703379,-0.284
50.47842251812341,0.05,51.0,1.0,1.0,201.04813811994924,521.9923133478328,-0.284
54.780170594578784,0.05,51.0,1.0,1.0,201.0617451092827,522.4228410773434,-0.284
59.44851167434448,0.05,51.0,1.0,1.0,201.08046750493727,523.8799712192008,-0.284
64.51468664547063,0.05,51.0,1.0,1.0,201.0988718475615,525.7991304730346,-0.284
70.01259873019619,0.05,51.0,1.0,1.0,201.10597202779732,527.8560166857936,-0.284
75.97904036785103,0.05,51.0,1.0,1.0,201.11796887461344,529.8708413708113,-0.284
82.45393943261438,0.05,51.0,1.0,1.0,201.09839741753314,531.8546158017309,-0.284
89.48062643383894,0.05,51.0,1.0,1.0,201.11479660529207,533.9529847938351,-0.284
97.1061244870633,0.05,51.0,1.0,1.0,201.10048978739553,536.3868578257382,-0.284
105.38146399622259,0.05,51.0,1.0,1.0,201.04948799045528,539.403572921254,-0.284
114.36202415293195,0.05,51.0,1.0,1.0,200.894176262317,545.0498038447441,-0.284
124.10790353818399,0.05,51.0,1.0,1.0,201.0627156003654,548.8271731408805,-0.284
134.68432230655196,0.05,51.0,1.0,1.0,201.08709396031531,549.5777600221556,-0.284
146.16205864434843,0.05,51.0,1.0,1.0,201.22758888648747,546.6165368957465,-0.284
158.61792242254668,0.05,51.0,1.0,1.0,199.31339957310874,539.7647671975233,-0.284
172.13526921418944,0.05,51.0,1.0,1.0,198.59215610192075,535.3870271482847,-0.284
186.80455811612384,0.05,51.0,1.0,1.0,197.9935069481638,533.0382665296955,-0.284
202.723957108052,0.05,51.0,1.0,1.0,199.56085047849345,531.8152047003942,-0.284
220.0,0.05,51.0,1.0,1.0,196.0590623454182,531.5916908879416,-0.284
4.0,0.06,51.0,1.0,1.0,201.07540800392843,538.573267272808,-0.284
4.340878170264604,0.06,51.0,1.0,1.0,201.05379735535755,537.8958314848455,-0.284
4.710805822269944,0.06,51.0,1.0,1.0,201.03216696572042,537.0250030802483,-0.284
5.11225853956175,0.06,51.0,1.0,1.0,201.01086542637643,535.9642047838515,-0.284
5.547922873783102,0.06,51.0,1.0,1.0,200.99030258279703,534.7225103559042,-0.284
6.020714323279183,0.06,51.0,1.0,1.0,200.9709468350453,533.3155317005675,-0.284
6.533796843830508,0.06,51.0,1.0,1.0,200.95331670758142,531.7652831302657,-0.284
7.090604022081906,0.06,51.0,1.0,1.0,200.93796278619553,530.1004061779831,-0.284
7.694862053361437,0.06,51.0,1.0,1.0,200.92543282963962,528.3534200909577,-0.284
8.350614677658532,0.06,51.0,1.0,1.0,200.9159995769502,526.5683189117025,-0.284
9.062250240634778,0.06,51.0,1.0,1.0,200.91019017746277,524.848761269834,-0.284
