MagCAPShock,IF_sens_r,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-1.0,4.0,49.66103593913171,0.9737458027280727,0.5770257776008105,134.38464391301312,477.68189449229016,-1.0
-0.99,4.0,49.703717587025096,0.9745826977848058,0.5878013239232502,131.70057633610992,460.88041533023994,-0.99
-0.98,4.0,49.746342296634474,0.9754184764045976,0.5985768702456901,146.4344557490917,448.81460663580947,-0.98
-0.97,4.0,49.788909922539744,0.9762531357360734,0.6093524165681298,150.2098076680869,465.1651859390313,-0.97
-0.96,4.0,49.83141969263073,0.9770866606398183,0.6201279628905696,149.1138806295322,457.0184961601411,-0.96
-0.95,4.0,49.8738702088819,0.9779190237035666,0.6309035092130094,185.20623922854412,429.11547504900335,-0.95
-0.94,4.0,49.91625946245247,0.9787501855382837,0.6416790555354492,172.8794754502418,424.12897269506936,-0.94
-0.93,4.0,49.95858490399614,0.9795800961567871,0.6524546018578891,159.35111293904416,444.2479743342927,-0.93
-0.92,4.0,50.00084363072672,0.9804086986417004,0.6632301481803288,196.85469018997404,403.0008299473058,-0.92
-0.91,4.0,50.04303277011377,0.9812359366688974,0.6740056945027683,197.568859280782,445.0074276873677,-0.91
-0.9,4.0,50.085150135757274,0.9820617673677897,0.6847812408252083,202.7884003671508,396.9381123022785,-0.9
-0.89,4.0,50.121521230976015,0.9827749260975689,0.6955567871476477,201.44736451119095,402.06767168549004,-0.89
-0.88,4.0,50.15395760759368,0.9834109334822291,0.7063323334700877,226.0105977043744,402.8697138825435,-0.88
-0.87,4.0,50.18635755504722,0.9840462265695534,0.7171078797925272,215.35998776586516,399.08963814329525,-0.87
-0.86,4.0,50.218723809319016,0.9846808590062552,0.7278834261149674,222.77488324887736,405.3275202319284,-0.86
-0.85,4.0,50.251060033330404,0.9853149026143216,0.7386589724374069,229.0206087676146,395.5462845148817,-0.85
-0.84,4.0,50.283370034648414,0.9859484320519297,0.7494345187598469,232.19916078691674,406.1528648553026,-0.84
