MagCAPShock,FixedPropRates,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-1.0,0.0,49.58813302984969,0.9723163339186215,0.5770257776008105,135.1106186910062,556.5847634328431,-1.0
-0.99,0.0,49.630583015460715,0.9731486865776611,0.5878013239232502,125.91234162386645,542.9218027771414,-0.99
-0.98,0.0,49.67338682151812,0.9739879768925122,0.5985768702456901,164.94946762433582,522.7640213195907,-0.98
-0.97,0.0,49.716386744944316,0.974831112645967,0.6093524165681298,137.57139521377675,518.6115910828006,-0.97
-0.96,0.0,49.75939219291384,0.9756743567238009,0.6201279628905696,179.62359854589977,519.6912549034437,-0.96
-0.95,0.0,49.802406786371016,0.9765177801249219,0.6309035092130094,162.85407246401002,519.4340345655659,-0.95
-0.94,0.0,49.84556439757849,0.9773640077956567,0.6416790555354492,158.77964764626944,519.3425446701215,-0.94
-0.93,0.0,49.88880793065644,0.9782119202089499,0.6524546018578891,174.81231505018718,519.3809718538848,-0.93
-0.92,0.0,49.932026796399555,0.9790593489490109,0.6632301481803288,171.32747265680064,519.4251688835301,-0.92
-0.91,0.0,49.97522265339822,0.97990632653722,0.6740056945027683,200.74510609919756,519.5963111758456,-0.91
-0.9,0.0,50.018412550499704,0.9807531872647001,0.6847812408252083,200.63669071077638,519.7067749546197,-0.9
-0.89,0.0,50.061692971789675,0.9816018229762682,0.6955567871476477,200.16146638050193,519.7169180651001,-0.89
-0.88,0.0,50.104038631330916,0.9824321300260964,0.7063323334700877,229.81120516915865,517.0778069868815,-0.88
-0.87,0.0,50.14593500896756,0.9832536276268149,0.7171078797925272,216.55485697549452,510.7254884161454,-0.87
-0.86,0.0,50.18745785117388,0.9840678010034094,0.7278834261149674,223.4419716617146,515.5540870300244,-0.86
-0.85,0.0,50.22921248301278,0.9848865192747605,0.7386589724374069,228.75935697717773,504.84493530825546,-0.85
-0.84,0.0,50.27118087901737,0.9857094290003406,0.7494345187598469,233.55815361119036,501.2135090485273,-0.84
-0.83,0.0,50.313091394221146,0.9865312038082578,0.7602100650822865,241.3212476425401,499.8602525226732,-0.83
-0.82,0.0,50.345795822977145,0.987172467117199,0.7709856114047264,246.46209619121743,498.9559462516056,-0.82
-0.81,0.0,50.37807999550367,0.9878054901079151,0.781761157727166,267.00187425566673,497.99030851926057,-0.81
-0.8,0.0,50.410331891390854,0.9884378802233501,0.7925367040496057,273.30691295297,496.350288523801,-0.8
-0.79,0.0,50.442550483099936,0.989069617315685,0.8033122503720457,273.59134774789015,492.0840532505305,-0.79
-0.78,0.0,50.47473494676664,0.9897006852307184,0.8140877966944855,278.0729416119137,481.18296602234733,-0.78
-0.77,0.0,50.50688451501084,0.9903310689217811,0.8248633430169251,277.83806150577215,472.5201272444382,-0.77
-0.76,0.0,50.538998502770774,0.9909607549562897,0.835638889339365,284.2042801291694,472.3996929531323,-0.76
-0.75,0.0,50.57107638294285,0.9915897329988794,0.8464144356618047,282.04196877432275,470.9168046804332,-0.75
-0.74,0.0,50.60311789146448,0.9922179978718525,0.8571899819842447,290.5444064278188,469.03807400962125,-0.74
-0.73,0.0,50.635123158873384,0.9928455521347722,0.867965528306684,289.4045063702427,467.033126028847,-0.73
-0.72,0.0,50.66709286565501,0.9934724091304904,0.878741074629124,292.6573542405529,464.9986890252258,-0.72
-0.71,0.0,50.69902841475634,0.9940985963677714,0.8895166209515638,295.7682500100025,462.9806243197135,-0.71
-0.7,0.0,50.73093211134025,0.9947241590458873,0.9002921672740035,296.0391337832444,461.0274298840331,-0.7
-0.69,0.0,50.76280734838798,0.9953491636938819,0.9110677135964433,296.6317836439818,459.1968116256133,-0.69
-0.68,0.0,50.79465885756986,0.9959737030896051,0.9218432599188828,308.7437050514953,457.5491000626582,-0.68
-0.67,0.0,50.82649334560776,0.9965979087374071,0.9326188062413228,325.6126483853977,456.1326588053996,-0.67
-0.66,0.0,50.858321838325985,0.9972219968299213,0.9433943525637623,325.943922498017,454.9670410309531,-0.66
-0.65,0.0,50.89016878598446,0.9978464467840089,0.9541698988862024,326.28444940216144,454.0369753328226,-0.65
-0.64,0.0,50.92210678109277,0.9984726819822112,0.9649454452086419,326.64353463784465,453.35596475204665,-0.64
-0.63,0.0,50.9543860426881,0.9991056086801589,0.9757209915310822,327.0533894603498,453.30365852110407,-0.63
-0.62,0.0,50.985718404976225,0.999719968725024,0.9864965378535215,327.3923476277741,449.50615745308124,-0.62
-0.61,0.0,50.99727208417596,0.9999465114544306,0.9972720841759617,327.67438585299044,440.3970230470831,-0.61
-0.6,0.0,51.0,1.0,1.0,327.95750120340955,429.0335954680411,-0.6
-0.59,0.0,51.0,1.0,1.0,328.24179352986744,420.58368300991776,-0.59
-0.58,0.0,51.0,1.0,1.0,328.5269522520042,415.74917813128934,-0.58
-0.57,0.0,51.0,1.0,1.0,328.8127264239504,412.6539167762783,-0.57
-0.56,0.0,51.0,1.0,1.0,329.1001397694318,410.15482090163835,-0.56
-0.55,0.0,51.0,1.0,1.0,329.3889411733113,407.8140525525566,-0.55
-0.54,0.0,51.0,1.0,1.0,329.67905253262705,405.49100678527105,-0.54
-0.53,0.0,51.0,1.0,1.0,329.97047777870534,403.16213109046583,-0.53
-0.52,0.0,51.0,1.0,1.0,330.2632419313005,400.8749060783559,-0.52
-0.51,0.0,51.0,1.0,1.0,330.5574285050956,398.7500877495793,-0.51
-0.5,0.0,51.0,1.0,1.0,330.8525008864526,396.9742944187738,-0.5
-0.49,0.0,51.0,1.0,1.0,331.14994522037006,395.7306945472847,-0.49
