MagCAPShock,IF_sens_l,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-1.0,4.0,50.51279025698545,0.9904468677840284,0.8322193363904891,154.62505534153283,271.0468044181596,-1.0
-0.99,4.0,50.5300674004442,0.9907856353028275,0.8380061695711624,154.70343108090194,270.1901554648701,-0.99
-0.98,4.0,50.54733313605717,0.9911241791383759,0.8437930027518356,154.78696802180667,269.3320495212905,-0.98
-0.97,4.0,50.56458755795467,0.991462501136366,0.8495798359325089,154.87069892557804,268.4718234530164,-0.97
-0.96,4.0,50.58183076332859,0.9918006032025214,0.8553666691131823,154.95462058431437,267.6087809211311,-0.96
-0.95,4.0,50.59906285246128,0.9921384873031623,0.8611535022938555,155.03872985816233,266.74218907715795,-0.95
-0.94,4.0,50.616283928753035,0.9924761554657457,0.8669403354745288,155.1176235624825,265.8712762939547,-0.94
-0.93,4.0,50.63349409874799,0.9928136097793723,0.8727271686552021,155.20209319413718,264.9952340943854,-0.93
-0.92,4.0,50.65069347215851,0.9931508523952649,0.8785140018358751,155.28674164594932,264.1132225014025,-0.92
-0.91,4.0,50.66788216188775,0.9934878855272109,0.8843008350165485,155.37157235585636,263.22431033479114,-0.91
-0.9,4.0,50.685060284050394,0.9938247114519685,0.8900876681972218,155.4565751960339,262.32780551408064,-0.9
-0.89,4.0,50.70222821827838,0.9941613376133015,0.895874501377895,155.53809283558383,261.4229361157032,-0.89
-0.88,4.0,50.71938834570295,0.9944978107000579,0.9016613345585685,155.62137310361834,260.50844469060695,-0.88
-0.87,4.0,50.73653816229549,0.9948340816136371,0.9074481677392415,155.7068881461297,259.585483474197,-0.87
-0.86,4.0,50.75367777928277,0.9951701525349562,0.9132350009199148,155.79256260985667,258.65478331000776,-0.86
-0.85,4.0,50.7708073147229,0.9955060257788805,0.919021834100588,155.87839395670537,257.7181167747725,-0.85
-0.84,4.0,50.787926893643984,0.9958417037969408,0.9248086672812615,155.96437972658933,256.7787445803033,-0.84
-0.83,4.0,50.80503664802306,0.9961771891769228,0.9305955004619346,156.0446450859115,255.84194641356078,-0.83
-0.82,4.0,50.82213671662879,0.9965124846397803,0.936382333642608,156.1309182400438,254.91559541149712,-0.82
-0.81,4.0,50.83922724474435,0.9968475930342029,0.9421691668232811,156.21733834678827,254.01069865120118,-0.81
-0.8,4.0,50.85630838378309,0.9971825173290801,0.9479560000039545,156.30390320666834,253.14178940313082,-0.8
