IF_sens_r,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
4.0,1.0,1.0,0.36404324237239044,245.85813119418003,157.21078694921812,-0.284
4.340878170264604,1.0,1.0,0.36404324237239044,245.8580403401407,157.21078694921812,-0.284
4.710805822269944,1.0,1.0,0.36404324237239044,245.85793530824694,157.21078694921812,-0.284
5.11225853956175,1.0,1.0,0.36404324237239044,245.8578113114485,157.21078694921812,-0.284
5.547922873783102,1.0,1.0,0.36404324237239044,245.85766084831988,157.21078694921812,-0.284
6.020714323279183,1.0,1.0,0.36404324237239044,245.85747168564544,157.21078694921812,-0.284
6.533796843830508,1.0,1.0,0.36404324237239044,245.8572229692393,157.21078694921812,-0.284
7.090604022081906,1.0,1.0,0.36404324237239044,245.85687728159326,157.21078694921812,-0.284
7.694862053361437,1.0,1.0,0.36404324237239044,245.8563632220651,157.21078694921812,-0.284
8.350614677658532,1.0,1.0,0.36404324237239044,245.85553356432482,157.21078694921812,-0.284
9.062250240634778,1.0,1.0,0.36404324237239044,245.85405193278172,157.21078694921812,-0.284
9.834531060761668,1.0,1.0,0.36404324237239044,245.85103020690582,157.21078694921812,-0.284
10.672625299112381,1.0,1.0,0.36404324237239044,245.84353826593417,157.21078694921812,-0.284
11.582141545082669,1.0,1.0,0.36404324237239044,245.81715536633607,157.21078694921812,-0.284
12.569166349491027,1.0,1.0,0.36404324237239044,245.56688947531396,157.21078694921812,-0.284
13.640304956232512,1.0,1.0,0.36404324237239044,251.77944478728455,157.21078694921812,-0.284
14.80272550506545,1.0,1.0,0.36404324237239044,256.03878037539,157.21078694921812,-0.284
16.064207001339426,1.0,1.0,0.36404324237239044,258.30006184895194,157.21078694921812,-0.284
17.43319137368153,1.0,1.0,0.36404324237239044,259.8417711041284,157.21078694921812,-0.284
18.918839968014844,1.0,1.0,0.36404324237239044,260.9859762869112,157.21078694921812,-0.284
20.531094855971272,1.0,1.0,0.36404324237239044,261.87251762013443,157.21078694921812,-0.284
22.280745367979403,1.0,1.0,0.36404324237239044,262.5773779473851,157.21078694921812,-0.284
24.179500296271495,1.0,1.0,0.36404324237239044,263.1474197820574,157.21078694921812,-0.284
26.240066250997867,1.0,1.0,0.36404324237239044,263.6139857102147,157.21078694921812,-0.284
28.476232693813404,1.0,1.0,0.36404324237239044,263.99923485035146,157.21078694921812,-0.284
30.902964217987456,1.0,1.0,0.36404324237239044,264.3194654158537,157.21078694921812,-0.284
33.53650069258248,1.0,1.0,0.36404324237239044,264.5870107677593,157.21078694921812,-0.284
36.394465940873765,1.0,1.0,0.36404324237239044,264.8113895250071,157.21078694921812,-0.284
39.495985680294396,1.0,1.0,0.36404324237239044,265.0000334978582,157.21078694921812,-0.284
42.86181551316834,1.0,1.0,0.36404324237239044,265.1587619403825,157.21078694921812,-0.284
46.5144798247553,1.0,1.0,0.36404324237239044,265.2921017434896,157.21078694921812,-0.284
50.47842251812341,1.0,1.0,0.36404324237239044,265.4035238697351,157.21078694921812,-0.284
54.780170594578784,1.0,1.0,0.36404324237239044,265.49565291820653,157.21078694921812,-0.284
59.44851167434448,1.0,1.0,0.36404324237239044,265.57049886936835,157.21078694921812,-0.284
64.51468664547063,1.0,1.0,0.36404324237239044,265.6297177709129,157.21078694921812,-0.284
70.01259873019619,1.0,1.0,0.36404324237239044,265.6748509703056,157.21078694921812,-0.284
75.97904036785103,1.0,1.0,0.36404324237239044,265.70759392391847,157.21078694921812,-0.284
82.45393943261438,1.0,1.0,0.36404324237239044,265.7299088492913,157.21078694921812,-0.284
89.48062643383894,1.0,1.0,0.36404324237239044,265.74377226786095,157.21078694921812,-0.284
97.1061244870633,1.0,1.0,0.36404324237239044,265.751148005223,157.21078694921812,-0.284
105.38146399622259,1.0,1.0,0.36404324237239044,265.75381622417035,157.21078694921812,-0.284
114.36202415293195,1.0,1.0,0.36404324237239044,265.7530493013669,157.21078694921812,-0.284
124.10790353818399,1.0,1.0,0.36404324237239044,265.74974652829974,157.21078694921812,-0.284
134.68432230655196,1.0,1.0,0.36404324237239044,265.744625836767,157.21078694921812,-0.284
146.16205864434843,1.0,1.0,0.36404324237239044,265.73824457153415,157.21078694921812,-0.284
158.61792242254668,1.0,1.0,0.36404324237239044,265.73101232158035,157.21078694921812,-0.284
172.13526921418944,1.0,1.0,0.36404324237239044,265.72323863162575,157.21078694921812,-0.284
186.80455811612384,1.0,1.0,0.36404324237239044,265.7151741449344,157.21078694921812,-0.284
202.723957108052,1.0,1.0,0.36404324237239044,265.70702951988983,157.21078694921812,-0.284
220.0,1.0,1.0,0.36404324237239044,265.6989800104052,157.21078694921812,-0.284
22.0,1.0,1.0,0.36404324237239044,262.4778775575011,157.21078694921812,-0.284
