DSCR,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
2.05,1.0,1.0,0.36404324237239044,262.19457735139093,157.21078694921812,-0.284
2.06,1.0,1.0,0.36404324237239044,262.07544313637464,157.21078694921812,-0.284
2.07,1.0,1.0,0.36404324237239044,261.8973581272278,157.21078694921812,-0.284
2.08,1.0,1.0,0.36404324237239044,261.5933199720734,157.21078694921812,-0.284
2.09,1.0,1.0,0.36404324237239044,260.9445532562798,157.21078694921812,-0.284
2.1,1.0,1.0,0.36404324237239044,258.7885522511986,157.21078694921812,-0.284
2.11,1.0,1.0,0.36404324237239044,253.08606202174337,157.21078694921812,-0.284
2.12,1.0,1.0,0.36404324237239044,261.456846844048,157.21078694921812,-0.284
2.13,1.0,1.0,0.36404324237239044,263.51893069950256,157.21078694921812,-0.284
2.14,1.0,1.0,0.36404324237239044,264.8720066360035,157.21078694921812,-0.284
2.15,1.0,1.0,0.36404324237239044,266.01445917023136,157.21078694921812,-0.284
2.16,1.0,1.0,0.36404324237239044,267.05537649787124,157.21078694921812,-0.284
2.17,1.0,1.0,0.36404324237239044,268.0358109636641,157.21078694921812,-0.284
2.18,1.0,1.0,0.36404324237239044,268.976151165576,157.21078694921812,-0.284
2.19,1.0,1.0,0.36404324237239044,269.888084990302,157.21078694921812,-0.284
2.2,1.0,1.0,0.36404324237239044,270.77891488506253,157.21078694921812,-0.284
2.21,1.0,1.0,0.36404324237239044,271.65348681942817,157.21078694921812,-0.284
2.22,1.0,1.0,0.36404324237239044,272.51516855032395,157.21078694921812,-0.284
2.23,1.0,1.0,0.3639970317895278,272.7670893161891,157.21799420847853,-0.284
2.24,1.0,1.0,0.3635083076220096,272.7270460086339,157.26259090532363,-0.284
2.25,1.0,1.0,0.3633414038759832,272.64976697297,157.19645923809296,-0.284
2.26,1.0,1.0,0.3627550131990817,272.556821303258,157.27740782792694,-0.284
2.27,1.0,1.0,0.362131842107696,272.44551291534026,157.37346137022604,-0.284
2.28,1.0,1.0,0.3615150639544537,272.31245198595406,157.46960875620348,-0.284
2.29,1.0,1.0,0.36090448498198446,272.1534384347075,157.56567971605494,-0.284
2.3,1.0,1.0,0.36030026523503517,271.9633433900404,157.6609329618102,-0.284
2.31,1.0,1.0,0.3597018474845344,271.73606507356556,157.75611515531511,-0.284
2.32,1.0,1.0,0.35910902890229446,271.4647156245516,157.8512977740865,-0.284
2.33,1.0,1.0,0.3586997377353835,271.14237999432595,157.88124472050382,-0.284
2.34,1.0,1.0,0.35854974753861607,270.7641368765337,157.81757671546598,-0.284
2.35,1.0,1.0,0.358400879261124,270.3315358399867,157.7547816543075,-0.284
2.36,1.0,1.0,0.35825421811318164,269.8608852063329,157.69126260890255,-0.284
2.37,1.0,1.0,0.35810834057105095,269.39453582790617,157.62912034850407,-0.284
2.38,1.0,1.0,0.3579641853342581,269.00665754034435,157.5667991491726,-0.284
2.39,1.0,1.0,0.35782122845061765,269.09812674872313,157.50520831491949,-0.284
2.4,1.0,1.0,0.3576796826265794,269.904028428666,157.44383080585928,-0.284
2.41,1.0,1.0,0.35753936404387315,271.09510914667555,157.38310892752204,-0.284
2.42,1.0,1.0,0.3574005820923416,272.45135604666103,157.32224473067149,-0.284
2.43,1.0,1.0,0.35726259840114416,273.87590351068883,157.2628907446028,-0.284
2.44,1.0,1.0,0.3571266375310193,275.3308355891125,157.20218454597844,-0.284
2.45,1.0,1.0,0.3569913836876388,276.7983082006154,157.14314993079435,-0.284
2.46,1.0,1.0,0.3568575654028205,278.2675475648037,157.0840221305394,-0.284
2.47,1.0,1.0,0.3567250647328839,279.72954185106846,157.02482745954927,-0.284
2.48,1.0,1.0,0.35659349012570885,281.1781229824656,156.96695788519997,-0.284
2.49,1.0,1.0,0.3564633002506519,282.61017764171777,156.90875610469445,-0.284
2.5,1.0,1.0,0.35633433827300215,284.0246988861047,156.85044498133115,-0.284
