Goal_l,IF_sens_l,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
1.02,4.0,0.9767645521875591,0.6359047898731677,0.4060220493614713,284.9469654997793,154.08362976072047,-0.9
1.02,4.0,0.9772581959564278,0.6417718142342341,0.4021941557131883,285.015885006114,154.26742363648884,-0.89
1.02,4.0,0.9777518574241668,0.6476388385953008,0.39883073923243284,285.0880779397007,154.45185390820416,-0.88
1.02,4.0,0.97812062810331,0.653505862956367,0.395873420260534,284.2965049129572,154.6258325670777,-0.87
1.02,4.0,0.9784812842576954,0.6593728873174337,0.3932174561780082,283.29002782888483,154.79521589706832,-0.86
1.02,4.0,0.9788424004989115,0.6652399116785,0.3907691543792539,282.28867683848466,154.96912578912455,-0.85
1.02,4.0,0.9792039947188906,0.6711069360395667,0.38851990063848046,281.29281241367886,155.14339364204423,-0.84
1.02,4.0,0.9795660860140506,0.6769739604006332,0.38644252497947873,280.3028453643534,155.3180133959603,-0.83
1.02,4.0,0.9799270746324552,0.6828409847616999,0.38454594939505093,279.20013650136696,155.49519341978774,-0.82
1.02,4.0,0.9802880129597027,0.6887080091227661,0.3827895009805334,278.0649921251203,155.67327497170683,-0.81
1.02,4.0,0.9806494592625026,0.6945750334838326,0.38115269932061874,276.9387861961862,155.85185727479978,-0.8
1.02,4.0,0.98100602207055,0.7004420578448993,0.37961514939892443,275.8252124381268,156.03024667730392,-0.79
1.02,4.0,0.9813610648806261,0.7063090822059658,0.37817625628248325,274.73178191701885,156.2088064845169,-0.78
1.02,4.0,0.981716644794731,0.7121761065670322,0.3768368134857431,273.6736785199983,156.38755634360118,-0.77
1.02,4.0,0.9820727968173728,0.7180431309280988,0.3756013906687797,272.6745517305624,156.56652670667006,-0.76
1.02,4.0,0.9824295668849468,0.7239101552891652,0.3744594560815672,271.7468664241265,156.74576259862354,-0.75
1.02,4.0,0.9827808401817218,0.7297771796502318,0.37345643818604496,270.84139575535414,156.90053598313392,-0.74
1.02,4.0,0.9830746595751901,0.7356442040112982,0.3727813048519255,269.8943432486783,156.95865136572178,-0.73
1.02,4.0,0.9833433556425023,0.7415112283723648,0.3721034845541351,268.92000126225224,157.01810866319698,-0.72
1.02,4.0,0.9835793423375786,0.7473782527334314,0.37144013759457845,267.92841618373046,157.07901758429804,-0.71
1.02,4.0,0.9838368264236775,0.7532452770944978,0.37081314063860704,266.95255361219915,157.14019992850112,-0.7
1.02,4.0,0.984072724663857,0.7591123014555643,0.3702262764192052,265.97915169825814,157.19992696567732,-0.69
1.02,4.0,0.9843832176659849,0.7649793258166306,0.36969651817805094,265.0142486462291,157.25290992792975,-0.68
1.02,4.0,0.9847341659270731,0.7708463501776973,0.3691964557344532,264.05546630141066,157.30406750635814,-0.67
1.02,4.0,0.9850902236557448,0.7767133745387637,0.3687168322080137,263.0997698077668,157.3562432751603,-0.66
1.02,4.0,0.985409056438845,0.7825803988998303,0.36825742033113046,262.1417471294498,157.409262373088,-0.65
1.02,4.0,0.985782550691425,0.7884474232608967,0.3678240656082507,261.1709107072731,157.46114035144822,-0.64
1.02,4.0,0.9861582316544971,0.7943144476219633,0.36740934424721133,260.1689457392955,157.51426409024964,-0.63
1.02,4.0,0.9865375365185035,0.8001814719830298,0.36701390501395426,259.1159862678319,157.5682467638294,-0.62
1.02,4.0,0.9869236022268869,0.8060484963440964,0.3666110886856222,257.8566743113582,157.62146234666776,-0.61
1.02,4.0,0.9873122188902775,0.8119155207051626,0.3661241586132283,255.57475942035606,157.67639760807498,-0.6
1.02,4.0,0.9877146575514081,0.8177825450662295,0.3657577890137081,254.26139097685058,157.73045989533492,-0.59
1.02,4.0,0.9881209771448487,0.8236495694272958,0.36541147205029906,253.12689056555598,157.78625338408688,-0.58
1.02,4.0,0.9885298521313743,0.8295165937883626,0.3650748322219967,251.82597710058707,157.8411465356211,-0.57
1.02,4.0,0.988941339242383,0.8353836181494289,0.3647443107245339,250.283105019249,157.89737016630238,-0.56
1.02,4.0,0.9892604838565382,0.8412506425104955,0.36449900266279633,248.41272253451461,157.92643392561254,-0.55
1.02,4.0,0.9894696687688221,0.8471176668715619,0.36434954830196037,245.9436722692968,157.92399160615386,-0.54
1.02,4.0,0.9896614884336795,0.8529846912326281,0.3642046102015028,242.59888424204408,157.92153585779533,-0.53
1.02,4.0,0.9898542133953433,0.8588517155936949,0.36406695356137586,239.61339727613276,157.9188741603603,-0.52
1.02,4.0,0.9900413774647484,0.8647187399547615,0.3639385072872392,238.39769078100107,157.9165091859581,-0.51
1.02,4.0,0.9902214414193613,0.8705857643158278,0.36382145880802796,237.62768779457645,157.91443241478177,-0.5
1.02,4.0,0.9904035718322958,0.8764527886768942,0.3637151038016957,236.594108330407,157.91263990353653,-0.49
1.02,4.0,0.9905838097718175,0.8822190129692524,0.3636157033755307,239.54686806254585,157.9111323921647,-0.48
1.02,4.0,0.9907566227320855,0.8879794121127181,0.3635301176818005,244.68604183906677,157.9099171086434,-0.47
1.02,4.0,0.9909319755110286,0.8937372662628126,0.36342531188567984,245.89246223899008,157.9084932491299,-0.46
