MagCAPShock,ProjYears,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-1.0,0.0,49.18414601788791,0.9643950199585865,0.5770257776008105,119.36801841261847,616.6333149909431,-1.0
-0.99,0.0,49.36565342332567,0.9679539886926601,0.5878013239232502,138.59531183714287,608.2418063792655,-0.99
-0.98,0.0,49.55790371920334,0.9717236023373204,0.5985768702456901,149.15147680480817,601.1694370232605,-0.98
-0.97,0.0,49.389162123153625,0.9684149435912476,0.6093524165681298,141.3058018802381,600.0231969728569,-0.97
-0.96,0.0,49.59913353865374,0.9725320301696811,0.6201279628905696,152.89778869596165,597.8385048414996,-0.96
-0.95,0.0,49.6313867465647,0.9731644460110725,0.6309035092130094,167.87593113853615,595.8235363020938,-0.95
-0.94,0.0,49.561068581628234,0.9717856584632987,0.6416790555354492,152.76348830219925,593.8964443380253,-0.94
-0.93,0.0,49.787587723308135,0.9762272102609438,0.6524546018578891,192.60897630551884,592.0183294992956,-0.93
-0.92,0.0,49.72616893073097,0.9750229202104111,0.6632301481803288,177.87971826978938,590.1783845488821,-0.92
-0.91,0.0,49.81980745213292,0.9768589696496651,0.6740056945027683,182.56853337773651,588.3647964850823,-0.91
-0.9,0.0,49.87369697836534,0.9779156270267714,0.6847812408252083,202.19003782612353,586.5430915484773,-0.9
-0.89,0.0,49.91256147147735,0.9786776759113206,0.6955567871476477,202.54353887026434,584.5624645509417,-0.89
-0.88,0.0,49.93476998265979,0.9791131369148978,0.7063323334700877,200.84787732702162,581.7368517533812,-0.88
-0.87,0.0,50.146666513352955,0.9832679708500579,0.7171078797925272,210.70276435736466,575.846729490997,-0.87
-0.86,0.0,50.130756858191496,0.9829560168272843,0.7278834261149674,297.586228367243,584.2807399237738,-0.86
-0.85,0.0,50.26577794563964,0.985603489130189,0.7386589724374069,299.4362546166744,579.2674827292258,-0.85
-0.84,0.0,50.29834645704276,0.9862420873929953,0.7494345187598469,300.28122615138926,574.6333173345676,-0.84
-0.83,0.0,50.33088501014609,0.9868800982381586,0.7602100650822865,301.1252564010765,571.2561682013472,-0.83
-0.82,0.0,50.363393051788066,0.9875175108193739,0.7709856114047264,301.9668695061563,568.1416809073809,-0.82
-0.81,0.0,50.39586997189681,0.9881543131744472,0.781761157727166,302.8042793675595,565.045569862099,-0.81
-0.8,0.0,50.428315096478435,0.9887904920878124,0.7925367040496057,303.63542170500097,561.8120864676062,-0.8
-0.79,0.0,50.46072767950811,0.9894260329315315,0.8033122503720457,304.4580264614399,557.9777154183828,-0.79
-0.78,0.0,50.49310689352379,0.9900609194808586,0.8140877966944855,305.2697345483938,552.0259243071671,-0.78
-0.77,0.0,50.525451818684445,0.990695133699695,0.8248633430169251,306.0682555926086,542.0025668648735,-0.77
-0.76,0.0,50.55776143001437,0.9913286554904778,0.835638889339365,306.85155389377474,531.7645540327012,-0.76
-0.75,0.0,50.59003458252326,0.9919614624024169,0.8464144356618047,307.6180404736434,525.5938456971176,-0.75
-0.74,0.0,50.62226999390985,0.9925935292923501,0.8571899819842447,308.36674302222764,521.6504713808564,-0.74
-0.73,0.0,50.65446622476194,0.9932248279365087,0.867965528306684,309.0474336949787,518.359350367688,-0.73
-0.72,0.0,50.68662165701728,0.9938553266081819,0.878741074629124,309.67078815861026,515.2276784568036,-0.72
-0.71,0.0,50.7187344744534,0.9944849896951646,0.8895166209515638,310.297761744825,512.133509913595,-0.71
-0.7,0.0,50.750802659072846,0.9951137776288793,0.9002921672740035,310.92875379033796,509.0483908493726,-0.7
