MagCAPShock,IF_sens_r,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.75,4.340878170264604,50.94564064636193,0.9989341303208221,0.9768901659073207,156.75702699610818,243.60219453648844,-0.75
-0.74,4.340878170264604,50.96267102622807,0.9992680593378054,0.9826769990879943,156.84363510281491,242.7471627424791,-0.74
-0.73,4.340878170264604,50.97968850911803,0.9996017354729025,0.9884638322686674,156.93037105824936,241.77405308072287,-0.73
-0.72,4.340878170264604,50.99425066544934,0.9998872679499872,0.9942506654493406,157.0172332352706,240.72968469171911,-0.72
-0.71,4.340878170264604,51.0,1.0,1.0,157.09586182760216,239.65809193549873,-0.71
-0.7,4.340878170264604,51.0,1.0,1.0,157.18295159636335,238.759546796508,-0.7
-0.69,4.340878170264604,51.0,1.0,1.0,157.27016331531763,237.86447929570838,-0.69
-0.68,4.340878170264604,51.0,1.0,1.0,157.35749561252698,236.64366937065455,-0.68
-0.67,4.340878170264604,51.0,1.0,1.0,157.44494721704265,235.23173142400995,-0.67
-0.66,4.340878170264604,51.0,1.0,1.0,157.53251697875245,233.66267753428158,-0.66
-0.65,4.340878170264604,51.0,1.0,1.0,157.62015651454823,231.82934483469904,-0.65
-0.64,4.340878170264604,51.0,1.0,1.0,157.69935071281304,230.13146937768332,-0.64
-0.63,4.340878170264604,51.0,1.0,1.0,157.7872440385966,228.18980577446465,-0.63
-0.62,4.340878170264604,51.0,1.0,1.0,157.87525365370402,222.31002322649178,-0.62
-0.61,4.340878170264604,51.0,1.0,1.0,157.96337938653252,223.20102698738148,-0.61
-0.6,4.340878170264604,51.0,1.0,1.0,158.05162132460396,224.63184798536975,-0.6
-0.59,4.340878170264604,51.0,1.0,1.0,158.13997984572518,224.9490660411153,-0.59
-0.58,4.340878170264604,51.0,1.0,1.0,158.2283907481389,225.1160632757042,-0.58
-0.57,4.340878170264604,51.0,1.0,1.0,158.30874101671975,225.22285932463748,-0.57
-0.56,4.340878170264604,51.0,1.0,1.0,158.39742524576707,225.33436910500475,-0.56
-0.55,4.340878170264604,51.0,1.0,1.0,158.4862321355659,225.43471669863806,-0.55
-0.54,4.340878170264604,51.0,1.0,1.0,158.57516340635038,225.53005345094104,-0.54
-0.53,4.340878170264604,51.0,1.0,1.0,158.66422108745024,225.62309551482338,-0.53
-0.52,4.340878170264604,51.0,1.0,1.0,158.7534075178709,225.71517466444453,-0.52
-0.51,4.340878170264604,51.0,1.0,1.0,158.8427253462777,225.8070030679073,-0.51
-0.5,4.340878170264604,51.0,1.0,1.0,158.92584912728032,225.89239287767157,-0.5
-0.49,4.340878170264604,51.0,1.0,1.0,159.01535258623775,225.98486991926492,-0.49
-0.48,4.340878170264604,51.0,1.0,1.0,159.10497739522955,226.07785310216025,-0.48
-0.47,4.340878170264604,51.0,1.0,1.0,159.1947215502254,226.1714294458462,-0.47
-0.46,4.340878170264604,51.0,1.0,1.0,159.2845826308438,226.2656723632625,-0.46
-0.45,4.340878170264604,51.0,1.0,1.0,159.37455797209694,226.3606320285358,-0.45
-0.44,4.340878170264604,51.0,1.0,1.0,159.46464501578757,226.45634110581116,-0.44
-0.43,4.340878170264604,51.0,1.0,1.0,159.55480738003456,226.5527979930875,-0.43
-0.42,4.340878170264604,51.0,1.0,1.0,159.64231811914158,226.64704490631277,-0.42
-0.41,4.340878170264604,51.0,1.0,1.0,159.73139096249693,226.7436781355905,-0.41
-0.4,4.340878170264604,51.0,1.0,1.0,159.82041255844166,226.840920812807,-0.4
-0.39,4.340878170264604,51.0,1.0,1.0,159.9094022854772,226.93878616283368,-0.39
-0.38,4.340878170264604,51.0,1.0,1.0,159.99840987424582,227.03732504184197,-0.38
-0.37,4.340878170264604,51.0,1.0,1.0,160.087543115373,227.1366547510334,-0.37
-0.36,4.340878170264604,51.0,1.0,1.0,160.17704577106227,227.2371278314454,-0.36
-0.35,4.340878170264604,51.0,1.0,1.0,160.2677025493187,227.33962925284473,-0.35
-0.34,4.340878170264604,51.0,1.0,1.0,160.34652553620447,227.42906814024548,-0.34
-0.33,4.340878170264604,51.0,1.0,1.0,160.41813284251847,227.51026375200286,-0.33
-0.32,4.340878170264604,51.0,1.0,1.0,160.5033229313299,227.60758264185782,-0.32
-0.31,4.340878170264604,51.0,1.0,1.0,160.58938618120928,227.7060179409769,-0.31
-0.3,4.340878170264604,51.0,1.0,1.0,160.63380577078317,227.98964193496147,-0.3
-0.29,4.340878170264604,51.0,1.0,1.0,160.6338057707831,228.4669124156474,-0.29
-0.28,4.340878170264604,51.0,1.0,1.0,160.63380577078317,228.95101905208915,-0.28
-0.27,4.340878170264604,51.0,1.0,1.0,160.63380577078314,229.44140048797436,-0.27
-0.26,4.340878170264604,51.0,1.0,1.0,160.6338057707832,229.93751793910758,-0.26
-0.25,4.340878170264604,51.0,1.0,1.0,160.63380577078317,230.43886404798283,-0.25
-0.24,4.340878170264604,51.0,1.0,1.0,160.6338057707832,230.9093661075476,-0.24
-0.23,4.340878170264604,51.0,1.0,1.0,160.63380577078314,231.31943636049562,-0.23
