MagCAPShock,IF_thresh_l,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.84,0.01,51.0,1.0,1.0,195.5912362985966,570.6158924198828,-0.84
-0.83,0.01,51.0,1.0,1.0,195.78369905965778,564.9162892175143,-0.83
-0.82,0.01,51.0,1.0,1.0,195.98992758657303,559.082986999806,-0.82
-0.81,0.01,51.0,1.0,1.0,196.20667022253747,552.8627511985565,-0.81
-0.8,0.01,51.0,1.0,1.0,196.3578818761191,546.8660601584519,-0.8
-0.79,0.01,51.0,1.0,1.0,196.35186739014685,540.2696652513939,-0.79
-0.78,0.01,51.0,1.0,1.0,196.33652425471792,531.8736616304351,-0.78
-0.77,0.01,51.0,1.0,1.0,196.30390704599557,526.031327048992,-0.77
-0.76,0.01,51.0,1.0,1.0,196.23762344699367,533.3157946366323,-0.76
-0.75,0.01,51.0,1.0,1.0,196.3146476384212,542.1124154169637,-0.75
-0.74,0.01,51.0,1.0,1.0,196.5151177373881,549.3087499217413,-0.74
-0.73,0.01,51.0,1.0,1.0,196.5316583737244,556.0722947452296,-0.73
-0.72,0.01,51.0,1.0,1.0,196.78362665165193,562.804249934577,-0.72
-0.71,0.01,51.0,1.0,1.0,196.93202613664687,569.0892032890945,-0.71
-0.7,0.01,51.0,1.0,1.0,197.00693992873053,580.8568758261639,-0.7
-0.69,0.01,51.0,1.0,1.0,197.0019172362683,589.7693098320963,-0.69
-0.68,0.01,51.0,1.0,1.0,197.11737198725334,593.0274764366104,-0.68
-0.67,0.01,51.0,1.0,1.0,196.99330765193923,587.8531881216187,-0.67
-0.66,0.01,51.0,1.0,1.0,197.0606540875796,591.3209952672797,-0.66
-0.65,0.01,51.0,1.0,1.0,197.11670973439408,594.8120837341512,-0.65
-0.64,0.01,51.0,1.0,1.0,197.2245443617634,595.696533301932,-0.64
-0.63,0.01,51.0,1.0,1.0,197.3685972382183,594.2592948841245,-0.63
-0.62,0.01,51.0,1.0,1.0,197.58017691141444,591.8331247758642,-0.62
-0.61,0.01,51.0,1.0,1.0,197.6055294554669,588.5211343314239,-0.61
-0.6,0.01,51.0,1.0,1.0,197.61461663405612,584.4730836083298,-0.6
-0.59,0.01,51.0,1.0,1.0,197.6383646736805,579.8668177230265,-0.59
-0.58,0.01,51.0,1.0,1.0,197.68531899184825,574.8866217239458,-0.58
-0.57,0.01,51.0,1.0,1.0,197.72906328880646,572.1173654916422,-0.57
-0.56,0.01,51.0,1.0,1.0,197.77951472940038,570.0090514735085,-0.56
-0.55,0.01,51.0,1.0,1.0,197.84139203699513,567.9251822292216,-0.55
-0.54,0.01,51.0,1.0,1.0,197.89296014660974,565.9279700395383,-0.54
-0.53,0.01,51.0,1.0,1.0,197.94877939952013,564.0632941829667,-0.53
-0.52,0.01,51.0,1.0,1.0,198.0095771717677,562.3628287511618,-0.52
-0.51,0.01,51.0,1.0,1.0,198.0604428013276,560.8464665834963,-0.51
-0.5,0.01,51.0,1.0,1.0,198.10746963032074,559.5247229706697,-0.5
-0.49,0.01,51.0,1.0,1.0,198.1541270549157,558.4009420299011,-0.49
-0.48,0.01,51.0,1.0,1.0,198.2027387149294,557.4731857974089,-0.48
-0.47,0.01,51.0,1.0,1.0,198.25267969932602,556.735735220874,-0.47
-0.46,0.01,51.0,1.0,1.0,198.29484631992125,556.1802075353202,-0.46
-0.45,0.01,51.0,1.0,1.0,198.33484611171897,555.7963861296325,-0.45
-0.44,0.01,51.0,1.0,1.0,198.37108196460346,555.0664810130927,-0.44
-0.43,0.01,51.0,1.0,1.0,198.4001133891737,554.9360416716219,-0.43
-0.42,0.01,51.0,1.0,1.0,198.42984724259253,555.8389537461347,-0.42
-0.41,0.01,51.0,1.0,1.0,198.45917051840894,556.743351777531,-0.41
-0.4,0.01,51.0,1.0,1.0,198.47946253462604,557.6497034252525,-0.4
-0.39,0.01,51.0,1.0,1.0,198.50550501629314,558.5582995807935,-0.39
-0.38,0.01,51.0,1.0,1.0,198.53506324488416,559.4692685218017,-0.38
-0.37,0.01,51.0,1.0,1.0,198.5656258756416,560.3825897837811,-0.37
-0.36,0.01,51.0,1.0,1.0,198.59516237798223,561.2981072002418,-0.36
-0.35,0.01,51.0,1.0,1.0,198.6237080999426,562.2155407546813,-0.35
-0.34,0.01,51.0,1.0,1.0,198.65248425867347,563.1344970521033,-0.34
-0.33,0.01,51.0,1.0,1.0,198.67202451560044,564.0544783530326,-0.33
-0.32,0.01,51.0,1.0,1.0,198.69857235097126,564.9748902177637,-0.32
-0.31,0.01,51.0,1.0,1.0,198.7294694024229,565.8950478864749,-0.31
-0.3,0.01,51.0,1.0,1.0,198.75964803540592,566.8141815743172,-0.3
-0.29,0.01,51.0,1.0,1.0,198.78882336457974,567.7314408929327,-0.29
-0.28,0.01,51.0,1.0,1.0,198.81727888964562,568.6458986257949,-0.28
-0.27,0.01,51.0,1.0,1.0,198.83762181315626,569.556554088002,-0.27
-0.26,0.01,51.0,1.0,1.0,198.86437365385186,570.462336293369,-0.26
-0.25,0.01,51.0,1.0,1.0,198.8956557479025,571.3621071382397,-0.25
-0.24,0.01,51.0,1.0,1.0,198.92654709158808,572.2546647921603,-0.24
-0.23,0.01,51.0,1.0,1.0,198.95745424251152,573.1387474629354,-0.23
-0.22,0.01,51.0,1.0,1.0,198.9843979551437,574.0130376791144,-0.22
-0.21,0.01,51.0,1.0,1.0,199.00771117659687,574.8761672070236,-0.21
-0.2,0.01,51.0,1.0,1.0,199.0389539623818,575.7267226924204,-0.2
-0.19,0.01,51.0,1.0,1.0,199.0715879302378,576.5632520894877,-0.19
-0.18,0.01,51.0,1.0,1.0,199.1056333980622,577.3842719125815,-0.18
-0.17,0.01,51.0,1.0,1.0,199.14053430240102,578.1882753179908,-0.17
-0.16,0.01,51.0,1.0,1.0,199.1676747647104,578.973740995712,-0.16
-0.15,0.01,51.0,1.0,1.0,200.6010406572252,601.6679265904639,-0.15
-0.14,0.01,51.0,1.0,1.0,203.3839009449845,521.7072593883682,-0.14
-0.13,0.01,51.0,1.0,1.0,204.88410934741276,531.0185064784687,-0.13
-0.12,0.01,51.0,1.0,1.0,205.85659137372141,546.3617960182697,-0.12
-0.11,0.01,51.0,1.0,1.0,206.87127513316184,566.766318770192,-0.11
-0.1,0.01,51.0,1.0,1.0,209.23999159240935,531.8650680991024,-0.1
-0.09,0.01,51.0,1.0,1.0,210.50727760144443,546.0817675328954,-0.09
-0.08,0.01,51.0,1.0,1.0,211.20340244314482,546.2492829666284,-0.08
-0.07,0.01,51.0,1.0,1.0,212.62706397343996,566.7959508625322,-0.07
-0.06,0.01,51.0,1.0,1.0,213.8617198169586,524.6296046771647,-0.06
-0.05,0.01,51.0,1.0,1.0,215.18555036638568,584.385546124763,-0.05
-0.04,0.01,51.0,1.0,1.0,217.75983476461812,529.4263426556848,-0.04
-0.03,0.01,51.0,1.0,1.0,218.30573083816583,523.1662020291525,-0.03
-0.02,0.01,51.0,1.0,1.0,219.45039897115203,571.8604048738812,-0.02
-0.01,0.01,51.0,1.0,1.0,221.9599220465751,553.6215419579318,-0.01
0.0,0.01,51.0,1.0,1.0,222.78702557413047,516.6099296976342,0.0
-1.0,0.02,51.0,1.0,1.0,194.64663063770732,536.9801304313777,-1.0
-0.99,0.02,51.0,1.0,1.0,194.7585325322024,554.476056284444,-0.99
-0.98,0.02,51.0,1.0,1.0,194.77358202246225,568.7109595209944,-0.98
-0.97,0.02,51.0,1.0,1.0,194.96671480517546,571.3288413512258,-0.97
-0.96,0.02,51.0,1.0,1.0,195.2178808105773,567.5805770957636,-0.96
-0.95,0.02,51.0,1.0,1.0,195.37792898961646,570.1670640341308,-0.95
-0.94,0.02,51.0,1.0,1.0,195.34492773138956,573.9266603205754,-0.94
-0.93,0.02,51.0,1.0,1.0,195.3447461244294,573.5662911229667,-0.93
-0.92,0.02,51.0,1.0,1.0,195.35592656199418,572.0202560378203,-0.92
-0.91,0.02,51.0,1.0,1.0,195.37103584381504,570.38722034437,-0.91
-0.9,0.02,51.0,1.0,1.0,195.3903510798925,568.7113789777111,-0.9
-0.89,0.02,51.0,1.0,1.0,195.41132412925305,567.1349047306115,-0.89
-0.88,0.02,51.0,1.0,1.0,195.46224541506615,565.9468953208861,-0.88
-0.87,0.02,51.0,1.0,1.0,195.55597298226365,565.5446639912076,-0.87
-0.86,0.02,51.0,1.0,1.0,195.60380995396474,566.2347375836226,-0.86
-0.85,0.02,51.0,1.0,1.0,195.61012257511186,568.0384426506644,-0.85
-0.84,0.02,51.0,1.0,1.0,195.60095394193112,570.6987825578246,-0.84
-0.83,0.02,51.0,1.0,1.0,195.72205062082463,566.980678713845,-0.83
-0.82,0.02,51.0,1.0,1.0,195.91660859638804,560.9754759893818,-0.82
-0.81,0.02,51.0,1.0,1.0,196.13649700971186,554.6980071108887,-0.81
-0.8,0.02,51.0,1.0,1.0,196.3303854689827,548.2850195697436,-0.8
-0.79,0.02,51.0,1.0,1.0,196.35260595412615,541.8239078606298,-0.79
-0.78,0.02,51.0,1.0,1.0,196.3532248774913,533.5432337036655,-0.78
-0.77,0.02,51.0,1.0,1.0,196.33984542384292,525.85719297979,-0.77
-0.76,0.02,51.0,1.0,1.0,196.30651572746743,531.9817762805131,-0.76
-0.75,0.02,51.0,1.0,1.0,196.29205791562632,541.5347332640509,-0.75
-0.74,0.02,51.0,1.0,1.0,196.53433375918627,549.2716292819156,-0.74
-0.73,0.02,51.0,1.0,1.0,196.6951390198476,556.4333633249844,-0.73
-0.72,0.02,51.0,1.0,1.0,196.86614717184523,563.4653185068831,-0.72
-0.71,0.02,51.0,1.0,1.0,196.95018881964194,569.8746337956045,-0.71
-0.7,0.02,51.0,1.0,1.0,197.01643697531185,581.7998854389792,-0.7
-0.69,0.02,51.0,1.0,1.0,197.08041060939104,590.1147812445777,-0.69
-0.68,0.02,51.0,1.0,1.0,197.17132772447047,593.040943268027,-0.68
-0.67,0.02,51.0,1.0,1.0,197.17472664499365,587.4685175137002,-0.67
-0.66,0.02,51.0,1.0,1.0,197.22653477402554,590.7840128720636,-0.66
-0.65,0.02,51.0,1.0,1.0,197.20948944564412,594.2732513487955,-0.65
-0.64,0.02,51.0,1.0,1.0,197.23746146815444,595.8338697362799,-0.64
-0.63,0.02,51.0,1.0,1.0,197.34777310581634,594.9917709883257,-0.63
-0.62,0.02,51.0,1.0,1.0,197.57607595236945,593.1525823236308,-0.62
-0.61,0.02,51.0,1.0,1.0,197.596836684259,590.3822902500423,-0.61
-0.6,0.02,51.0,1.0,1.0,197.59940778529065,586.802722670044,-0.6
-0.59,0.02,51.0,1.0,1.0,197.61766283934,582.5769267170006,-0.59
-0.58,0.02,51.0,1.0,1.0,197.6496295110926,577.8874293239863,-0.58
-0.57,0.02,51.0,1.0,1.0,197.7009309963929,573.8168717203498,-0.57
-0.56,0.02,51.0,1.0,1.0,197.7508116259949,571.7635072781538,-0.56
-0.55,0.02,51.0,1.0,1.0,197.80487187031517,569.6946541183271,-0.55
-0.54,0.02,51.0,1.0,1.0,197.87005599215183,567.6820717792997,-0.54
-0.53,0.02,51.0,1.0,1.0,197.92729012188693,565.77994042752,-0.53
-0.52,0.02,51.0,1.0,1.0,197.98152869480498,564.0266442282146,-0.52
-0.51,0.02,51.0,1.0,1.0,198.04361457210896,562.4472217372261,-0.51
-0.5,0.02,51.0,1.0,1.0,198.09755008069945,561.0559651459236,-0.5
-0.49,0.02,51.0,1.0,1.0,198.14719317147888,559.8588755488128,-0.49
-0.48,0.02,51.0,1.0,1.0,198.19282606162446,558.8558092643352,-0.48
-0.47,0.02,51.0,1.0,1.0,198.23735259061522,558.0422289476156,-0.47
-0.46,0.02,51.0,1.0,1.0,198.28145424795636,557.4105437306007,-0.46
-0.45,0.02,51.0,1.0,1.0,198.32444304363563,556.9510908618112,-0.45
-0.44,0.02,51.0,1.0,1.0,198.36560356039163,556.6528645943007,-0.44
-0.43,0.02,51.0,1.0,1.0,198.40727408283925,556.1291271483232,-0.43
-0.42,0.02,51.0,1.0,1.0,198.4371491295493,555.509410872383,-0.42
-0.41,0.02,51.0,1.0,1.0,198.4650076806136,556.4506212736976,-0.41
-0.4,0.02,51.0,1.0,1.0,198.4860568335015,557.3935714571215,-0.4
-0.39,0.02,51.0,1.0,1.0,198.51226904873835,558.3386585395162,-0.39
-0.38,0.02,51.0,1.0,1.0,198.54149480134637,559.2860863919934,-0.38
-0.37,0.02,51.0,1.0,1.0,198.5698570010637,560.2358808443191,-0.37
-0.36,0.02,51.0,1.0,1.0,198.59693679574792,561.1879044702005,-0.36
-0.35,0.02,51.0,1.0,1.0,198.6223329544175,562.1418704103281,-0.35
-0.34,0.02,51.0,1.0,1.0,198.6458349286385,563.0973549023481,-0.34
-0.33,0.02,51.0,1.0,1.0,198.66752888234473,564.0538083627778,-0.33
-0.32,0.02,51.0,1.0,1.0,198.6949201093993,565.0105650106376,-0.32
-0.31,0.02,51.0,1.0,1.0,198.7231860646031,565.9668511306907,-0.31
-0.3,0.02,51.0,1.0,1.0,198.75033315656302,566.9217921524678,-0.3
-0.29,0.02,51.0,1.0,1.0,198.77579615734396,567.8744187713914,-0.29
-0.28,0.02,51.0,1.0,1.0,198.79764028809737,568.8236723653481,-0.28
-0.27,0.02,51.0,1.0,1.0,198.82079479229753,569.768409968937,-0.27
-0.26,0.02,51.0,1.0,1.0,198.8491522543293,570.707409061811,-0.26
-0.25,0.02,51.0,1.0,1.0,198.87723348492983,571.6393724117814,-0.25
-0.24,0.02,51.0,1.0,1.0,198.90488792275394,572.5629331889837,-0.24
-0.23,0.02,51.0,1.0,1.0,198.9315486982019,573.4766605392033,-0.23
-0.22,0.02,51.0,1.0,1.0,198.955764197266,574.3790657716411,-0.22
-0.21,0.02,51.0,1.0,1.0,198.9857172403198,575.2686092823458,-0.21
-0.2,0.02,51.0,1.0,1.0,199.0167137835283,576.1437082990205,-0.2
-0.19,0.02,51.0,1.0,1.0,199.04803365430143,577.0027454965655,-0.19
-0.18,0.02,51.0,1.0,1.0,199.0807481987713,577.8440784977356,-0.18
-0.17,0.02,51.0,1.0,1.0,199.11260374139076,578.6660502376939,-0.17
-0.16,0.02,51.0,1.0,1.0,199.1482038831181,579.467000137057,-0.16
-0.15,0.02,51.0,1.0,1.0,200.58501604554448,601.5482487949223,-0.15
-0.14,0.02,51.0,1.0,1.0,203.40900749928133,519.8391894170654,-0.14
-0.13,0.02,51.0,1.0,1.0,204.8802241184766,533.3120087298066,-0.13
-0.12,0.02,51.0,1.0,1.0,205.83726498093029,548.0290419517661,-0.12
-0.11,0.02,51.0,1.0,1.0,206.83675155030454,567.48849202344,-0.11
-0.1,0.02,51.0,1.0,1.0,209.25728309378988,534.7560624820004,-0.1
-0.09,0.02,51.0,1.0,1.0,210.512207366457,545.2588193962433,-0.09
-0.08,0.02,51.0,1.0,1.0,211.17810741462566,546.4682172517024,-0.08
-0.07,0.02,51.0,1.0,1.0,212.70865872488446,564.10416924758,-0.07
-0.06,0.02,51.0,1.0,1.0,213.91951393865943,524.9824953984829,-0.06
-0.05,0.02,51.0,1.0,1.0,215.09925794956195,585.5953766853647,-0.05
-0.04,0.02,51.0,1.0,1.0,217.6797940605123,527.7121654812331,-0.04
-0.03,0.02,51.0,1.0,1.0,218.172965448917,524.861321017443,-0.03
-0.02,0.02,51.0,1.0,1.0,219.43763646805965,568.8035013838883,-0.02
-0.01,0.02,51.0,1.0,1.0,222.03113364421841,552.8285048025366,-0.01
0.0,0.02,51.0,1.0,1.0,222.70872690231008,516.410464956776,0.0
-1.0,0.03,51.0,1.0,1.0,194.76289484271513,535.7555791120368,-1.0
-0.99,0.03,51.0,1.0,1.0,194.7450517169138,542.247261000212,-0.99
-0.98,0.03,51.0,1.0,1.0,194.85810200918976,558.9120322925081,-0.98
-0.97,0.03,51.0,1.0,1.0,195.10498683571137,573.8933401215978,-0.97
-0.96,0.03,51.0,1.0,1.0,195.21263592365867,568.6757009043353,-0.96
-0.95,0.03,51.0,1.0,1.0,195.35023418782947,568.1284058012471,-0.95
-0.94,0.03,51.0,1.0,1.0,195.37093463609617,571.9534321606156,-0.94
-0.93,0.03,51.0,1.0,1.0,195.3678504262882,574.4546067746273,-0.93
-0.92,0.03,51.0,1.0,1.0,195.39533845897625,572.9489764586207,-0.92
-0.91,0.03,51.0,1.0,1.0,195.42444363864493,571.3486942887826,-0.91
-0.9,0.03,51.0,1.0,1.0,195.45681240078275,569.6577480140046,-0.9
-0.89,0.03,51.0,1.0,1.0,195.4919581121014,567.9468865848651,-0.89
-0.88,0.03,51.0,1.0,1.0,195.52572020693358,566.4221071282702,-0.88
-0.87,0.03,51.0,1.0,1.0,195.55003328542614,565.4663425928479,-0.87
-0.86,0.03,51.0,1.0,1.0,195.61537451922703,565.5240426517623,-0.86
-0.85,0.03,51.0,1.0,1.0,195.63880724983323,566.8210305396442,-0.85
-0.84,0.03,51.0,1.0,1.0,195.64315973458315,569.2167856109799,-0.84
-0.83,0.03,51.0,1.0,1.0,195.7490830498596,569.813225920178,-0.83
-0.82,0.03,51.0,1.0,1.0,195.83710454582152,563.5737578360734,-0.82
-0.81,0.03,51.0,1.0,1.0,196.03858411168702,557.1978116407628,-0.81
-0.8,0.03,51.0,1.0,1.0,196.2648873978033,550.4555827807968,-0.8
-0.79,0.03,51.0,1.0,1.0,196.3302357823228,543.9485506000557,-0.79
-0.78,0.03,51.0,1.0,1.0,196.35245856650747,535.9958839299305,-0.78
-0.77,0.03,51.0,1.0,1.0,196.35771703435364,526.6934782194813,-0.77
-0.76,0.03,51.0,1.0,1.0,196.35916882077908,529.6297656953175,-0.76
-0.75,0.03,51.0,1.0,1.0,196.4297091192936,540.2030656664892,-0.75
-0.74,0.03,51.0,1.0,1.0,196.53226239092444,548.7215360673998,-0.74
-0.73,0.03,51.0,1.0,1.0,196.787589765568,556.3814091319097,-0.73
-0.72,0.03,51.0,1.0,1.0,196.88314188222606,563.7857011444597,-0.72
