MagCAPShock,Bond_Time,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-1.0,5.0,49.634681316522695,0.9732290454220136,0.5770257776008105,130.23966713577514,565.4934034701625,-1.0
-0.99,5.0,49.67707835690133,0.9740603599392418,0.5878013239232502,156.6661573954551,544.0876446529122,-0.99
-0.98,5.0,49.719726019995356,0.97489658862736,0.5985768702456901,148.4691611783805,528.5607467291352,-0.98
-0.97,5.0,49.76240268533044,0.9757333859868714,0.6093524165681298,138.21003372494556,604.1717729408088,-0.97
-0.96,5.0,49.8050439735858,0.976569489678153,0.6201279628905696,163.54378838935236,524.6572079843002,-0.96
-0.95,5.0,49.8476504141877,0.9774049100821117,0.6309035092130094,160.50377970584896,524.7216942713632,-0.95
-0.94,5.0,49.89022319845637,0.978239670557968,0.6416790555354492,153.34973498538756,523.1032049171879,-0.94
-0.93,5.0,49.93276821596493,0.9790738865875476,0.6524546018578891,202.66669108492667,525.4886483403301,-0.93
-0.92,5.0,49.975343395898044,0.9799086940372166,0.6632301481803288,175.33743467180648,559.3424616708168,-0.92
-0.91,5.0,50.017885061953905,0.9807428443520374,0.6740056945027683,203.23768374296924,526.0229030970753,-0.91
-0.9,5.0,50.06039707237368,0.9815764131837977,0.6847812408252083,202.74157246558144,525.0537020892141,-0.9
-0.89,5.0,50.10288735116442,0.9824095559051846,0.6955567871476477,220.27514508329728,526.325850235912,-0.89
-0.88,5.0,50.145404966367565,0.9832432346346581,0.7063323334700877,225.58819209646893,526.4088362144732,-0.88
-0.87,5.0,50.185040724728054,0.9840204063672168,0.7171078797925272,216.87931484883,526.4979048659742,-0.87
-0.86,5.0,50.21797742361533,0.9846662239924575,0.7278834261149674,222.7755241570422,514.5766330122402,-0.86
-0.85,5.0,50.25016588752156,0.98529737034356,0.7386589724374069,225.0945632445645,498.882365677729,-0.85
-0.84,5.0,50.28250134154547,0.9859313988538327,0.7494345187598469,235.85995179878802,491.5428429428669,-0.84
-0.83,5.0,50.314805013643124,0.9865648041890809,0.7602100650822865,238.2865964728471,486.1821815418878,-0.83
-0.82,5.0,50.34709660431952,0.987197972633716,0.7709856114047264,251.5310803604522,481.32403708959305,-0.82
-0.81,5.0,50.37939122300415,0.9878312004510618,0.781761157727166,255.6281131722447,476.7619402629613,-0.81
-0.8,5.0,50.41165115698165,0.9884637481761107,0.7925367040496057,277.14536942931625,472.1241480177296,-0.8
-0.79,5.0,50.44387593985914,0.9890956066639047,0.8033122503720457,272.9236601991413,467.7671169502839,-0.79
-0.78,5.0,50.47606578453545,0.9897267800889304,0.8140877966944855,280.35328210252175,464.2385499930276,-0.78
-0.77,5.0,50.508221424879494,0.9903572828407744,0.8248633430169251,283.1848263784591,460.75191474571045,-0.77
-0.76,5.0,50.5403442150167,0.9909871414709157,0.835638889339365,285.76126940680314,457.8816387965812,-0.76
-0.75,5.0,50.57243627888548,0.9916163976252056,0.8464144356618047,286.3800182035547,456.55669501082696,-0.75
-0.74,5.0,50.6045006536133,0.9922451108551628,0.8571899819842447,288.9322684647583,456.45849893783264,-0.74
-0.73,5.0,50.636541389941655,0.9928733605870913,0.867965528306684,292.5167637024022,456.8408983522747,-0.73
-0.72,5.0,50.66856356965225,0.9935012464637696,0.878741074629124,294.082516643561,457.22996718534904,-0.72
-0.71,5.0,50.70057319798498,0.9941288862349996,0.8895166209515638,294.86761083421453,457.49310291194513,-0.71
-0.7,5.0,50.73257693987541,0.9947564105857923,0.9002921672740035,295.6194751941175,457.6449411689317,-0.7
-0.69,5.0,50.7645817081784,0.9953839550623215,0.9110677135964433,300.5152522779096,457.72659246475786,-0.69
-0.68,5.0,50.7965942196518,0.9960116513657216,0.9218432599188828,323.3937845281622,457.7694115422606,-0.68
-0.67,5.0,50.82862094282523,0.9966396263299065,0.9326188062413228,325.8743291544998,457.7919537920108,-0.67
-0.66,5.0,50.86066983865036,0.9972680360519678,0.9433943525637623,326.2285757147688,457.80416177859627,-0.66
-0.65,5.0,50.89240181804968,0.9978902317264643,0.9541698988862024,326.53348266317096,455.446352286044,-0.65
-0.64,5.0,50.92363674316125,0.998502681238456,0.9649454452086419,326.8334347107654,449.84525026199566,-0.64
-0.63,5.0,50.95484102301332,0.9991145298630063,0.9757209915310822,327.11283748593826,442.85061594362986,-0.63
-0.62,5.0,50.985718404976225,0.999719968725024,0.9864965378535215,327.3923476277741,432.26157674618685,-0.62
-0.61,5.0,50.99727208417596,0.9999465114544306,0.9972720841759617,327.67438585299044,415.4882765050839,-0.61
-0.6,5.0,51.0,1.0,1.0,327.95750120340955,397.5409529005186,-0.6
-0.59,5.0,51.0,1.0,1.0,328.24179352986744,397.94740702075444,-0.59
-0.58,5.0,51.0,1.0,1.0,328.5269522520042,398.09783502499073,-0.58
-0.57,5.0,51.0,1.0,1.0,328.8127264239504,398.1085794786468,-0.57
-0.56,5.0,51.0,1.0,1.0,329.1001397694318,398.1097423272892,-0.56
-0.55,5.0,51.0,1.0,1.0,329.3889411733113,398.10988081423085,-0.55
-0.54,5.0,51.0,1.0,1.0,329.67905253262705,398.10989565335456,-0.54
-0.53,5.0,51.0,1.0,1.0,329.97047777870534,398.109896957707,-0.53
-0.52,5.0,51.0,1.0,1.0,330.2632419313005,398.10989704727433,-0.52
-0.51,5.0,51.0,1.0,1.0,330.5574285050956,398.10989705191764,-0.51
-0.5,5.0,51.0,1.0,1.0,330.8525008864527,398.1098970520943,-0.5
-0.49,5.0,51.0,1.0,1.0,331.14994522037006,398.10989705209914,-0.49
-0.48,5.0,51.0,1.0,1.0,331.44929263551103,398.10989705209926,-0.48
-0.47,5.0,51.0,1.0,1.0,331.7497646628499,398.10989705209926,-0.47
-0.46,5.0,51.0,1.0,1.0,332.0537372521073,398.10989705209926,-0.46
-0.45,5.0,51.0,1.0,1.0,332.3606398303594,398.10989705209926,-0.45
-0.44,5.0,51.0,1.0,1.0,332.66983933385416,398.10989705209926,-0.44
-0.43,5.0,51.0,1.0,1.0,332.9851655924089,398.10989705209926,-0.43
-0.42,5.0,51.0,1.0,1.0,333.3089447458674,398.10989705209926,-0.42
-0.41,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.41
-0.4,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.4
-0.39,5.0,51.0,1.0,1.0,333.4856696432249,398.10989705209926,-0.39
-0.38,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.38
-0.37,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.37
-0.36,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.36
-0.35,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.35
-0.34,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.34
-0.33,5.0,51.0,1.0,1.0,333.485669643225,398.10989705209926,-0.33
-0.32,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.32
-0.31,5.0,51.0,1.0,1.0,333.485669643225,398.10989705209926,-0.31
-0.3,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.3
-0.29,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.29
-0.28,5.0,51.0,1.0,1.0,333.48566964322464,398.10989705209926,-0.28
-0.27,5.0,51.0,1.0,1.0,333.48566964322475,398.10989705209926,-0.27
-0.26,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.26
-0.25,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.25
-0.24,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.24
-0.23,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.23
-0.22,5.0,51.0,1.0,1.0,333.4856696432249,398.10989705209926,-0.22
-0.21,5.0,51.0,1.0,1.0,333.4856696432249,398.10989705209926,-0.21
-0.2,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.2
-0.19,5.0,51.0,1.0,1.0,333.48566964322475,398.10989705209926,-0.19
-0.18,5.0,51.0,1.0,1.0,333.48566964322464,398.10989705209926,-0.18
-0.17,5.0,51.0,1.0,1.0,333.4856696432249,398.10989705209926,-0.17
-0.16,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.16
-0.15,5.0,51.0,1.0,1.0,333.48566964322475,398.10989705209926,-0.15
-0.14,5.0,51.0,1.0,1.0,333.485669643225,398.10989705209926,-0.14
-0.13,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209926,-0.13
-0.12,5.0,51.0,1.0,1.0,333.485669643225,398.10989705209926,-0.12
-0.11,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209926,-0.11
-0.1,5.0,51.0,1.0,1.0,333.48566964322475,398.10989705209926,-0.1
-0.09,5.0,51.0,1.0,1.0,333.48566964322464,398.10989705209926,-0.09
-0.08,5.0,51.0,1.0,1.0,333.4856696432249,398.10989705209926,-0.08
-0.07,5.0,51.0,1.0,1.0,333.48566964322464,398.1098970520992,-0.07
-0.06,5.0,51.0,1.0,1.0,333.48566964322475,398.10989705209914,-0.06
-0.05,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209914,-0.05
-0.04,5.0,51.0,1.0,1.0,333.485669643225,398.10989705209914,-0.04
-0.03,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209914,-0.03
-0.02,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209914,-0.02
-0.01,5.0,51.0,1.0,1.0,333.4856696432248,398.10989705209914,-0.01
0.0,5.0,51.0,1.0,1.0,333.48566964322487,398.10989705209914,0.0
-1.0,6.0,49.66592235722091,0.9738416148474688,0.5770257776008105,149.26286921794087,525.2922855369327,-1.0
-0.99,6.0,49.708186025563975,0.9746703142267447,0.5878013239232502,126.93924823713654,603.4257371833245,-0.99
-0.98,6.0,49.75079117007765,0.9755057092172088,0.5985768702456901,131.1460265868126,564.2997657685899,-0.98
-0.97,6.0,49.79350408868807,0.9763432174252562,0.6093524165681298,151.76885731879563,526.3012035574557,-0.97
-0.96,6.0,49.836214953021226,0.9771806853533573,0.6201279628905696,150.38211675457865,525.8165456237303,-0.96
-0.95,6.0,49.87892861867317,0.9780182082092779,0.6309035092130094,149.25929650394082,534.2522060981349,-0.95
-0.94,6.0,49.92164933374865,0.9788558692891891,0.6416790555354492,165.20956110261056,526.4256387588583,-0.94
-0.93,6.0,49.96438425952912,0.9796938090103748,0.6524546018578891,178.90951525025739,526.4410529810934,-0.93
-0.92,6.0,50.007209431531834,0.9805335182653301,0.6632301481803288,178.92377634075999,526.4475933803935,-0.92
-0.91,6.0,50.05021379896064,0.981376741156091,0.6740056945027683,189.02357049372628,526.4444475228516,-0.91
-0.9,6.0,50.088988214818286,0.9821370238199664,0.6847812408252083,204.53853355900344,526.4417009264722,-0.9
-0.89,6.0,50.12186164554201,0.9827816008929806,0.6955567871476477,202.33585303092042,526.4420659928871,-0.89
-0.88,6.0,50.15450768457772,0.9834217193054455,0.7063323334700877,228.4062480345033,523.1014400586952,-0.88
-0.87,6.0,50.186798881847835,0.9840548800362321,0.7171078797925272,214.92103000201755,511.71813481787945,-0.87
-0.86,6.0,50.218819175947424,0.9846827289401455,0.7278834261149674,223.14772085704155,490.81777381122885,-0.86
-0.85,6.0,50.250953143854005,0.9853128067422354,0.7386589724374069,226.81268541126477,475.5179128768381,-0.85
-0.84,6.0,50.28328704756102,0.9859468048541377,0.7494345187598469,232.20426337270752,468.3496580045879,-0.84
-0.83,6.0,50.31558850843539,0.9865801668320665,0.7602100650822865,241.2151071372661,463.28397469049236,-0.83
-0.82,6.0,50.347882527557694,0.9872133828932881,0.7709856114047264,248.46532022082633,459.5259552061434,-0.82
-0.81,6.0,50.380188210912905,0.9878468276649589,0.781761157727166,257.9339145320594,456.8424631919742,-0.81
-0.8,6.0,50.41246120727006,0.9884796315150993,0.7925367040496057,264.36638363813796,454.6791363684532,-0.8
-0.79,6.0,50.44470262380604,0.9891118161530595,0.8033122503720457,279.00018140556296,454.0136310626576,-0.79
-0.78,6.0,50.47691477217509,0.989743426905394,0.8140877966944855,281.89106954642864,455.93727191308164,-0.78
-0.77,6.0,50.50910092197447,0.9903745278818524,0.8248633430169251,282.89993469347576,456.6840642868648,-0.77
-0.76,6.0,50.54126531830369,0.9910052023196801,0.835638889339365,281.1738711835114,457.0466400284452,-0.76
-0.75,6.0,50.57341317514752,0.991635552453873,0.8464144356618047,288.8073377093885,457.32850855955456,-0.75
-0.74,6.0,50.605550558955485,0.9922656972344213,0.8571899819842447,291.6885167977867,457.51955367307096,-0.74
-0.73,6.0,50.637684121437694,0.9928957670870137,0.867965528306684,293.5610235630986,457.63832107399816,-0.73
-0.72,6.0,50.66982066740994,0.9935258954394105,0.878741074629124,292.7717788364433,457.7089577593836,-0.72
-0.71,6.0,50.70196657917844,0.9941562074348713,0.8895166209515638,297.15408728971374,457.75018295238056,-0.71
-0.7,6.0,50.73412716662696,0.994786807188764,0.9002921672740035,297.39726137790524,457.7741314890391,-0.7
-0.69,6.0,50.76630607519778,0.9954177661803487,0.9110677135964433,303.9276380721521,457.7879483184236,-0.69
-0.68,6.0,50.7984779383839,0.9960485870271353,0.9218432599188828,325.6222204928857,456.89940965995874,-0.68
-0.67,6.0,50.82982777150322,0.996663289637318,0.9326188062413228,325.9252206587269,452.6961937722612,-0.67
-0.66,6.0,50.861135952935456,0.9972771755477541,0.9433943525637623,326.22893065636,448.4447468794439,-0.66
-0.65,6.0,50.89240181804968,0.9978902317264643,0.9541698988862024,326.53348266317096,444.05810171648926,-0.65
-0.64,6.0,50.92363674316125,0.998502681238456,0.9649454452086419,326.8334347107654,439.2670516861256,-0.64
-0.63,6.0,50.95484102301332,0.9991145298630063,0.9757209915310822,327.11283748593826,433.284880584622,-0.63
-0.62,6.0,50.985718404976225,0.999719968725024,0.9864965378535215,327.3923476277741,424.21339615549084,-0.62
-0.61,6.0,50.99727208417596,0.9999465114544306,0.9972720841759617,327.67438585299044,409.5378699461916,-0.61
-0.6,6.0,51.0,1.0,1.0,327.95750120340955,397.08559192799487,-0.6
-0.59,6.0,51.0,1.0,1.0,328.24179352986744,397.97961123951694,-0.59
-0.58,6.0,51.0,1.0,1.0,328.5269522520042,398.0954962083148,-0.58
-0.57,6.0,51.0,1.0,1.0,328.8127264239504,398.1071525804683,-0.57
-0.56,6.0,51.0,1.0,1.0,329.1001397694318,398.108943068193,-0.56
-0.55,6.0,51.0,1.0,1.0,329.3889411733113,398.1092536215828,-0.55
-0.54,6.0,51.0,1.0,1.0,329.67905253262705,398.1093045757188,-0.54
-0.53,6.0,51.0,1.0,1.0,329.97047777870534,398.1093119101156,-0.53
-0.52,6.0,51.0,1.0,1.0,330.2632419313005,398.1093128052259,-0.52
-0.51,6.0,51.0,1.0,1.0,330.5574285050956,398.1093128960967,-0.51
-0.5,6.0,51.0,1.0,1.0,330.8525008864526,398.1093129036803,-0.5
-0.49,6.0,51.0,1.0,1.0,331.14994522037006,398.109312904198,-0.49
-0.48,6.0,51.0,1.0,1.0,331.44929263551103,398.10931290422707,-0.48
-0.47,6.0,51.0,1.0,1.0,331.7497646628499,398.1093129042285,-0.47
-0.46,6.0,51.0,1.0,1.0,332.0537372521073,398.10931290422855,-0.46
-0.45,6.0,51.0,1.0,1.0,332.3606398303594,398.10931290422855,-0.45
-0.44,6.0,51.0,1.0,1.0,332.66983933385416,398.10931290422855,-0.44
-0.43,6.0,51.0,1.0,1.0,332.9851655924089,398.10931290422855,-0.43
-0.42,6.0,51.0,1.0,1.0,333.3089447458674,398.10931290422855,-0.42
-0.41,6.0,51.0,1.0,1.0,333.4856696432248,398.10931290422855,-0.41
-0.4,6.0,51.0,1.0,1.0,333.4856696432248,398.10931290422855,-0.4
-0.39,6.0,51.0,1.0,1.0,333.4856696432249,398.10931290422855,-0.39
-0.38,6.0,51.0,1.0,1.0,333.4856696432248,398.10931290422855,-0.38
-0.37,6.0,51.0,1.0,1.0,333.48566964322487,398.10931290422855,-0.37
-0.36,6.0,51.0,1.0,1.0,333.48566964322487,398.10931290422855,-0.36
-0.35,6.0,51.0,1.0,1.0,333.48566964322487,398.10931290422855,-0.35
-0.34,6.0,51.0,1.0,1.0,333.4856696432248,398.10931290422855,-0.34
-0.33,6.0,51.0,1.0,1.0,333.485669643225,398.10931290422855,-0.33
-0.32,6.0,51.0,1.0,1.0,333.4856696432248,398.10931290422855,-0.32
-0.31,6.0,51.0,1.0,1.0,333.485669643225,398.10931290422855,-0.31
-0.3,6.0,51.0,1.0,1.0,333.48566964322487,398.10931290422855,-0.3
-0.29,6.0,51.0,1.0,1.0,333.48566964322487,398.10931290422855,-0.29
-0.28,6.0,51.0,1.0,1.0,333.48566964322464,398.10931290422855,-0.28
