MagCAPShock,FixedPropRates,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.15,0.0,51.0,1.0,1.0,160.6338057707832,251.4160454326224,-0.15
-0.14,0.0,51.0,1.0,1.0,160.63380577078308,251.41565327256328,-0.14
-0.13,0.0,51.0,1.0,1.0,160.63380577078314,251.4155775890053,-0.13
-0.12,0.0,51.0,1.0,1.0,160.63380577078325,251.41361477940805,-0.12
-0.11,0.0,51.0,1.0,1.0,160.6338057707832,251.41012263979044,-0.11
-0.1,0.0,51.0,1.0,1.0,160.6338057707831,251.40476795736606,-0.1
-0.09,0.0,51.0,1.0,1.0,160.6338057707831,251.39657360274992,-0.09
-0.08,0.0,51.0,1.0,1.0,160.63380577078317,251.38404186599527,-0.08
-0.07,0.0,51.0,1.0,1.0,160.63380577078323,251.36486235181172,-0.07
-0.06,0.0,51.0,1.0,1.0,160.63380577078317,251.33542868584695,-0.06
-0.05,0.0,51.0,1.0,1.0,160.63380577078314,251.33273974545023,-0.05
-0.04,0.0,51.0,1.0,1.0,160.6338057707831,251.33273974545023,-0.04
-0.03,0.0,51.0,1.0,1.0,160.6338057707832,251.33273974545023,-0.03
-0.02,0.0,51.0,1.0,1.0,160.6338057707832,251.33273974545023,-0.02
-0.01,0.0,51.0,1.0,1.0,160.6338057707832,251.33273974545023,-0.01
0.0,0.0,51.0,1.0,1.0,160.63380577078317,251.33273974545023,0.0
-1.0,0.01,50.515365024123454,0.9904973534141854,0.8322193363904891,154.64578888910913,285.0072199930315,-1.0
-0.99,0.01,50.53282900257227,0.9908397843641622,0.8380061695711624,154.7302171676396,285.7120243406358,-0.99
-0.98,0.01,50.550288099358255,0.9911821195952599,0.8437930027518356,154.82031468621355,286.3179984065271,-0.98
-0.97,0.01,50.56774297071605,0.9915243719748245,0.8495798359325089,154.91087087272982,286.74266324655633,-0.97
-0.96,0.01,50.58512821131122,0.9918652590453181,0.8553666691131823,154.9985368622525,286.78094025800715,-0.96
-0.95,0.01,50.602415456499,0.9922042246372353,0.8611535022938555,155.0819617687227,285.9582683219023,-0.95
-0.94,0.01,50.61969049357019,0.9925429508543174,0.8669403354745288,155.15969698969533,285.1919255421108,-0.94
-0.93,0.01,50.63695332683167,0.9928814377810132,0.8727271686552021,155.24345922537057,284.54141197456414,-0.93
-0.92,0.01,50.65420395943951,0.9932196854792061,0.8785140018358751,155.32738586357544,284.03297043903575,-0.92
-0.91,0.01,50.67144239321428,0.9935576939845937,0.8843008350165485,155.41147205668162,283.58889049323625,-0.91
-0.9,0.01,50.688668628440475,0.9938954633027544,0.8900876681972218,155.49571709977945,283.06458017339423,-0.9
-0.89,0.01,50.70588266364918,0.9942329934048858,0.895874501377895,155.58008768804763,282.40950776997363,-0.89
-0.88,0.01,50.72308449538315,0.9945702842231989,0.9016613345585685,155.65821777523556,281.66669129896894,-0.88
-0.87,0.01,50.74028042699917,0.9949074593529249,0.9074481677392415,155.7430424574043,280.878469924359,-0.87
-0.86,0.01,50.75746605189812,0.9952444323901593,0.9132350009199148,155.828044300168,280.0622012846194,-0.86
-0.85,0.01,50.774638985454914,0.9955811565775473,0.919021834100588,155.913193590116,279.24012919296905,-0.85
-0.84,0.01,50.79179921527229,0.9959176316720058,0.9248086672812615,155.9984881671958,278.41689767635063,-0.84
-0.83,0.01,50.808946722960826,0.9962538573129573,0.9305955004619346,156.07675032316197,277.591737222539,-0.83
-0.82,0.01,50.82608148129713,0.9965898329666104,0.936382333642608,156.1623157505885,276.76325527736776,-0.82
-0.81,0.01,50.843203449442996,0.9969255578322156,0.9421691668232811,156.24802212986197,275.9288904711272,-0.81
-0.8,0.01,50.860312564709396,0.9972610306805764,0.9479560000039545,156.3338692648336,275.08388691608076,-0.8
-0.79,0.01,50.87740872834448,0.997596249575382,0.953742833184628,156.41985019926352,274.219386944547,-0.79
-0.78,0.01,50.89449178148165,0.9979312114016009,0.9595296663653011,156.5059618718129,273.3178448189975,-0.78
-0.77,0.01,50.91156146650667,0.9982659111079739,0.9653164995459741,156.58436671971506,272.34864121029216,-0.77
-0.76,0.01,50.92861737220489,0.9986003406314684,0.9711033327266476,156.67071136672294,271.2625476869808,-0.76
-0.75,0.01,50.9456588789833,0.998934487823202,0.9768901659073207,156.7571728115957,269.9720435831903,-0.75
-0.74,0.01,50.962685176024365,0.9992683367847914,0.9826769990879943,156.84374385145816,268.336598829799,-0.74
-0.73,0.01,50.9796955242296,0.9996018730241097,0.9884638322686674,156.9304189300161,266.19443539585234,-0.73
-0.72,0.01,50.99425066544934,0.9998872679499872,0.9942506654493406,157.01719977608641,263.4230072913119,-0.72
-0.71,0.01,51.0,1.0,1.0,157.09577981539158,260.0866207370225,-0.71
-0.7,0.01,51.0,1.0,1.0,157.18281793118064,256.59948528066974,-0.7
-0.69,0.01,51.0,1.0,1.0,157.27000575570796,253.6756300549235,-0.69
-0.68,0.01,51.0,1.0,1.0,157.35734351249053,251.8166973792787,-0.68
-0.67,0.01,51.0,1.0,1.0,157.44480910200622,250.91158153226118,-0.67
-0.66,0.01,51.0,1.0,1.0,157.5323876394251,250.5509211678222,-0.66
-0.65,0.01,51.0,1.0,1.0,157.62003426694844,250.44062206081085,-0.65
-0.64,0.01,51.0,1.0,1.0,157.69933667534684,250.44996066605762,-0.64
-0.63,0.01,51.0,1.0,1.0,157.78723477528627,250.51676268219097,-0.63
-0.62,0.01,51.0,1.0,1.0,157.87524899059247,250.6108825737543,-0.62
-0.61,0.01,51.0,1.0,1.0,157.9633788155369,250.7156130064555,-0.61
-0.6,0.01,51.0,1.0,1.0,158.0516242021337,250.82076525666514,-0.6
-0.59,0.01,51.0,1.0,1.0,158.13998551230296,250.92003245434492,-0.59
-0.58,0.01,51.0,1.0,1.0,158.2283998073247,251.00977656436285,-0.58
-0.57,0.01,51.0,1.0,1.0,158.3088384219583,251.08827309658827,-0.57
-0.56,0.01,51.0,1.0,1.0,158.3975115571826,251.15513381736477,-0.56
-0.55,0.01,51.0,1.0,1.0,158.48630819538147,251.21084434664948,-0.55
-0.54,0.01,51.0,1.0,1.0,158.5752300704683,251.25640532118283,-0.54
-0.53,0.01,51.0,1.0,1.0,158.66427920246088,251.29306906959488,-0.53
-0.52,0.01,51.0,1.0,1.0,158.7534579056446,251.32215836216537,-0.52
-0.51,0.01,51.0,1.0,1.0,158.84276879318438,251.34495060030966,-0.51
-0.5,0.01,51.0,1.0,1.0,158.92592191866405,251.36261091860518,-0.5
-0.49,0.01,51.0,1.0,1.0,159.0154121056732,251.37615981637478,-0.49
-0.48,0.01,51.0,1.0,1.0,159.10502564196182,251.38646382783404,-0.48
-0.47,0.01,51.0,1.0,1.0,159.19476029660453,251.39424058772454,-0.47
-0.46,0.01,51.0,1.0,1.0,159.28461343529221,251.40007208819537,-0.46
-0.45,0.01,51.0,1.0,1.0,159.3745821938963,251.40442185744172,-0.45
-0.44,0.01,51.0,1.0,1.0,159.46466383094395,251.40765325010372,-0.44
-0.43,0.01,51.0,1.0,1.0,159.55482191238914,251.41004710347724,-0.43
-0.42,0.01,51.0,1.0,1.0,159.64232065068379,251.41181776776122,-0.42
-0.41,0.01,51.0,1.0,1.0,159.73139308471562,251.41312703680146,-0.41
-0.4,0.01,51.0,1.0,1.0,159.82041430813396,251.4140598579669,-0.4
-0.39,0.01,51.0,1.0,1.0,159.90940370148698,251.41405836652453,-0.39
-0.38,0.01,51.0,1.0,1.0,159.99841099542607,251.41405695614438,-0.38
-0.37,0.01,51.0,1.0,1.0,160.0875439778292,251.4140556377749,-0.37
-0.36,0.01,51.0,1.0,1.0,160.17704640284134,251.41405442097826,-0.36
-0.35,0.01,51.0,1.0,1.0,160.26770295148387,251.41405330201943,-0.35
-0.34,0.01,51.0,1.0,1.0,160.3465259770447,251.41405306533954,-0.34
-0.33,0.01,51.0,1.0,1.0,160.4181333681921,251.41405307492033,-0.33
-0.32,0.01,51.0,1.0,1.0,160.50332350940892,251.41405307148162,-0.32
-0.31,0.01,51.0,1.0,1.0,160.58938681991935,251.4140530675749,-0.31
-0.3,0.01,51.0,1.0,1.0,160.63380577078317,251.41405306340496,-0.3
-0.29,0.01,51.0,1.0,1.0,160.6338057707831,251.41405305895393,-0.29
-0.28,0.01,51.0,1.0,1.0,160.63380577078317,251.41405305202608,-0.28
-0.27,0.01,51.0,1.0,1.0,160.63380577078314,251.41405206233287,-0.27
-0.26,0.01,51.0,1.0,1.0,160.6338057707832,251.41405057491335,-0.26
-0.25,0.01,51.0,1.0,1.0,160.63380577078317,251.41404834903668,-0.25
-0.24,0.01,51.0,1.0,1.0,160.6338057707832,251.41404530985528,-0.24
-0.23,0.01,51.0,1.0,1.0,160.63380577078314,251.41404485041264,-0.23
-0.22,0.01,51.0,1.0,1.0,160.6338057707832,251.4140442467576,-0.22
-0.21,0.01,51.0,1.0,1.0,160.6338057707832,251.41404360455687,-0.21
-0.2,0.01,51.0,1.0,1.0,160.63380577078317,251.41403974139754,-0.2
-0.19,0.01,51.0,1.0,1.0,160.63380577078323,251.4139919371396,-0.19
-0.18,0.01,51.0,1.0,1.0,160.63380577078317,251.41392380983308,-0.18
