MagCAPShock,Decay_hard,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.61,0.03,50.99727208417596,0.9999465114544306,0.9972720841759617,327.7037565023645,454.80611680363535,-0.61
-0.6,0.03,51.0,1.0,1.0,327.9862310699986,445.4006517154082,-0.6
-0.59,0.03,51.0,1.0,1.0,328.2700852470418,438.0928153494057,-0.59
-0.58,0.03,51.0,1.0,1.0,328.55514284791235,433.11305172797813,-0.58
-0.57,0.03,51.0,1.0,1.0,328.8404871898197,429.242865651002,-0.57
-0.56,0.03,51.0,1.0,1.0,329.1272044166596,425.7491654156902,-0.56
-0.55,0.03,51.0,1.0,1.0,329.41540571887936,422.35347705538624,-0.55
-0.54,0.03,51.0,1.0,1.0,329.7049245932769,418.9605488292536,-0.54
-0.53,0.03,51.0,1.0,1.0,329.9957080403657,415.53389507589463,-0.53
-0.52,0.03,51.0,1.0,1.0,330.2877633704817,412.05293390494245,-0.52
-0.51,0.03,51.0,1.0,1.0,330.58114005959095,408.5039383517423,-0.51
-0.5,0.03,51.0,1.0,1.0,330.87592148032223,404.9000772995816,-0.5
-0.49,0.03,51.0,1.0,1.0,331.17222199981154,401.3535855909142,-0.49
-0.48,0.03,51.0,1.0,1.0,331.4701888577592,398.14195565627705,-0.48
-0.47,0.03,51.0,1.0,1.0,331.77001165223845,395.92762646996664,-0.47
-0.46,0.03,51.0,1.0,1.0,332.07194675269136,395.0109523549707,-0.46
-0.45,0.03,51.0,1.0,1.0,332.37637297620597,394.9912257089667,-0.45
-0.44,0.03,51.0,1.0,1.0,332.68392141972186,395.27124773969155,-0.44
-0.43,0.03,51.0,1.0,1.0,332.99583701117365,395.54266635371954,-0.43
-0.42,0.03,51.0,1.0,1.0,333.3155131404688,395.72542797371466,-0.42
-0.41,0.03,51.0,1.0,1.0,333.4856696432248,395.75585488415027,-0.41
-0.4,0.03,51.0,1.0,1.0,333.4856696432248,395.74184007611603,-0.4
-0.39,0.03,51.0,1.0,1.0,333.4856696432249,395.72754427294507,-0.39
-0.38,0.03,51.0,1.0,1.0,333.4856696432248,395.71296958049487,-0.38
-0.37,0.03,51.0,1.0,1.0,333.48566964322487,395.69811871414873,-0.37
-0.36,0.03,51.0,1.0,1.0,333.48566964322487,395.6829950366331,-0.36
-0.35,0.03,51.0,1.0,1.0,333.48566964322487,395.667599727784,-0.35
-0.34,0.03,51.0,1.0,1.0,333.4856696432248,395.64977527233236,-0.34
-0.33,0.03,51.0,1.0,1.0,333.485669643225,395.6314248503514,-0.33
-0.32,0.03,51.0,1.0,1.0,333.4856696432248,395.61253180282733,-0.32
-0.31,0.03,51.0,1.0,1.0,333.485669643225,395.59307888755467,-0.31
-0.3,0.03,51.0,1.0,1.0,333.48566964322487,395.57304829299085,-0.3
-0.29,0.03,51.0,1.0,1.0,333.48566964322487,395.5524216558657,-0.29
-0.28,0.03,51.0,1.0,1.0,333.48566964322464,395.5310618353271,-0.28
-0.27,0.03,51.0,1.0,1.0,333.48566964322475,395.5089223684547,-0.27
-0.26,0.03,51.0,1.0,1.0,333.4856696432248,395.4860534761105,-0.26
-0.25,0.03,51.0,1.0,1.0,333.48566964322487,395.4624128024579,-0.25
-0.24,0.03,51.0,1.0,1.0,333.48566964322487,395.43756048760804,-0.24
-0.23,0.03,51.0,1.0,1.0,333.4856696432248,395.4107900482064,-0.23
-0.22,0.03,51.0,1.0,1.0,333.4856696432249,395.37753211448944,-0.22
-0.21,0.03,51.0,1.0,1.0,333.4856696432249,395.3214554974986,-0.21
-0.2,0.03,51.0,1.0,1.0,333.4856696432248,395.2141342735778,-0.2
-0.19,0.03,51.0,1.0,1.0,333.48566964322475,394.93445485734713,-0.19
-0.18,0.03,51.0,1.0,1.0,333.48566964322464,394.066184366256,-0.18
-0.17,0.03,51.0,1.0,1.0,333.4856696432249,386.6010617248738,-0.17
-0.16,0.03,51.0,1.0,1.0,333.48566964322487,390.3254894174065,-0.16
-0.15,0.03,51.0,1.0,1.0,333.48566964322475,390.9599544718948,-0.15
-0.14,0.03,51.0,1.0,1.0,333.485669643225,391.2335585388396,-0.14
-0.13,0.03,51.0,1.0,1.0,333.4856696432248,391.50718471286706,-0.13
-0.12,0.03,51.0,1.0,1.0,333.485669643225,391.78083551453136,-0.12
-0.11,0.03,51.0,1.0,1.0,333.48566964322487,392.0545102032901,-0.11
-0.1,0.03,51.0,1.0,1.0,333.48566964322475,392.32820721007084,-0.1
-0.09,0.03,51.0,1.0,1.0,333.48566964322464,392.6019249232544,-0.09
-0.08,0.03,51.0,1.0,1.0,333.4856696432249,392.87566192300494,-0.08
-0.07,0.03,51.0,1.0,1.0,333.48566964322464,393.1494170267209,-0.07
-0.06,0.03,51.0,1.0,1.0,333.48566964322475,393.42318927265154,-0.06
-0.05,0.03,51.0,1.0,1.0,333.48566964322487,393.4689838254392,-0.05
-0.04,0.03,51.0,1.0,1.0,333.485669643225,393.4689838254393,-0.04
-0.03,0.03,51.0,1.0,1.0,333.48566964322487,393.4689838254393,-0.03
-0.02,0.03,51.0,1.0,1.0,333.48566964322487,393.468983825439,-0.02
-0.01,0.03,51.0,1.0,1.0,333.4856696432248,393.4689838254391,-0.01
0.0,0.03,51.0,1.0,1.0,333.48566964322487,393.46898382543907,0.0
-1.0,0.035,49.5737786326296,0.9720348751496,0.5770257776008105,143.99702930527113,522.9736527000165,-1.0
-0.99,0.035,49.61635398030756,0.9728696858883835,0.5878013239232502,126.48359805353228,578.2273635511773,-0.99
-0.98,0.035,49.65930661364408,0.973711894385178,0.5985768702456901,135.76411913926057,524.7507257062751,-0.98
-0.97,0.035,49.702456348664555,0.9745579676208737,0.6093524165681298,144.51823528558376,521.8903514582144,-0.97
-0.96,0.035,49.74561107649991,0.9754041387549003,0.6201279628905696,159.26363907203327,521.6606892020885,-0.96
-0.95,0.035,49.78877661485227,0.9762505218598484,0.6309035092130094,169.7128953736352,521.9439639534878,-0.95
-0.94,0.035,49.831958014990704,0.9770972159802099,0.6416790555354492,167.8856471859969,522.8055315085526,-0.94
-0.93,0.035,49.87519866876747,0.9779450719366171,0.6524546018578891,175.01299360233057,522.9127359477503,-0.93
-0.92,0.035,49.91865456684875,0.9787971483695833,0.6632301481803288,176.29212286403433,522.9499571412323,-0.92
-0.91,0.035,49.96209164991326,0.9796488558806522,0.6740056945027683,187.42156467473922,522.9625145774781,-0.91
-0.9,0.035,50.00551800599507,0.9805003530587268,0.6847812408252083,203.755941437239,522.971923119522,-0.9
-0.89,0.035,50.048982253583226,0.9813525932075142,0.6955567871476477,200.49985496985892,522.9972582463423,-0.89
-0.88,0.035,50.09263716689916,0.9822085718999836,0.7063323334700877,212.82469361970527,523.0168805395239,-0.88
-0.87,0.035,50.134717782810796,0.9830336820158979,0.7171078797925272,214.60869110436337,516.5793561951824,-0.87
-0.86,0.035,50.17642945577663,0.9838515579564044,0.7278834261149674,222.87939671295499,503.42994503712913,-0.86
-0.85,0.035,50.21839357368413,0.9846743837977281,0.7386589724374069,223.80446498963414,496.78795352423856,-0.85
-0.84,0.035,50.260560023818755,0.9855011769376226,0.7494345187598469,235.26753000967653,493.154625962675,-0.84
-0.83,0.035,50.30267104447495,0.986326883224999,0.7602100650822865,237.36363584188712,490.2089137290965,-0.83
-0.82,0.035,50.34466347095541,0.9871502641363806,0.7709856114047264,246.18453221619873,487.48750643805477,-0.82
-0.81,0.035,50.37695621536221,0.9877834552031807,0.781761157727166,255.12692721069666,484.9464322819975,-0.81
-0.8,0.035,50.40921923767814,0.988416063483885,0.7925367040496057,276.50669943448605,482.47218907268194,-0.8
-0.79,0.035,50.44145160762646,0.9890480707377738,0.8033122503720457,272.88596660648466,480.2748135168209,-0.79
-0.78,0.035,50.47365257345335,0.9896794622245755,0.8140877966944855,280.20105988585533,478.91213040482006,-0.78
-0.77,0.035,50.50582140986875,0.9903102237229167,0.8248633430169251,283.5428454573661,477.7556512068908,-0.77
-0.76,0.035,50.537957433537414,0.990940341834067,0.835638889339365,284.5656078953167,475.58517020408107,-0.76
-0.75,0.035,50.570060066559925,0.9915698052266652,0.8464144356618047,287.36415900148205,472.92628440232585,-0.75
-0.74,0.035,50.60212892934976,0.9921986064578384,0.8571899819842447,288.4273113606978,470.2135855129176,-0.74
-0.73,0.035,50.63416396215956,0.9928267443560699,0.867965528306684,290.19784663142707,467.45929258563973,-0.73
-0.72,0.035,50.66616557575523,0.9934542269755927,0.878741074629124,294.0027919272788,464.6979677597602,-0.72
-0.71,0.035,50.69813482841974,0.9940810750670537,0.8895166209515638,294.2254029918631,462.0011348374691,-0.71
-0.7,0.035,50.73007362148094,0.994707325911391,0.9002921672740035,297.04131656310136,459.4901749557757,-0.7
-0.69,0.035,50.761984903824626,0.9953330373298946,0.9110677135964433,297.3371327060184,457.28869042953636,-0.69
-0.68,0.035,50.793872896135646,0.9959582920810911,0.9218432599188828,310.9431216920651,455.5878066174218,-0.68
-0.67,0.035,50.82574345790156,0.9965832050568934,0.9326188062413228,325.69460041660795,454.4982211501432,-0.67
-0.66,0.035,50.8576051810768,0.997207944726996,0.9433943525637623,326.01031261188825,453.97574884022384,-0.66
-0.65,0.035,50.88947352961728,0.9978328143062211,0.9541698988862024,326.3318621959943,453.88042815368476,-0.65
-0.64,0.035,50.92138653182814,0.9984585594476106,0.9649454452086419,326.66274215285154,454.0809148080511,-0.64
-0.63,0.035,50.953460191451796,0.9990874547343489,0.9757209915310822,327.01373964706033,454.52534224393884,-0.63
-0.62,0.035,50.98569359524406,0.9997194822596874,0.9864965378535215,327.4145999547217,454.88682804329324,-0.62
-0.61,0.035,50.99727208417596,0.9999465114544306,0.9972720841759617,327.695783938103,447.21719562479626,-0.61
