MagCAPShock,Decay_dbar,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.88,5.0e-5,50.718669441083314,0.9944837145310453,0.900257731987446,157.4636020598689,274.9135987402069,-0.88
-0.87,5.0e-5,50.73580351491081,0.9948196767629571,0.9060243431222503,157.5489102996307,274.1023919799385,-0.87
-0.86,5.0e-5,50.75292898797346,0.9951554703524208,0.9117909542570555,157.63441623982968,273.28869811383134,-0.86
-0.85,5.0e-5,50.7700418683046,0.9954910170255804,0.9175575653918602,157.72007266378145,272.4731800244597,-0.85
-0.84,5.0e-5,50.787142144923585,0.9958263165671292,0.9233241765266648,157.80582939365445,271.65543573869144,-0.84
-0.83,5.0e-5,50.804229801337456,0.9961613686536757,0.9290907876614697,157.8831915722792,270.8349108905977,-0.83
-0.82,5.0e-5,50.821304812958374,0.9964961728031053,0.9348573987962745,157.9692716403398,270.0107947220754,-0.82
-0.81,5.0e-5,50.83836714278664,0.996830728289934,0.9406240099310792,158.05549430969546,269.18182840863636,-0.81
-0.8,5.0e-5,50.85541673399353,0.9971650339998731,0.9463906210658838,158.14186213170163,268.3459500943559,-0.8
-0.79,5.0e-5,50.87245349711729,0.9974990881787704,0.9521572322006885,158.22836691643275,267.4996390043031,-0.79
-0.78,5.0e-5,50.88947728829328,0.9978328880057505,0.9579238433354933,158.3148997014439,266.636719129279,-0.78
-0.77,5.0e-5,50.90648787383644,0.9981664288987537,0.9636904544702982,158.3924573988467,265.74624117822935,-0.77
-0.76,5.0e-5,50.92348487827288,0.9984997034955466,0.9694570656051031,158.47933488726392,264.8089672993112,-0.76
-0.75,5.0e-5,50.94046772637236,0.9988327005171052,0.9752236767399077,158.56633345747952,263.7923301036176,-0.75
-0.74,5.0e-5,50.95743563522594,0.9991654046122733,0.9809902878747124,158.65344618791312,262.6457321790894,-0.74
-0.73,5.0e-5,50.97438780763563,0.9994978001497182,0.9867568990095172,158.74066700236776,261.3039353692329,-0.73
-0.72,5.0e-5,50.991324027381,0.9998298828898234,0.9925235101443222,158.82798215271416,259.7153296441152,-0.72
-0.71,5.0e-5,50.998290121279126,0.9999664729662574,0.998290121279127,158.90561006550013,257.9054961114669,-0.71
-0.7,5.0e-5,51.0,1.0,1.0,158.99319247205975,256.03005173318076,-0.7
-0.69,5.0e-5,51.0,1.0,1.0,159.08092370630249,254.2984314306889,-0.69
-0.68,5.0e-5,51.0,1.0,1.0,159.1688083375336,252.89758017405777,-0.68
-0.67,5.0e-5,51.0,1.0,1.0,159.25682838585152,251.84647558834095,-0.67
-0.66,5.0e-5,51.0,1.0,1.0,159.34496527702976,251.0826576833698,-0.66
-0.65,5.0e-5,51.0,1.0,1.0,159.4331529766314,250.53769932918763,-0.65
-0.64,5.0e-5,51.0,1.0,1.0,159.5115038615393,250.16226932538143,-0.64
-0.63,5.0e-5,51.0,1.0,1.0,159.59996492905896,249.9228861706281,-0.63
-0.62,5.0e-5,51.0,1.0,1.0,159.68854457350997,249.79364607552282,-0.62
-0.61,5.0e-5,51.0,1.0,1.0,159.7772422140429,249.75116263970048,-0.61
-0.6,5.0e-5,51.0,1.0,1.0,159.86605770908184,249.773144510387,-0.6
-0.59,5.0e-5,51.0,1.0,1.0,159.95499130871337,249.83899233302333,-0.59
-0.58,5.0e-5,51.0,1.0,1.0,160.04400971282195,249.93091112202978,-0.58
-0.57,5.0e-5,51.0,1.0,1.0,160.1234397433715,250.03469061424173,-0.57
-0.56,5.0e-5,51.0,1.0,1.0,160.21268826921127,250.13989710063677,-0.56
-0.55,5.0e-5,51.0,1.0,1.0,160.30206203065515,250.23956478648023,-0.55
-0.54,5.0e-5,51.0,1.0,1.0,160.39156260043939,250.32959549616018,-0.54
-0.53,5.0e-5,51.0,1.0,1.0,160.48119181687815,250.40806352530348,-0.53
-0.52,5.0e-5,51.0,1.0,1.0,160.57095179235313,250.47455954695695,-0.52
-0.51,5.0e-5,51.0,1.0,1.0,160.66075512406502,250.52964223952972,-0.51
