MagCAPShock,IF_sens_s,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-1.0,4.0,49.70198726049497,0.9745487698136268,0.5770257776008105,121.7361200386171,509.965801149985,-1.0
-0.99,4.0,49.74516830939045,0.9753954570468716,0.5878013239232502,132.61216806176338,507.76744492417805,-0.99
-0.98,4.0,49.78832639705023,0.9762416940598083,0.5985768702456901,135.4208394484087,505.5315380303984,-0.98
-0.97,4.0,49.83145991352358,0.9770874492847761,0.6093524165681298,142.91946661878168,503.2421848700348,-0.97
-0.96,4.0,49.87456707646576,0.9779326877738385,0.6201279628905696,152.11821085801756,500.89633759173415,-0.96
-0.95,4.0,49.917645926092526,0.9787773710998534,0.6309035092130094,153.3770356264197,498.49123538672336,-0.95
-0.94,4.0,49.95941371150617,0.9795963472844348,0.6416790555354492,165.83158543584983,496.01889259197105,-0.94
-0.93,4.0,49.99204533527584,0.9802361830446243,0.6524546018578891,178.4729239069017,493.47781964637073,-0.93
-0.92,4.0,50.024685903646414,0.9808761941891454,0.6632301481803288,189.18803161940383,491.08245920545875,-0.92
-0.91,4.0,50.0573168874772,0.9815160174015137,0.6740056945027683,199.08033715808918,488.7433385917514,-0.91
-0.9,4.0,50.089917016499825,0.9821552356176436,0.6847812408252083,211.53411991111466,486.3730834265093,-0.9
-0.89,4.0,50.122485944713006,0.9827938420531962,0.6955567871476477,218.69485228445498,484.027240733974,-0.89
-0.88,4.0,50.15502347124727,0.9834318327695543,0.7063323334700877,228.2018791843984,481.77664143095217,-0.88
-0.87,4.0,50.18752967269811,0.9840692092685904,0.7171078797925272,248.43693316165107,479.75163241663586,-0.87
-0.86,4.0,50.220005077333774,0.9847059819085053,0.7278834261149674,280.3603527374032,478.0955476263576,-0.86
-0.85,4.0,50.252450884088944,0.9853421741978224,0.7386589724374069,299.3512934931665,476.93575732932806,-0.85
-0.84,4.0,50.28486922136734,0.9859778278699478,0.7494345187598469,320.9321131666228,476.34275043206316,-0.84
-0.83,4.0,50.31726342704222,0.9866130083733768,0.7602100650822865,321.2244240709311,476.2793913595055,-0.83
-0.82,4.0,50.3496383110119,0.9872478100198412,0.7709856114047264,321.52045725341486,476.59661599452073,-0.82
-0.81,4.0,50.382000337102205,0.9878823595510237,0.781761157727166,321.8204507216678,477.1015738777821,-0.81
-0.8,4.0,50.41435763842124,0.9885168164396321,0.7925367040496057,322.1247071487383,477.638335905761,-0.8
-0.79,4.0,50.44671977163742,0.989151368071322,0.8033122503720457,322.43362773060096,478.1185846110986,-0.79
-0.78,4.0,50.47909713702979,0.9897862183731331,0.8140877966944855,322.74778602740366,478.5091145127504,-0.78
-0.77,4.0,50.511500054743045,0.990421569700844,0.8248633430169251,323.0680952092669,478.8083569605389,-0.77
-0.76,4.0,50.54393758951569,0.9910575997944253,0.835638889339365,323.39630572131296,479.0284310009685,-0.76
-0.75,4.0,50.57646007445159,0.9916952955774821,0.8464144356618047,323.73813258939185,479.1728897717899,-0.75
-0.74,4.0,50.60924825318866,0.9923382010429149,0.8571899819842447,323.87807801909946,479.205473761971,-0.74
-0.73,4.0,50.641119933810714,0.9929631359570729,0.867965528306684,324.11441270480213,477.63747934573007,-0.73
-0.72,4.0,50.67267163051701,0.9935817966768041,0.878741074629124,324.41527284209087,475.4083828320537,-0.72
-0.71,4.0,50.70418352922094,0.9941996770435478,0.8895166209515638,324.7164188897171,473.1758679152922,-0.71
-0.7,4.0,50.735655414046775,0.9948167728244466,0.9002921672740035,325.0179099184712,470.9396319958508,-0.7
-0.69,4.0,50.767087003312625,0.995433078496326,0.9110677135964433,325.31981611783937,468.69927374606647,-0.69
-0.68,4.0,50.7984779383839,0.9960485870271353,0.9218432599188828,325.6222204928857,466.4542727085241,-0.68
-0.67,4.0,50.82982777150322,0.996663289637318,0.9326188062413228,325.9252206587269,464.2039617489019,-0.67
-0.66,4.0,50.861135952935456,0.9972771755477541,0.9433943525637623,326.22893065636,461.947497323095,-0.66
-0.65,4.0,50.89240181804968,0.9978902317264643,0.9541698988862024,326.53348266317096,459.6838228892324,-0.65
-0.64,4.0,50.92362850112938,0.9985025196299878,0.9649454452086419,326.8340425753348,457.4104432138952,-0.64
-0.63,4.0,50.954845220173354,0.9991146121602619,0.9757209915310822,327.11280914407655,455.11551571881256,-0.63
-0.62,4.0,50.98576422942045,0.9997208672435381,0.9864965378535215,327.39301524825765,452.80684292577826,-0.62
-0.61,4.0,50.99727208417596,0.9999465114544306,0.9972720841759617,327.67455156106024,450.4808520932298,-0.61
-0.6,4.0,51.0,1.0,1.0,327.95754803577285,448.1345022405622,-0.6
-0.59,4.0,51.0,1.0,1.0,328.2418514297757,445.7638297918737,-0.59
-0.58,4.0,51.0,1.0,1.0,328.5273691211431,443.3634687171665,-0.58
-0.57,4.0,51.0,1.0,1.0,328.81405275376665,440.92678475939664,-0.57
-0.56,4.0,51.0,1.0,1.0,329.1018803641103,438.4456694971219,-0.56
-0.55,4.0,51.0,1.0,1.0,329.390852632191,435.9104982451237,-0.55
-0.54,4.0,51.0,1.0,1.0,329.6808891118957,433.31065165021664,-0.54
-0.53,4.0,51.0,1.0,1.0,329.97219482638883,430.6365479813513,-0.53
-0.52,4.0,51.0,1.0,1.0,330.2647927111222,427.8851540478556,-0.52
-0.51,4.0,51.0,1.0,1.0,330.5587870468281,425.0721728431935,-0.51
-0.5,4.0,51.0,1.0,1.0,330.8535847403628,422.2531150118952,-0.5
-0.49,4.0,51.0,1.0,1.0,331.1508235888698,419.54595018965495,-0.49
