Impl_Time,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
1.0,51.0,1.0,1.0,333.485669643225,395.5245221457125,-0.284
2.0,51.0,1.0,1.0,333.485669643225,395.5245221457125,-0.284
3.0,51.0,1.0,1.0,333.485669643225,395.5245221457125,-0.284
4.0,51.0,1.0,1.0,333.485669643225,395.5245221457125,-0.284
5.0,51.0,1.0,1.0,333.485669643225,395.5245221457125,-0.284
