MagCAPShock,Goal_l,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.44,1.01,50.9851678150476,0.9997091728440707,0.9923900269941539,198.56369418020287,528.2268928430794,-0.44
-0.43,1.01,50.98570720606028,0.999719749138437,0.9925662997639755,198.59737288544457,528.1309973142535,-0.43
-0.42,1.01,50.98624660342471,0.9997303255573473,0.9927425742317775,198.6314807879401,528.0293038918936,-0.42
-0.41,1.01,50.9867860071799,0.9997409021015667,0.9929188504117747,198.66598508028022,527.921866748949,-0.41
-0.4,1.01,50.98732541736441,0.9997514787718512,0.9930951283179068,198.70086006910856,527.8087491106853,-0.4
-0.39,1.01,50.98786483401631,0.9997620555689471,0.9932714079638211,198.73608646372418,527.6900242054136,-0.39
-0.38,1.01,50.98840425717316,0.9997726324935914,0.9934476893628567,198.7716507586209,527.5657761947232,-0.38
-0.37,1.01,50.988943686872005,0.9997832095465099,0.9936239725280224,198.80754468372717,527.4361009164177,-0.37
-0.36,1.01,50.989483123149355,0.9997937867284188,0.9938002574719739,198.84376469843048,527.3011062732986,-0.36
-0.35,1.01,50.99002256604109,0.9998043640400214,0.9939765442069897,198.8803115070374,527.1609121208668,-0.35
-0.34,1.01,50.99056201558251,0.99981494148201,0.9941528327449447,198.91718957402713,527.0156495440947,-0.34
-0.33,1.01,50.99106873973757,0.9998248772497563,0.9943291230972777,198.95440661686095,526.8654594635409,-0.33
-0.32,1.01,50.99142379820917,0.999831839180572,0.9945054152749655,198.9919730519717,526.7104905708669,-0.32
-0.31,1.01,50.99177886343234,0.9998388012437713,0.9946817092884876,199.0299013653187,526.5508966545855,-0.31
-0.3,1.01,50.992133935439604,0.9998457634399922,0.9948580051477952,199.06820537237374,526.3868334330806,-0.3
-0.29,1.01,50.992489014262695,0.9998527257698567,0.9950343028622776,199.10631990702944,526.2184550565544,-0.29
-0.28,1.01,50.99284409993254,0.9998596882339714,0.9952106024407282,199.14473348081805,526.0459104676005,-0.28
-0.27,1.01,50.99319919247921,0.9998666508329257,0.9953869038913108,199.1834565959277,525.8693398194944,-0.27
-0.26,1.01,50.993554291931886,0.9998736135672919,0.9955632072215277,199.2224772754036,525.6888711407223,-0.26
-0.25,1.01,50.99390939831886,0.9998805764376247,0.9957395124381885,199.26178252050127,525.5046174074075,-0.25
-0.24,1.01,50.99426451166747,0.9998875394444602,0.9959158195473775,199.3013560708423,525.3161226587857,-0.24
-0.23,1.01,50.994619632004046,0.9998945025883146,0.9960921285544271,199.34117816332977,525.1220712380707,-0.23
-0.22,1.01,50.99497475935396,0.9999014658696854,0.9962684394638917,199.38122747009803,524.9243737105274,-0.22
-0.21,1.01,50.99532989374154,0.9999084292890498,0.996444752279525,199.4214916060736,524.7231110813786,-0.21
-0.2,1.01,50.99568503519008,0.9999153928468643,0.9966210670042579,199.460341300322,524.5248413321099,-0.2
-0.19,1.01,50.9960401837218,0.9999223565435648,0.9967973836401843,199.49649298670045,524.3444179430436,-0.19
