MagCAPShock,IntRate,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.73,0.02,51.0,1.0,1.0,196.37375860361914,548.6298345789842,-0.73
-0.72,0.02,51.0,1.0,1.0,196.4248759477053,549.3530843457744,-0.72
-0.71,0.02,51.0,1.0,1.0,196.55731326575216,544.4992327932761,-0.71
-0.7,0.02,51.0,1.0,1.0,196.73619307683697,539.5686433246825,-0.7
-0.69,0.02,51.0,1.0,1.0,196.904973312084,534.5044534045949,-0.69
-0.68,0.02,51.0,1.0,1.0,197.0726921237129,529.0375881332538,-0.68
-0.67,0.02,51.0,1.0,1.0,197.12461692040245,523.6557464459594,-0.67
-0.66,0.02,51.0,1.0,1.0,197.1302968861766,517.1400641150752,-0.66
-0.65,0.02,51.0,1.0,1.0,197.142978683544,509.17782964374334,-0.65
-0.64,0.02,51.0,1.0,1.0,197.1435560650093,506.12888057368343,-0.64
-0.63,0.02,51.0,1.0,1.0,197.19817213003114,514.2546431107604,-0.63
-0.62,0.02,51.0,1.0,1.0,197.42009771220967,522.4844392402744,-0.62
-0.61,0.02,51.0,1.0,1.0,197.28571641918023,529.1262757579354,-0.61
-0.6,0.02,51.0,1.0,1.0,197.5100391540283,535.1728268964669,-0.6
-0.59,0.02,51.0,1.0,1.0,197.5526876620145,541.041854874683,-0.59
-0.58,0.02,51.0,1.0,1.0,197.55780464860115,546.6868789640364,-0.58
-0.57,0.02,51.0,1.0,1.0,197.7005749987815,551.7584466340352,-0.57
-0.56,0.02,51.0,1.0,1.0,197.85881698565157,557.8949493338995,-0.56
-0.55,0.02,51.0,1.0,1.0,198.0615784181162,564.6230376724072,-0.55
-0.54,0.02,51.0,1.0,1.0,198.14635602652024,568.0482488505263,-0.54
-0.53,0.02,51.0,1.0,1.0,198.20836006213008,564.5276978255847,-0.53
-0.52,0.02,51.0,1.0,1.0,198.21614987898923,561.1873435764103,-0.52
-0.51,0.02,51.0,1.0,1.0,198.25791448461763,558.0381992298,-0.51
-0.5,0.02,51.0,1.0,1.0,198.31433429017187,555.0932394071349,-0.5
-0.49,0.02,51.0,1.0,1.0,198.3975201746633,552.3690100185072,-0.49
-0.48,0.02,51.0,1.0,1.0,198.45050016999073,551.6285533225007,-0.48
-0.47,0.02,51.0,1.0,1.0,198.55325875449435,553.2427600612665,-0.47
-0.46,0.02,51.0,1.0,1.0,198.67115098406993,554.6918787243644,-0.46
-0.45,0.02,51.0,1.0,1.0,198.64140994906998,555.9764827345765,-0.45
-0.44,0.02,51.0,1.0,1.0,198.63004765535106,557.09948164009,-0.44
-0.43,0.02,51.0,1.0,1.0,198.6234801919941,558.0656263694126,-0.43
-0.42,0.02,51.0,1.0,1.0,198.60919589863752,558.8810203019602,-0.42
-0.41,0.02,51.0,1.0,1.0,198.5848568755792,559.9636629234831,-0.41
-0.4,0.02,51.0,1.0,1.0,198.65957354075456,559.2616987700653,-0.4
-0.39,0.02,51.0,1.0,1.0,198.74267332268528,558.5648277851601,-0.39
-0.38,0.02,51.0,1.0,1.0,198.82714952705862,557.8731306500206,-0.38
-0.37,0.02,51.0,1.0,1.0,198.90364239715132,557.186692624029,-0.37
-0.36,0.02,51.0,1.0,1.0,198.97756279135587,556.5056038809934,-0.36
-0.35,0.02,51.0,1.0,1.0,199.05087438950002,555.8299598539143,-0.35
-0.34,0.02,51.0,1.0,1.0,199.12857014466323,555.1598615863592,-0.34
-0.33,0.02,51.0,1.0,1.0,199.21491352597582,554.4954160878875,-0.33
-0.32,0.02,51.0,1.0,1.0,199.29187846247726,553.8367366908001,-0.32
-0.31,0.02,51.0,1.0,1.0,199.29323732291354,555.1822396178263,-0.31
-0.3,0.02,51.0,1.0,1.0,199.29474869247315,556.5591355040757,-0.3
-0.29,0.02,51.0,1.0,1.0,199.30622507146617,557.9224920288881,-0.29
-0.28,0.02,51.0,1.0,1.0,199.31539889919299,559.2740354439461,-0.28
-0.27,0.02,51.0,1.0,1.0,199.31343405283812,560.615394864011,-0.27
-0.26,0.02,51.0,1.0,1.0,199.31648239898786,561.9480610825216,-0.26
-0.25,0.02,51.0,1.0,1.0,199.32754346595925,563.2733694740807,-0.25
-0.24,0.02,51.0,1.0,1.0,199.33592852981175,564.5924980226357,-0.24
-0.23,0.02,51.0,1.0,1.0,199.3267954322098,565.9064743487606,-0.23
-0.22,0.02,51.0,1.0,1.0,199.33592925663265,567.2161876467056,-0.22
-0.21,0.02,51.0,1.0,1.0,199.3415898578956,568.5224028725838,-0.21
-0.2,0.02,51.0,1.0,1.0,199.33680480734884,569.8257755109416,-0.2
-0.19,0.02,51.0,1.0,1.0,199.34638337410422,571.1268659143897,-0.19
-0.18,0.02,51.0,1.0,1.0,199.364852435875,571.6386575222722,-0.18
-0.17,0.02,51.0,1.0,1.0,199.4167571764801,570.454345625118,-0.17
-0.16,0.02,51.0,1.0,1.0,199.4706021385365,568.9448271568988,-0.16
-0.15,0.02,51.0,1.0,1.0,201.66674825328653,511.087613932652,-0.15
-0.14,0.02,51.0,1.0,1.0,202.7491986780616,517.7915351703705,-0.14
-0.13,0.02,51.0,1.0,1.0,204.78840776802664,507.7493262440348,-0.13
-0.12,0.02,51.0,1.0,1.0,206.56937203965293,528.6222269607719,-0.12
-0.11,0.02,51.0,1.0,1.0,207.0581603145973,539.399537586905,-0.11
-0.1,0.02,51.0,1.0,1.0,208.6796296625279,518.0327984679427,-0.1
-0.09,0.02,51.0,1.0,1.0,210.7341143464439,517.6686006214636,-0.09
-0.08,0.02,51.0,1.0,1.0,211.8061868852735,546.4204189266691,-0.08
-0.07,0.02,51.0,1.0,1.0,212.74919760163237,526.0041433139412,-0.07
-0.06,0.02,51.0,1.0,1.0,214.88572686912224,522.3694285822379,-0.06
-0.05,0.02,51.0,1.0,1.0,217.004644617454,561.1925870837828,-0.05
-0.04,0.02,51.0,1.0,1.0,217.38349184158534,533.24015219568,-0.04
-0.03,0.02,51.0,1.0,1.0,219.05452157253137,514.6223733592909,-0.03
-0.02,0.02,51.0,1.0,1.0,219.42230777272283,550.9486858350867,-0.02
-0.01,0.02,51.0,1.0,1.0,217.1945956242793,565.3092072890652,-0.01
0.0,0.02,51.0,1.0,1.0,222.41174098717156,538.6078029668572,0.0
-1.0,0.03,51.0,1.0,1.0,194.6724010330816,545.0570647880982,-1.0
-0.99,0.03,51.0,1.0,1.0,194.56743357743346,557.1305240294943,-0.99
-0.98,0.03,51.0,1.0,1.0,194.75059731545667,563.4880840077183,-0.98
-0.97,0.03,51.0,1.0,1.0,195.20845350477725,559.6584646941834,-0.97
-0.96,0.03,51.0,1.0,1.0,195.35977125917861,560.9963371499844,-0.96
-0.95,0.03,51.0,1.0,1.0,195.28701484029222,564.2764479384763,-0.95
-0.94,0.03,51.0,1.0,1.0,195.20194502072184,567.2636520277644,-0.94
-0.93,0.03,51.0,1.0,1.0,195.13892464615407,568.8514039186815,-0.93
-0.92,0.03,51.0,1.0,1.0,195.0900152494693,567.6426235073831,-0.92
-0.91,0.03,51.0,1.0,1.0,195.0443906119122,566.394986940244,-0.91
-0.9,0.03,51.0,1.0,1.0,195.1393905250959,565.0947502697288,-0.9
-0.89,0.03,51.0,1.0,1.0,195.3013324606451,563.7281104650336,-0.89
-0.88,0.03,51.0,1.0,1.0,195.45995924024933,562.286816923749,-0.88
-0.87,0.03,51.0,1.0,1.0,195.6148085724783,560.7879812406624,-0.87
-0.86,0.03,51.0,1.0,1.0,195.76340896135488,559.2979778866658,-0.86
-0.85,0.03,51.0,1.0,1.0,195.90172977187848,557.9671712557745,-0.85
-0.84,0.03,51.0,1.0,1.0,196.02137265337637,557.0440212030533,-0.84
-0.83,0.03,51.0,1.0,1.0,196.11161944240013,556.8225088533477,-0.83
-0.82,0.03,51.0,1.0,1.0,196.16353798390017,557.510913214134,-0.82
-0.81,0.03,51.0,1.0,1.0,196.1735696299904,559.1058639123979,-0.81
-0.8,0.03,51.0,1.0,1.0,196.2177660555315,559.9407669522307,-0.8
-0.79,0.03,51.0,1.0,1.0,196.38690981313158,554.7444747782941,-0.79
-0.78,0.03,51.0,1.0,1.0,196.49214005051067,549.4397967947351,-0.78
-0.77,0.03,51.0,1.0,1.0,196.46820493489065,543.863880979,-0.77
-0.76,0.03,51.0,1.0,1.0,196.43188241055302,538.174283083644,-0.76
-0.75,0.03,51.0,1.0,1.0,196.3904168681282,532.274359786439,-0.75
-0.74,0.03,51.0,1.0,1.0,196.34958115677242,524.8725029403427,-0.74
