MagCAPShock,IF_sens_l,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.66,4.710805822269944,50.85546502061606,0.9971659807963933,0.9433943525637623,326.13513344281733,435.3483715297404,-0.66
-0.65,4.710805822269944,50.88672963817926,0.9977790125133188,0.9541698988862024,326.4182722309598,432.51670599411,-0.65
-0.64,4.710805822269944,50.917967027594244,0.9983915103449852,0.9649454452086419,326.70282276185776,429.6080649399003,-0.64
-0.63,4.710805822269944,50.949179291511705,0.9990035155198373,0.9757209915310822,326.98875886466215,426.632397405194,-0.63
-0.62,4.710805822269944,50.980368518665,0.9996150689934314,0.9864965378535215,327.27605516605996,423.6066724220333,-0.62
-0.61,4.710805822269944,50.99727208417596,0.9999465114544306,0.9972720841759617,327.56468581709385,420.5539412849445,-0.61
-0.6,4.710805822269944,51.0,1.0,1.0,327.85462393228846,417.50094210776655,-0.6
-0.59,4.710805822269944,51.0,1.0,1.0,328.145842198179,414.47463112840364,-0.59
-0.58,4.710805822269944,51.0,1.0,1.0,328.4383146271849,411.4990432825466,-0.58
-0.57,4.710805822269944,51.0,1.0,1.0,328.73201011721875,408.59507728905555,-0.57
-0.56,4.710805822269944,51.0,1.0,1.0,329.02689584981346,405.7863538260009,-0.56
-0.55,4.710805822269944,51.0,1.0,1.0,329.3229817633628,403.11265070862896,-0.55
-0.54,4.710805822269944,51.0,1.0,1.0,329.6202660620902,400.64650116195907,-0.54
-0.53,4.710805822269944,51.0,1.0,1.0,329.9187558410015,398.4989734793014,-0.53
-0.52,4.710805822269944,51.0,1.0,1.0,330.2184686204713,396.7969087105236,-0.52
-0.51,4.710805822269944,51.0,1.0,1.0,330.5194348047388,395.62876528381713,-0.51
-0.5,4.710805822269944,51.0,1.0,1.0,330.8215789906566,394.9870952250444,-0.5
-0.49,4.710805822269944,51.0,1.0,1.0,331.12519397710867,394.7594217091639,-0.49
-0.48,4.710805822269944,51.0,1.0,1.0,331.43024397153334,394.7876982457662,-0.48
